clean_name,MuniLevy,tr_neg10,tr_nochange,tr_plus10,tr_plus20,tr_plus30,tr_plus40,tax_rate_current,taxrate_noexemps,taxrate_noTIFs,taxrate_noTIFs_orExemps,current_nonTIF_EAV_post_exemps,current_TIF_increment_EAV,current_Exempt_EAV,current_GHE,Total_EAV,exe_neg10,exe_0,exe_plus10,exe_plus20,exe_plus30,exe_plus40,neg10_taxable_eav,plus10_taxable_eav,plus20_taxable_eav,plus30_taxable_eav,plus40_taxable_eav,scenario_noexemptions_taxable_eav
Kenilworth,29078701.83,0.09636158405130824,0.09840076661144964,0.10060910602575239,0.10287567655178066,0.10524372741752953,0.10771967190790124,0.09840076661144964,0.09564332756127368,0.09804554030012846,0.09530769703561966,295512960.2274509,1070665.5140852232,8519768.154681088,6253580,305103393.8962172,0,6370000,12740000,19107871,25467871,31818616,301766540.2274509,289026540.2274509,282658669.2274509,276298669.2274509,269947924.2274509,304032728.382132
La Grange,71548863.53,0.08806513392712638,0.0928353409366017,0.09844045233255921,0.10456053770636035,0.11121308454563152,0.11840148614011745,0.0928353409366017,0.08602263663168826,0.09283534093660169,0.08602263663168826,770707176.9021834,0,61037423.49109798,41746746,831744600.3932815,0,42896196,85630124,128172213,169104592,208163674,812453922.9021835,726823798.9021835,684281709.9021835,643349330.9021835,604290248.9021835,831744600.3932815
La Grange Park,40669683.11,0.09201253028095381,0.1002232154266017,0.10947391881400154,0.12078866531653348,0.13441747104031326,0.1511362278480772,0.1002232154266017,0.08798359829533489,0.09834572061648887,0.08653335716233777,405791042.892496,7746860.486100334,56450600.98167149,36210530,469988504.3602678,0,35260000,70500456,105300418,139439095,172908691,442001572.892496,371501116.892496,336701154.892496,302562477.892496,269092881.892496,462241643.8741675
Lansing,76739825.71,0.1718382633762548,0.20548091645006566,0.25687184940577173,0.3140648849209249,0.35848476858361944,0.3809646042213115,0.20548091645006566,0.16179996434033767,0.18738396083860825,0.15036519628823422,373464490.2104507,36068029.89726094,100823783.10821229,73117221,510356303.21592396,0,78025814,147834200,202237853,232514525,245146132,446581711.2104507,298747511.2104507,244343858.2104507,214067186.2104507,201435579.2104507,474288273.318663
Lemont,56597990.02,0.07332960734424883,0.07837999865966379,0.0842684079475003,0.09102347129230337,0.09887885346053381,0.10805591947046227,0.07837999865966379,0.0712069847812152,0.07716491272451939,0.070202696801484707,722097358.8651855,11370586.884409288,72740257.04985978,49732630,806208202.7994546,0,50120000,100190505,150034432,199432676,248045727,771829988.8651855,671639483.8651855,621795556.8651855,572397312.8651855,523784261.8651855,794837615.9150453
Lincolnwood,66684776.78,0.09203667369034702,0.09662000000000001,0.10313240207205403,0.10970624503528516,0.11708087232767546,0.1249064927389972,0.09662000000000001,0.0893522059013859,0.09483102528480503,0.08782010990317635,690175706.6859863,13020073.173256053,56138008.87686233,34370000,759333788.7361046,0,38998462,77951858,116697204,154984040,190668121,724545706.6859863,646593848.6859863,607848502.6859863,569561666.6859863,533877585.6859863,746313715.5628486
Lynwood,21147269,0.12147431123904252,0.13697647230429041,0.15609669311088686,0.1801610211683607,0.2073596852579522,0.23120241200568925,0.13697647230429041,0.11611010741389215,0.13473571412799934,0.11449602128182089,154386141.24199212,2567559.8376639443,27745022.62488247,19702263,184698723.70453852,0,19764890,38612959,56708580,72104892,82621932,174088404.24199212,135475445.24199212,117379824.24199212,101983512.24199212,91466472.24199212,182131163.86687458
Lyons,22610760.57,0.10344351514105742,0.11516002168536353,0.13036082867657858,0.1485641997553466,0.1710711371859241,0.19057274043973363,0.11516002168536353,0.09839209561773864,0.10818109254039035,0.09325219230948538,196342100.66212374,12666331.763885256,33460511.3062671,22238644,242468943.73227608,0,22738416,45133239,66385528,86409059,99934392,218580744.6621237,173447505.6621237,152195216.6621237,132171685.66212371,118646352.66212371,229802611.96839082
Markham,31939203.26,0.21503720964801962,0.26515460470440283,0.3318819512468111,0.35864142292193835,0.37212407492067,0.37768112774937734,0.26515460470440283,0.2032959217518564,0.23540248004964903,0.18533630954396912,120455020.17815669,15224107.982530748,36651934.96767789,28073708,172331063.12836534,0,31722184,52292090,59472637,62699282,63962143,148528728.1781567,96236638.1781567,89056091.1781567,85829446.1781567,84566585.1781567,157106955.1458346
Matteson,82090659.27,0.16427136719617563,0.1818569277521774,0.20358142224777778,0.22866339991536253,0.25563342787884524,0.27712433699298245,0.1818569277521774,0.1583746746939284,0.17423108282214136,0.15255956822276204,451402430.93663013,19757237.82235822,66929552.561657675,48323484,538089221.320646,0,48544463,96493349,140723734,178599449,203502710,499725914.93663013,403232565.93663013,359002180.93663013,321126465.93663013,296223204.93663013,518331983.4982878
Maywood,47801940.05,0.16032317212706332,0.1885525620652029,0.2306950289272588,0.2915851731203306,0.38204631613592316,0.4815511483052109,0.1885525620652029,0.14267121687275203,0.17125292092296396,0.13254025163953534,253520501.26727912,25610154.095399976,81529140.12348846,44639393,360659795.48616755,0,45739114,90951528,134221723,173039096,198893305,298159894.26727915,207208366.26727915,163938171.26727915,125120798.26727915,99266589.26727915,335049641.3907676
Mc Cook,14222399.24,0.12849442147886939,0.12907750662716652,0.12966590777481005,0.1302572153291373,0.13082266037903834,0.13138825111581484,0.12907750662716652,0.12802969733693004,0.0861978645291508,0.0857293243213063,110184954.85104652,54812163.322225645,901765.9319570318,500000,165898884.1052292,0,500000,1000000,1497919,1969850,2437839,110684954.85104652,109684954.85104652,109187035.85104652,108715104.85104652,108247115.85104652,111086720.78300355
Melrose Park,79217249.88,0.11110553621176751,0.11647540831358963,0.12288935183642684,0.12958823686773333,0.1366938909452953,0.14343682414582726,0.11647540831358963,0.10788542578089533,0.10532908774769394,0.0982545775833148,680119958.5986549,71972854.26000743,54152064.76882411,32871064,806244877.6274863,0,34318506,68368452,101691326,133468051,160711297,712991022.5986549,644622570.5986549,611299696.5986549,579522971.5986549,552279725.5986549,734272023.367479
Merrionette Park,5572823.8,0.10294662433933549,0.11158,0.12128097269485077,0.1324035181505972,0.14142712807840768,0.14429026637604075,0.11158,0.09994994695040078,0.11158,0.09994994695040078,49944647.78634164,0,5811497.8648957815,4188490,55756145.65123742,0,4199669,8183442,12043442,14728931,15510825,54133137.78634164,45949695.78634164,42089695.78634164,39404206.78634164,38622312.78634164,55756145.65123742
Midlothian,30988553.84,0.1272048648985487,0.15026904930015664,0.18282215824632736,0.23082618314442557,0.29505569087443645,0.3276567176777872,0.15026904930015664,0.12029735550134307,0.14433864288466092,0.11646655436105224,206220469.11404595,8472929.830840444,51379157.335381866,37390920,266072556.28026828,0,37646822,74110306,109360788,138585271,149035108,243611389.11404598,169501083.11404598,134250601.11404598,105026118.11404598,94576281.11404598,257599626.44942784
Morton Grove,92225884.28,0.09664786690827029,0.1047168857415316,0.11597407693902007,0.12866253296757132,0.1437017818117298,0.1603674676415061,0.1047168857415316,0.0917086224747907,0.09804860337314726,0.08655336927519153,880716453.9598454,59897497.76583583,124923820.5448937,73530000,1065537772.2705749,0,79668372,159018014,237441941,312459810,379155473,954246453.9598453,795228439.9598453,716804512.9598453,641786643.9598453,575090980.9598453,1005640274.504739
Mt Prospect,190531575.47,0.0956271733343496,0.10294581559716591,0.11148928289742085,0.12130486163450889,0.13231013966441998,0.1444414241455126,0.10294581559716591,0.09193796670060088,0.10219921597602973,0.09134203419333436,1850794754.160414,13520677.718125537,221597993.98978782,141647026,2085913425.8683274,0,142044215,283474151,421758026,552404184,673349445,1992441780.160414,1708967629.160414,1570683754.160414,1440037596.160414,1319092335.160414,2072392748.1502018
Niles,124183334.83,0.08604861519739894,0.091392102185274507,0.09739820890827669,0.1041424471392563,0.11157811135355493,0.11935028434007691,0.091392102185274507,0.08219763628280186,0.08796549033130624,0.0794153135636188,1358797224.9314225,52930651.10593911,151992384.67177725,84379223,1563720260.7091386,0,84141541,168170098,250739183,330204259,402681777,1443176447.9314222,1275006349.9314222,1192437264.9314222,1112972188.9314222,1040494670.9314222,1510789609.6031995
Norridge,44264197.37,0.0799460836873854,0.0865613376858988,0.09452635352542954,0.10395607116744751,0.11532673178774011,0.12896791862336543,0.0865613376858988,0.07465448642425056,0.08656133768589878,0.07465448642425056,511362214.9719946,0,81558579.07718042,42313404,592920794.049175,0,42720000,85402003,127878483,169860031,210456950,553675618.9719946,468273615.97199464,425797135.97199464,383815587.97199464,343218668.97199464,592920794.049175
North Lake,56252418.7,0.1272102836018314,0.1354024526143277,0.14436403507417173,0.15396135454520163,0.1645434138042339,0.17295167352417679,0.1354024526143277,0.12360511158696681,0.1354024526143277,0.12360511158696681,415446083.980665,0,39651751.19601046,26754162,455097835.1766755,0,26860588,52543510,76833113,100330478,116950900,442200245.980665,389656735.980665,365367132.980665,341869767.980665,325249345.980665,455097835.1766755
North Riverside,26167676.75,0.0945022841133932,0.10126028511769918,0.10932597792388334,0.11854724292055137,0.12929129927924957,0.14176010577519044,0.10126028511769918,0.09064505945716972,0.10126028511769919,0.09064505945716972,258419939.46179578,0,30262939.745364666,18480000,288682879.2071604,0,18790000,37545330,56163665,74506763,92308678,276899939.46179575,239354609.46179575,220736274.46179575,202393176.46179575,184591261.46179575,288682879.2071604
Northbrook,224429595.3,0.0813067328709404,0.08450986898539595,0.08797193120830166,0.09172722711712365,0.09578303033855481,0.10011194509613222,0.08450986898539595,0.07968972157008268,0.08407988417277949,0.0793072766213953,2655661380.078384,13581061.298076924,160631497.82590967,104621654,2829873939.2023706,0,104591984,209133000,313576616,417179099,518496651,2760283034.078384,2551150034.078384,2446706418.078384,2343103935.078384,2241786383.078384,2816292877.9042935
Northfield,46112951.14,0.07879412019136235,0.08122855596061489,0.08402819347423053,0.08691239931688693,0.08998349196368902,0.09323321282678736,0.08122855596061489,0.07765966280607707,0.08122855596061487,0.07765966280607707,567693843.5586456,0,26088687.472271215,17539560,593782531.0309169,0,18230000,36453890,54665251,72773283,90635505,585233403.5586457,548779513.5586457,530568152.5586457,512460120.5586457,494597898.5586457,593782531.0309169
Oak Brook,56975.29,0.06003491535866956,0.06337376507977173,0.06710586669003911,0.0713050438853623,0.07606483201918364,0.08150552768947777,0.06337376507977173,0.05903960130375803,0.06337376507977173,0.05903960130375803,899035.9011853305,0,65999.24034387515,50000,965035.1415292056,0,50000,100000,150000,200000,250000,949035.9011853305,849035.9011853305,799035.9011853305,749035.9011853305,699035.9011853305,965035.1415292056
Oak Forest,68137329.34,0.12375594642219544,0.1435911110672577,0.17113031822435146,0.20995221534597774,0.2654792303780695,0.3430300406304157,0.1435911110672577,0.11683243735605346,0.14035703684678227,0.1146823881430874,474523310.2074449,10933855.822503757,108682269.35559757,76054915,594139435.3855462,0,76306233,152417747,226040905,293920372,351944516,550578225.2074449,398160478.2074449,324537320.2074449,256657853.2074449,198633709.2074449,583205579.5630424
Oak Lawn,147203490.06,0.10648034543229336,0.12083718373064554,0.14267918067786006,0.1673394414472412,0.19567033182422214,0.22998548202488103,0.12083718373064554,0.1000993885715057,0.1179835759373992,0.09813322507372767,1218196961.5257401,29463900.50902811,252376357.25977504,164250564,1500037219.2945433,0,177039616,350737858,502777504,630143951,742391950,1382447525.5257401,1031709667.5257401,879670021.5257401,752303574.5257401,640055575.5257401,1470573318.785515
Oak Park,234720509.14,0.11693893334279093,0.1250204099735716,0.133728492750285,0.14379839591917679,0.15479160447986293,0.16684834612627655,0.1250204099735716,0.1137440977754317,0.1250204099735716,0.1137440977754317,1877457522.252712,0,186126555.78372014,129748311,2063584078.036432,0,126242137,252003899,374917047,490841235,600416287,2007205833.2527118,1755201934.2527118,1632288786.2527118,1516364598.2527118,1406789546.2527118,2063584078.036432
Olympia Fields,23807287.83,0.16271849467148738,0.183431353845095,0.20514741343691248,0.23586700940613517,0.27604623375445725,0.3248957101436289,0.183431353845095,0.15300314556040967,0.1728634049410849,0.14557954188608888,129788541.22237407,7934580.904683255,25811448.194838647,16521120,163534570.32189596,0,15130000,30260000,45374444,60065819,73032954,146309661.22237405,116049661.22237405,100935217.22237405,86243842.22237405,73276707.22237405,155599989.4172127
Orland Hills,15912484.11,0.09529559202676705,0.1061445970608126,0.11990917726326544,0.13765350618633074,0.16116281345950964,0.18878736832203644,0.1061445970608126,0.0922690751211302,0.1061445970608126,0.0922690751211302,149913274.44470286,0,22544118.122744057,17067000,172457392.56744692,0,17150000,34275802,51382172,68244817,82692410,166980274.44470286,132704472.44470286,115598102.44470286,98735457.44470286,84287864.44470286,172457392.56744692
Orland Park,228659583.49,0.09133927142185819,0.09849318218869857,0.1069133325190289,0.11681555590088778,0.1283291715735451,0.1412035070577775,0.09849318218869857,0.08767481593384621,0.09789934111110389,0.08720395210685868,2321577782.428855,14082303.684483655,286464003.0541261,181831539,2622124089.1674647,0,182362035,364671541,545968108,721588550,884047393,2503409321.428855,2138737780.428855,1957441213.428855,1781820771.428855,1619361928.428855,2608041785.482981
Palatine,205823269.47,0.09924460009028908,0.10834662477759079,0.11930323684949383,0.13200168081939948,0.14605922305027388,0.161613546363261,0.10834662477759079,0.09614797415214464,0.10214249488318258,0.09123053071574057,1899674031.3092818,115386103.11757061,241018700.75291505,174224894,2256078835.1797676,0,174818738,348687817,514651587,664722119,800346837,2073898925.3092818,1725211108.3092818,1559247338.3092818,1409176806.3092818,1273552088.3092818,2140692732.062197
Palos Heights,47565953.1,0.09998074967382396,0.11004541319854393,0.12243708024015755,0.13788912246486745,0.15763775059959986,0.18235148402917667,0.11004541319854393,0.0944024273658687,0.10778720052780723,0.09273573298065811,432239306.6413546,9055697.469349695,71624359.02109765,43511808,512919363.13180196,0,43639308,87258078,130793135,174008969,214903481,475751114.6413546,388493036.6413546,344957979.6413546,301742145.6413546,260847633.64135462,503863665.6624523
Palos Hills,40531891.69,0.09689103504784838,0.11087016474287929,0.12971082463362624,0.15451789345204295,0.18532780393904227,0.21780365789745743,0.11087016474287929,0.08984857468055621,0.11087016474287929,0.08984857468055621,365579791.3171513,0,85533560.60974747,52744687,451113351.9268988,0,53214067,105845610,156012517,199620696,232230764,418324478.3171513,312478868.3171513,262311961.3171513,218703782.3171513,186093714.3171513,451113351.9268988
Palos Park,22482523.04,0.08685025402141941,0.09253385841988038,0.09922955335115234,0.10682189537937938,0.11563946995072263,0.12571638027709878,0.09253385841988038,0.08379902730395512,0.09253385841988038,0.08379902730395512,242965368.82730654,0,25325609.759492345,15900000,268290978.58679888,0,16150000,32294531,48398002,64446257,80030097,258865368.82730654,226570837.82730654,210467366.82730654,194419111.82730654,178835271.82730654,268290978.58679888
Park Forest,37786877.97,0.30230907646291366,0.4136055688354255,0.5784040185567769,0.6985202120964313,0.7286416437553718,0.7389189450363278,0.4136055688354255,0.26910160664468386,0.3808404497951346,0.2548369602639203,91359693.43061596,7860013.904376124,49058932.98023638,33634496,148278640.31522846,0,33572059,59664633,70898578,73134845,73856134,124994189.43061596,65329556.43061596,54095611.43061596,51859344.43061596,51138055.43061596,140418626.41085234
Park Ridge,167681272.14,0.09461106736192028,0.10114655003305387,0.10907697804583259,0.11803823052953179,0.12837201690684408,0.14009869596076072,0.10114655003305387,0.09119462647989557,0.09809299257168533,0.08870499892212949,1657805155.837773,51606166.45887584,180913621.9288795,114516802,1890324944.2255285,0,117559122,235047318,351754474,466108375,575442351,1772321957.837773,1537274639.837773,1420567483.837773,1306213582.837773,1196879606.837773,1838718777.7666526
Phoenix,1611281.8,0.17394344778487417,0.2981085588652833,0.44821425591341757,0.49672326271561845,0.517264444907441,0.5260679172710598,0.2981085588652833,0.1618769625889036,0.17354472678484573,0.1164788186538899,5405016.904355792,3879516.4251852836,4548726.816991068,3858234,13833260.146532144,0,4363883,5668359,6019429,6148245,6200373,9263250.904355792,3594891.9043557923,3243821.9043557923,3115005.9043557923,3062877.9043557923,9953743.72134686
Posen,7632636.52,0.11315477087528517,0.13848136564346583,0.1896114462014159,0.24075805654076407,0.2915991397352446,0.3077565375177148,0.13848136564346583,0.10719119659676314,0.10826654912201518,0.08814922378420273,55116704.57995762,15381861.984661581,16089110.471373597,12336364,86587677.03599279,0,14198364,27198977,35750551,41277969,42652177,67453068.5799576,40254091.579957604,31702517.579957604,26175099.579957604,24800891.579957604,71205815.0513312
Prospect Heights,47307965.51,0.10358454960433713,0.11379528378433684,0.1257673808553116,0.13799523403025135,0.15064661257848494,0.1647828953171668,0.11379528378433684,0.09940017397385184,0.11348763555206166,0.09916535740440016,415728701.02118963,1126979.15815284,60205732.67954816,40980004,477061412.85889065,0,41010000,80554211,113885521,142675985,169616010,456708705.0211897,376154494.0211897,342823184.0211897,314032720.0211897,287092695.0211897,475934433.70073783
Richton Park,27056970.3,0.15739737390538144,0.187425921885128,0.2287794000727551,0.27860025170422487,0.33368987526456473,0.37735858596561817,0.187425921885128,0.1497148006745915,0.16273008539527467,0.13352792371739755,144360876.16836172,21908134.47142298,36362540.47505304,27541422,202631551.11483777,0,27749350,53635661,74784761,90818117,100201345,171902298.16836175,118266637.16836175,97117537.16836175,81084181.16836175,71700953.16836175,180723416.6434148
River Forest,61661342.48,0.09831111480401204,0.10357,0.10954951368587358,0.11599225802551183,0.12297173818888431,0.13051558364751112,0.10357,0.09598595128393397,0.10222805903775903,0.09483225086437228,595359104.7600657,7815239.548131699,47040555.34853613,31847113,650214899.6567335,0,32257497,64343450,95607441,125779277,154761926,627206217.7600657,562862767.7600657,531598776.7600657,501426940.7600657,472444291.7600657,642399660.1086018
River Grove,27917026.99,0.11717215522468882,0.12968278882019554,0.14569422889273692,0.16384468349876524,0.18420254232634833,0.2078710817451475,0.12968278882019554,0.11215801472270659,0.11932424738404881,0.10432538037736584,215271642.78296638,18687737.66171538,33636355.981281966,22984852,267595736.42596373,0,23549839,46642680,67869355,86700351,103956780,238256494.78296638,191613814.78296638,170387139.78296638,151556143.78296638,134299714.78296638,248907998.76424834
Riverdale,29466293.34,0.24915061656672657,0.3065485297222394,0.37445578639990235,0.38362218499999245,0.38605243314129134,0.3866144149023134,0.3065485297222394,0.23886912987755832,0.3065485297222394,0.23886912987755832,96122768.44615474,0,27234709.161370758,22144221,123357477.6075255,0,23143617,39576008,41456277,41939810,42050759,118266989.44615474,78690981.44615474,76810712.44615474,76327179.44615474,76216230.44615474,123357477.6075255
Riverside,39140544.67,0.1132365257245071,0.1225567500904567,0.13372375635476838,0.14682434548810652,0.16230123364659657,0.1810918946163182,0.1225567500904567,0.1088638094618864,0.1225567500904567,0.1088638094618864,319366698.62011796,0,40170092.01279891,26286300,359536790.63291687,0,26490000,52955981,79072245,104493127,129516629,345652998.62011796,292697017.62011796,266580753.62011796,241159871.62011796,216136369.62011796,359536790.63291687
Robbins,6690817.32,0.12808647799710896,0.1496406449974051,0.1711437948919857,0.1777629549822655,0.18034531652124822,0.1813192345169473,0.1496406449974051,0.12255210123923652,0.14154741709134097,0.11707012566181155,44712566.696809046,2556521.3408935135,9883129.764883738,7524152,57152217.802586295,0,8575429,13142007,14597733,15136685,15335960,52236718.69680904,39094711.69680904,37638985.69680904,37100033.69680904,36900758.69680904,54595696.46169278
Rolling Meadows,96495893.87,0.10301003411363208,0.11043197658602118,0.11907890907412935,0.12853902362329134,0.13811501497469278,0.14873717610750953,0.11043197658602118,0.10002685694024045,0.10561471278172199,0.0960582994282793,873803918.5129894,39855659.101275235,90895931.32483989,62958162,1004555508.9391046,0,63284131,126409562,186049253,238098768,287994258,936762080.5129895,810352518.5129895,750712827.5129895,698663312.5129895,648767822.5129895,964699849.8378294
Roselle,10575003.08,0.09533932414359396,0.10485911060239529,0.11694226319378179,0.1318521733699252,0.15061755972293983,0.17137181697828704,0.10485911060239529,0.09197033604349465,0.10286511026708525,0.09043280206468297,100849635.47038168,1954931.1367255857,14133124.568669012,10070000,116937691.17577627,0,10250000,20490369,30716156,40708678,49211688,110919635.47038168,90429266.47038168,80203479.47038168,70210957.47038168,61707947.47038168,114982760.03905068
Rosemont,64649664.22,0.10349751837687764,0.10430571518303909,0.10537536206024097,0.10630178192498382,0.10711638961849956,0.10775528498655118,0.10430571518303909,0.10311721356597373,0.07543520337809219,0.07481160704559581,619809414.1490775,237213054.47166035,7143758.694732594,4840000,864166227.3154705,0,5590000,11131577,16478384,21103454,24681958,624649414.1490775,613517837.1490775,608171030.1490775,603545960.1490775,599967456.1490775,626953172.8438101
Sauk Village,11856590.87,0.13709996294750615,0.17076320468871806,0.2013120631849182,0.21292415043038257,0.22214070432178726,0.22838590163734637,0.17076320468871806,0.13242987783192142,0.1068375209894237,0.09045589792737015,69432937.21626517,41544842.50190832,20098149.454737104,17048420,131075929.17291059,0,17104647,27584783,30796782,33107119,34566634,86481357.21626517,58896574.21626517,55684575.21626517,53374238.21626517,51914723.21626517,89531086.67100227
Schaumburg,369684365.71,0.09601302013049766,0.10114151163437841,0.1065913391008999,0.1127177916728966,0.11916401472534612,0.12511820964274653,0.10114151163437841,0.09374048388536735,0.09602504716697349,0.08932908751227903,3655120036.6313562,194754309.8729779,288580170.4432813,195236563,4138454516.9476156,0,191109296,382116414,570622671,748041135,895675848,3850356599.6313567,3468240185.6313567,3279733928.6313567,3102315464.6313567,2954680751.6313567,3943700207.074638
Schiller Park,46866444.84,0.11976823521578041,0.12766010161572863,0.13714604886700513,0.1466720165736824,0.15592395773334577,0.1655634263813783,0.12766010161572863,0.11584888965771464,0.12381593057721958,0.1126742990196569,367118968.6271229,11398114.122346675,37429102.38564975,24190503,415946185.1351193,0,24920000,49582931,71777185,90737029,108237021,391309471.6271229,341726540.6271229,319532286.6271229,300572442.6271229,283072450.6271229,404548071.0127726
Skokie,261876689.1,0.09388368255382712,0.0994459491327355,0.10722873169578606,0.11525931143652304,0.12410693758942117,0.13307765999391283,0.0994459491327355,0.09056541353528674,0.09701248191213345,0.08854273850817847,2633357028.454322,66055293.94340881,258218009.7137061,156016822,2957630332.111437,0,174032317,347148852,517308489,679284808,821525234,2789373850.454322,2442224998.454322,2272065361.454322,2110089042.4543219,1967848616.4543219,2891575038.168028
South Barrington,38588220.69,0.08347728980092675,0.08609596544009447,0.08888425719683382,0.09185919612728377,0.0950401723495782,0.09844935815338306,0.08609596544009447,0.08258679184909705,0.08609596544009447,0.08258679184909705,448200104.2993085,0,19044352.423366554,14060000,467244456.722675,0,14060000,28120000,42180000,56240000,70300000,462260104.2993085,434140104.2993085,420080104.2993085,406020104.2993085,391960104.2993085,467244456.722675
South Chicago Heights,9127661.5,0.12004520349349235,0.13618063780887005,0.15771581618633118,0.17377894447886924,0.1797586704561069,0.18207687794818464,0.13618063780887005,0.11569648226916557,0.12449832598483004,0.10715410248079031,67026132.69303895,6289403.301494771,11867030.875795221,9009071,85182566.87032893,0,9594666,18161100,23510650,25257895,25904393,76035203.69303894,57874103.69303894,52524553.69303894,50777308.69303894,50130810.69303894,78893163.56883416
South Holland,77159767.86,0.16875435358168875,0.1950306065151225,0.23084091232882215,0.2789942397593798,0.3334059472740251,0.3619908245957825,0.1950306065151225,0.15810738738123187,0.18732555683147092,0.15300545478920063,395629020.6892071,16272959.82601681,92392248.51278624,61602252,504294229.02801013,0,62097719,122976105,180667255,225802384,244077340,457231272.6892071,334255167.6892071,276564017.6892071,231428888.68920708,213153932.68920708,488021269.20199335
Steger,6579321.75,0.10472162230703896,0.12667921780130093,0.1696288472074696,0.2007794907667678,0.2203593379606762,0.23521197580844994,0.12667921780130093,0.09824992164226738,0.1221564192836106,0.0955073708673875,51936867.500396214,1922944.2768693443,15028292.776836587,10889907,68888104.55410215,0,14231785,24040201,30057881,32969534,34854892,62826774.50039622,38786573.50039622,32768893.500396222,29857240.500396222,27971882.500396222,66965160.27723281
Stickney,15989321.03,0.11065803182230793,0.12426151750080364,0.14390836461882897,0.1678473736135928,0.1981639434835736,0.23381217483720612,0.12426151750080364,0.10417718146689312,0.11585234440061831,0.09820130416863067,128674760.71098675,9339891.583910285,24807228.385457642,15818330,162821880.68035468,0,16796836,33385435,49232017,63805753,76107768,144493090.71098676,111107655.71098676,95261073.71098676,80687337.71098676,68385322.71098676,153481989.0964444
Stone Park,8556694.92,0.14864497607301905,0.16374994634687068,0.1844045831237815,0.20585802322327099,0.22779285913742947,0.24823200620106023,0.16374994634687068,0.14114945008273128,0.16004631727829538,0.13838899067842084,52254642.58702349,1209223.7831176834,8366882.434750975,5310000,61830748.804892145,0,5639981,11162895,15998641,20001152,23094088,57564642.58702349,46401747.58702349,41566001.58702349,37563490.58702349,34470554.58702349,60621525.02177446
Streamwood,96395215.38,0.10778807980869269,0.12155005467191735,0.1393088876860762,0.16279853947930514,0.19438975435359707,0.23096148832570854,0.12155005467191735,0.10360538545036847,0.12051774784516407,0.10285444065587418,793049543.582566,6792945.2087475145,137357837.85782763,101253570,937200326.6491412,0,101273035,202350023,302189599,398416817,476938227,894303113.582566,691953090.582566,592113514.582566,495886296.582566,417364886.582566,930407381.4403937
Summit,22524739.66,0.12544794967396425,0.13801917945233397,0.15439648652187876,0.17282868021345507,0.19167969939580934,0.20783443267062038,0.13801917945233397,0.11955799409388711,0.12653469528424138,0.11084333071975075,163200069.36267215,14812290.088635044,25200044.161411062,16354397,203212403.61271825,0,16896461,33665527,49224595,62042076,71176180,179554466.36267215,145888939.36267215,130329871.36267215,117512390.36267215,108378286.36267215,188400113.5240832
Thornton,10569592.89,0.17932647252339384,0.20400482189755684,0.23704978934051243,0.2666840265506759,0.27107912679138096,0.2721992185105946,0.20400482189755684,0.17128320303850136,0.20030363147685828,0.16866649202681455,51810505.22084048,957349.3211334121,9897780.836982414,7130000,62665635.3789563,0,7213756,14352434,19307112,19949702,20110148,58940505.22084048,44588071.22084048,39633393.22084048,38990803.22084048,38830357.22084048,61708286.05782289
Tinley Park,151971909.71,0.11282356171116464,0.12718843618548775,0.14570084511962286,0.16991648240806506,0.20152837472669158,0.24095867602009524,0.12718843618548775,0.10695263355699866,0.12465503620147256,0.1051555430089039,1194856342.8232484,24283407.49038354,226070890.6235939,152131001,1445210640.9372258,0,152131623,303946656,452595537,592890508,716290362,1346987343.8232484,1043040687.8232484,894391806.8232484,754096835.8232484,630696981.8232484,1420927233.4468422
University Park,619608.36,0.20926410421703875,0.2099732596922656,0.21068723789158583,0.21140608817940287,0.21212986059613836,0.2128193450528639,0.2099732596922656,0.20926410571694473,0.2099732596922656,0.20926410571694473,2950891.751207229,0,9999.978777730477,10000,2960891.7299849596,0,10000,20000,30000,40000,49463,2960891.751207229,2940891.751207229,2930891.751207229,2920891.751207229,2911428.751207229,2960891.7299849596
Westchester,54069539.59,0.08651779846260722,0.09523262263842547,0.10658947780252531,0.1205029609365505,0.13820234974246942,0.16089048199511677,0.09523262263842547,0.08160111986850041,0.09453676463941482,0.0810896785140623,567762790.6488365,4179138.9933909504,94845022.54211792,57190000,666786952.1843454,0,58897079,117683774,176253944,233718201,288888538,624952790.6488365,507269016.6488365,448698846.6488365,391234589.6488365,336064252.6488365,662607813.1909544
Western Springs,62892452.71,0.07652564266037026,0.08024063095506587,0.0846291634022671,0.08935507508561744,0.0946184366122461,0.10051453720608493,0.08024063095506587,0.075056039643881,0.07934641164005182,0.07427307978342206,783798082.8592846,8833258.748275429,54141848.53606122,38050000,846773190.1436213,0,39350000,78694657,117999391,157152544,196143041,821848082.8592848,743153425.8592848,703848691.8592848,664695538.8592848,625705041.8592848,837939931.3953459
Wheeling,129663803.61,0.11349855620077569,0.12229093705812527,0.1324495592867628,0.14390330294142792,0.15610122471652677,0.1675993164011641,0.12229093705812527,0.1097599354057017,0.10994268033123053,0.09970864725054898,1060289558.0755129,119086851.69869423,121050455.75310643,82137341,1300426865.5273135,0,82230000,163459477,241378758,311787653,368773364,1142426899.075513,978967422.0755129,901048141.0755129,830639246.0755129,773653535.0755129,1181340013.8286192
