tax_code,class,av,eav,pins_in_class,parcel_count_in_class,final_tax_to_dist,final_tax_to_tif,tax_amt_exe,tax_amt_pre_exe,tax_amt_post_exe,rpm_tif_to_cps,rpm_tif_to_rpm,rpm_tif_to_dist,tif_share,total_bill
39044,528,187740,563727,1,1,84542.12,0,0,84542.12,84542.12,0,0,0,0,84542.12
39044,530,100598,302066,2,2,45300.83,0,0,45300.83,45300.83,0,0,0,0,45300.83
39044,532,200000,600540,1,1,90062.98,0,0,90062.98,90062.98,0,0,0,0,90062.98
39044,580,172559,518142,11,11,77705.78,0,0,77705.78,77705.78,0,0,0,0,77705.78
39044,583,134566,404061,2,2,60597.03999999999,0,0,60597.03999999999,60597.03999999999,0,0,0,0,60597.03999999999
39044,590,325456,977247,39,39,146557.67,0,0,146557.67,146557.67,0,0,0,0,146557.67
39044,592,442791,1329569,9,9,199395.43000000002,0,0,199395.43000000002,199395.43000000002,0,0,0,0,199395.43000000002
39044,593,1986502,5964867,18,18,894551.12,0,0,894551.12,894551.12,0,0,0,0,894551.12
39044,597,1234239,3706050,6,6,555796.29,0,0,555796.29,555796.29,0,0,0,0,555796.29
39044,663,189744,569745,3,3,85444.69,0,0,85444.69,85444.69,0,0,0,0,85444.69
39044,670,53889,161812,2,2,24266.96,0,0,24266.96,24266.96,0,0,0,0,24266.96
39045,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0
39045,100,10985,32986,5,5,4148.3,0,0,4148.3,4148.3,0,0,0,0,4148.3
39045,190,9363,28114,1,1,3535.63,0,0,3535.63,3535.63,0,0,0,0,3535.63
39045,201,420,1261,1,1,158.6,0,0,158.6,158.6,0,0,0,0,158.6
39045,205,14877,44671,1,1,5617.820000000001,0,0,5617.820000000001,5617.820000000001,0,0,0,0,5617.820000000001
39045,211,831137,2495656,19,19,311338.49,0,2515.199872567936,313853.69,311338.49,0,0,0,0,311338.49
39045,290,60626,182042,2,2,22893.61,0,0,22893.61,22893.61,0,0,0,0,22893.61
39045,295,155549,467067,11,11,49557.78,0,9180.479534872966,58738.26,49557.78,0,0,0,0,49557.78
39045,299,980968,2945559,132,14,217146.69,0,153286.46679377393,370433.12,217146.69,0,0,0,0,217146.69
39045,314,727935,2185770,1,1,274882.42,0,0,274882.42,274882.42,0,0,0,0,274882.42
39045,315,828530,2487828,9,9,312869.21,0,0,312869.21,312869.21,0,0,0,0,312869.21
39045,390,1820,5465,1,1,687.27,0,0,687.27,687.27,0,0,0,0,687.27
39045,517,2666062,8005385,5,5,1006757.14,0,0,1006757.14,1006757.14,0,0,0,0,1006757.14
39045,523,120203,360934,1,1,45391.07,0,0,45391.07,45391.07,0,0,0,0,45391.07
39045,531,3904415,11723787,1,1,1474383.38,0,0,1474383.38,1474383.38,0,0,0,0,1474383.38
39045,580,44234,132822,2,2,16703.71,0,0,16703.71,16703.71,0,0,0,0,16703.71
39045,590,205772,617871,7,7,77703.45,0,0,77703.45,77703.45,0,0,0,0,77703.45
39045,593,1645553,4941103,12,12,621393,0,0,621393,621393,0,0,0,0,621393
39048,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0
39048,100,5243,15743,1,1,1977.6499999999999,0,0,1977.6499999999999,1977.6499999999999,0,0,0,0,1977.6499999999999
39048,201,2741,8230,1,1,1033.85,0,0,1033.85,1033.85,0,0,0,0,1033.85
39048,202,9830,29517,1,1,1195.51,0,2512.399486026657,3707.91,1195.51,0,0,0,0,1195.51
39048,203,86807,260655,6,6,26462.43,0,6280.998715066643,32743.43,26462.43,0,0,0,0,26462.43
39048,205,88039,264355,5,5,28183.52,0,5024.798972053314,33208.32,28183.52,0,0,0,0,28183.52
39048,210,17586470,52806869,1499,1499,4606748.69,0,2026848.5134180961,6633597.62,4606748.69,0,0,0,0,4606748.69
39048,211,68510,205715,2,2,25841.89,0,0,25841.89,25841.89,0,0,0,0,25841.89
39048,213,858410,2577555,96,96,102471.51,0,221321.03932331724,323792.52,102471.51,0,0,0,0,102471.51
39048,241,315,946,1,1,118.82,0,0,118.82,118.82,0,0,0,0,118.82
39048,278,26387,79232,1,1,8696.91,0,1256.1997430133285,9953.109999999999,8696.91,0,0,0,0,8696.91
39048,295,326733,981080,34,34,82291.33,0,40952.11162223451,123243.45,82291.33,0,0,0,0,82291.33
39048,517,756556,2271710,5,5,285372.17,0,0,285372.17,285372.17,0,0,0,0,285372.17
39048,522,80707,242339,1,1,30442.6,0,0,30442.6,30442.6,0,0,0,0,30442.6
39048,523,344189,1033497,2,2,129827.88,0,0,129827.88,129827.88,0,0,0,0,129827.88
39048,531,1020774,3065078,4,4,385035.08999999997,0,0,385035.08999999997,385035.08999999997,0,0,0,0,385035.08999999997
39048,590,170465,511855,4,4,64299.18,0,0,64299.18,64299.18,0,0,0,0,64299.18
39048,597,83422,250491,1,1,31466.65,0,0,31466.65,31466.65,0,0,0,0,31466.65
39053,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
39055,100,252,757,1,1,102.49,0,0,102.49,102.49,0,0,0,0,102.49
39055,202,136501,409870,11,11,39811.83,0,15684.59985353042,55496.41,39811.83,0,0,0,0,39811.83
39055,203,192767,578821,12,12,51520.880000000005,0,26851.44352207223,78372.33,51520.880000000005,0,0,0,0,51520.880000000005
39055,204,20044,60186,1,1,5711.99,0,2437.1998840075244,8149.19,5711.99,0,0,0,0,5711.99
39055,205,37736,113310,2,2,10094.34,0,5247.832950242424,15342.18,10094.34,0,0,0,0,10094.34
39055,234,107589,323058,5,5,37242.84,0,6499.199690686732,43742.04,37242.84,0,0,0,0,37242.84
39055,299,1304408,3916752,143,2,348286.89999999997,0,182041.5001361869,530328.35,348286.89999999997,0,0,0,0,348286.89999999997
39055,315,145600,437193,1,1,59195.92,0,0,59195.92,59195.92,0,0,0,0,59195.92
39055,318,67370,202292,1,1,27390.36,0,0,27390.36,27390.36,0,0,0,0,27390.36
39055,390,19073,57270,2,2,7754.37,0,0,7754.37,7754.37,0,0,0,0,7754.37
39055,517,547872,1645096,4,4,222746,0,0,222746,222746,0,0,0,0,222746
39055,523,208139,624979,1,1,84622.17,0,0,84622.17,84622.17,0,0,0,0,84622.17
39055,592,420546,1262773,1,1,170979.46,0,0,170979.46,170979.46,0,0,0,0,170979.46
39055,597,2374996,7131400,2,2,965591.53,0,0,965591.53,965591.53,0,0,0,0,965591.53
39061,100,134428,403647,1,1,44990.479999999996,0,0,44990.479999999996,44990.479999999996,0,0,0,0,44990.479999999996
39061,915,251997,756671,1,1,84338.56,0,0,84338.56,84338.56,0,0,0,0,84338.56
39068,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
39068,100,2387,7167,1,1,925.98,0,0,925.98,925.98,0,0,0,0,925.98
39068,202,690852,2074422,54,54,192656.36,0,75358.99784052956,268015.38,192656.36,0,0,0,0,192656.36
39068,203,7529341,22608346,456,456,2089064.99,0,831933.3669286232,2920998.47,2089064.99,0,0,0,0,2089064.99
39068,204,702192,2108473,39,39,209977.27,0,62437.44794797984,272414.75,209977.27,0,0,0,0,209977.27
39068,205,202584,608299,9,9,67222.6,0,11369.599553497328,78592.2,67222.6,0,0,0,0,67222.6
39068,206,103983,312230,4,4,36464.130000000005,0,3875.99984778318,40340.130000000005,36464.130000000005,0,0,0,0,36464.130000000005
39068,207,192307,577441,8,8,55088.01,0,19517.33883352235,74605.35,55088.01,0,0,0,0,55088.01
39068,211,369460,1109378,6,6,142039.62,0,1291.99994926106,143331.62,142039.62,0,0,0,0,142039.62
39068,212,48533,145730,1,1,17536.329999999998,0,1291.99994926106,18828.33,17536.329999999998,0,0,0,0,17536.329999999998
39068,234,68733,206385,3,3,24339.34,0,2325.599908669908,26664.94,24339.34,0,0,0,0,24339.34
39068,278,269220,808386,11,11,85826.83,0,18616.685668892467,104443.5,85826.83,0,0,0,0,85826.83
39068,315,355805,1068375,4,4,138034.05,0,0,138034.05,138034.05,0,0,0,0,138034.05
39068,517,841483,2526721,8,8,326452.38,0,0,326452.38,326452.38,0,0,0,0,326452.38
39068,522,74501,223704,1,1,28902.54,0,0,28902.54,28902.54,0,0,0,0,28902.54
39068,528,239854,720210,1,1,93051.13,0,0,93051.13,93051.13,0,0,0,0,93051.13
39068,590,153173,459932,7,7,59423.2,0,0,59423.2,59423.2,0,0,0,0,59423.2
39073,0,0,0,70,70,0,0,0,0,0,0,0,0,0,0
39073,100,165515,496994,66,66,57064.3,0,0,57064.3,57064.3,0,0,0,0,57064.3
39073,201,13835,41542,2,2,4769.88,0,0,4769.88,4769.88,0,0,0,0,4769.88
39073,202,281959,846638,16,16,74062.09,0,23148.859208798785,97210.92,74062.09,0,0,0,0,74062.09
39073,203,7833806,23522567,374,374,2053363.03,0,647498.0831750534,2700861.28,2053363.03,0,0,0,0,2053363.03
39073,204,11315203,33976152,356,356,3290937.5100000002,0,610203.859851939,3901141.35,3290937.5100000002,0,0,0,0,3290937.5100000002
39073,205,1440762,4326180,58,58,394906.02999999997,0,101825.93105995852,496731.94,394906.02999999997,0,0,0,0,394906.02999999997
39073,206,1540360,4625240,49,49,467632.02,0,63438.04728367308,531070.05,467632.02,0,0,0,0,467632.02
39073,207,706472,2121325,27,27,202133.57,0,41437.04356572475,243570.6,202133.57,0,0,0,0,202133.57
39073,208,4208162,12635846,92,92,1333777,0,117070.69662719934,1450847.7,1333777,0,0,0,0,1333777
39073,209,526302,1580328,8,8,175252.97999999998,0,6200.279734512844,181453.26,175252.97999999998,0,0,0,0,175252.97999999998
39073,212,41609,124939,1,1,12049.1,0,2296.399901671424,14345.5,12049.1,0,0,0,0,12049.1
39073,234,10979455,32968015,422,422,3077421.2600000002,0,707966.0816458997,3785387.35,3077421.2600000002,0,0,0,0,3077421.2600000002
39073,241,58615,176004,13,13,20208.73,0,0,20208.73,20208.73,0,0,0,0,20208.73
39073,278,11148591,33475875,307,307,3391031.78,0,452667.9560974022,3843699.7,3391031.78,0,0,0,0,3391031.78
39073,290,24569,73773,3,3,8470.62,0,0,8470.62,8470.62,0,0,0,0,8470.62
39073,295,4609316,13840386,168,168,1255424.21,0,333729.13815019315,1589153.3,1255424.21,0,0,0,0,1255424.21
39073,299,14535430,43645543,696,11,3886489.6799999997,0,1124889.7695338207,5011379.43,3886489.6799999997,0,0,0,0,3886489.6799999997
39073,517,5090281,15284586,30,30,1754976.11,0,0,1754976.11,1754976.11,0,0,0,0,1754976.11
39073,522,82467,247624,1,1,28432.19,0,0,28432.19,28432.19,0,0,0,0,28432.19
39073,523,910277,2733289,5,5,313836.19,0,0,313836.19,313836.19,0,0,0,0,313836.19
39073,528,1119016,3360070,5,5,385803.22,0,0,385803.22,385803.22,0,0,0,0,385803.22
39073,530,1127816,3386493,1,1,388837.1,0,0,388837.1,388837.1,0,0,0,0,388837.1
39073,531,872184,2618907,1,1,300702.88,0,0,300702.88,300702.88,0,0,0,0,300702.88
39073,590,126364,379433,7,7,43566.48,0,0,43566.48,43566.48,0,0,0,0,43566.48
39073,592,1953686,5866334,20,20,673572.5,0,0,673572.5,673572.5,0,0,0,0,673572.5
39073,597,2400592,7208257,3,3,827652.02,0,0,827652.02,827652.02,0,0,0,0,827652.02
39073,599,741904,2227714,17,2,255786.06,0,0,255786.06,255786.06,0,0,0,0,255786.06
39074,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39075,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39076,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39077,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
39077,100,16377,49175,2,2,5573.5,0,0,5573.5,5573.5,0,0,0,0,5573.5
39077,202,203313,610487,16,16,48908.840000000004,0,20283.779033359202,69192.62,48908.840000000004,0,0,0,0,48908.840000000004
39077,203,3092858,9286927,170,170,783224.59,0,269355.6738706727,1052580.24,783224.59,0,0,0,0,783224.59
39077,204,454099,1363523,23,23,124389.11,0,30152.519159824034,154541.63,124389.11,0,0,0,0,124389.11
39077,205,208460,625942,10,10,57317.43,0,13626.867711834653,70944.31,57317.43,0,0,0,0,57317.43
39077,206,134373,403481,5,5,38275.5,0,7455.051572932181,45730.560000000005,38275.5,0,0,0,0,38275.5
39077,207,203051,609701,8,8,54318.86,0,14784.635770359071,69103.48,54318.86,0,0,0,0,54318.86
39077,208,40184,120660,1,1,8221.02,0,5454.600644595812,13675.619999999999,8221.02,0,0,0,0,8221.02
39077,234,626097,1879981,31,31,152901.08,0,60176.05740426864,213077.11000000002,152901.08,0,0,0,0,152901.08
39077,278,283423,851033,10,10,86028.79000000001,0,10427.27962645586,96456.07,86028.79000000001,0,0,0,0,86028.79000000001
39077,517,442897,1329887,2,2,150729.41,0,0,150729.41,150729.41,0,0,0,0,150729.41
39077,523,178894,537165,2,2,60882.28,0,0,60882.28,60882.28,0,0,0,0,60882.28
39078,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
39078,241,2507,7528,1,1,664.72,0,0,664.72,664.72,0,0,0,0,664.72
39079,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0
39079,211,550218,1652140,13,13,146562.4,0,2526.719829955392,149089.12,146562.4,0,0,0,0,146562.4
39079,290,80411,241450,2,2,21788.43,0,0,21788.43,21788.43,0,0,0,0,21788.43
39079,295,65475,196601,6,6,14131.69,0,3609.599757079132,17741.29,14131.69,0,0,0,0,14131.69
39079,299,2207696,6629039,349,21,336782.63,0,261421.29184672332,598203.9,336782.63,0,0,0,0,336782.63
39079,314,110932,333095,2,2,30058.5,0,0,30058.5,30058.5,0,0,0,0,30058.5
39079,315,839179,2519803,10,10,227387.11,0,0,227387.11,227387.11,0,0,0,0,227387.11
39079,528,216801,650988,1,1,58745.15,0,0,58745.15,58745.15,0,0,0,0,58745.15
39079,590,27752,83331,1,1,7519.780000000001,0,0,7519.780000000001,7519.780000000001,0,0,0,0,7519.780000000001
39081,517,174709,524599,1,1,67904.1,0,0,67904.1,67904.1,0,0,0,0,67904.1
39081,531,3559626,10688489,1,1,1383517.96,0,0,1383517.96,1383517.96,0,0,0,0,1383517.96
39081,590,93494,280734,1,1,36338.21,0,0,36338.21,36338.21,0,0,0,0,36338.21
39082,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0
39082,100,68,204,7,7,29.189999999999998,0,0,29.189999999999998,29.189999999999998,0,0,0,0,29.189999999999998
39082,295,866771,2602648,78,78,284836.52,0,88278.93328972743,373115.54000000004,284836.52,0,0,0,0,284836.52
39082,397,288790,867150,1,1,124314.62,0,0,124314.62,124314.62,0,0,0,0,124314.62
39084,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0
39084,203,14700,44140,1,1,4481.57,0,1312.699410652932,5794.27,4481.57,0,0,0,0,4481.57
39084,290,6,18,3,3,2.34,0,0,2.34,2.34,0,0,0,0,2.34
39084,299,324411,974113,60,5,89575.97,0,38296.16752662438,127872.18,89575.97,0,0,0,0,89575.97
39084,314,58675,176183,1,1,23127.53,0,0,23127.53,23127.53,0,0,0,0,23127.53
39084,315,327694,983967,5,5,129165.28,0,0,129165.28,129165.28,0,0,0,0,129165.28
39085,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
39085,212,154933,465217,3,3,53416.18,0,0,53416.18,53416.18,0,0,0,0,53416.18
39085,517,1154176,3465643,11,11,397925.07,0,0,397925.07,397925.07,0,0,0,0,397925.07
39085,592,203482,610995,2,2,70154.45,0,0,70154.45,70154.45,0,0,0,0,70154.45
39085,597,1,3,1,1,0.33,0,0,0.33,0.33,0,0,0,0,0.33
39087,203,16474,49466,1,1,3765.45,0,954.099931931942,4719.55,3765.45,0,0,0,0,3765.45
39087,517,41032,123207,1,1,11755.17,0,0,11755.17,11755.17,0,0,0,0,11755.17
39094,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39094,100,10,30,10,10,3.4000000000000004,0,0,3.4000000000000004,3.4000000000000004,0,0,0,0,3.4000000000000004
39094,211,1570356,4715307,50,50,544113.08,0,6776.139731686261,550889.22,544113.08,0,0,0,0,544113.08
39094,241,231,694,2,2,81.07000000000001,0,0,81.07000000000001,81.07000000000001,0,0,0,0,81.07000000000001
39094,290,144252,433146,2,2,50604.44,0,0,50604.44,50604.44,0,0,0,0,50604.44
39094,295,401682,1206131,23,23,109114.19,0,31798.087160896146,140912.29,109114.19,0,0,0,0,109114.19
39094,297,5,15,1,1,1.74,0,0,1.74,1.74,0,0,0,0,1.74
39094,299,2607555,7829718,419,10,643408.94,0,271336.4959559315,914745.48,643408.94,0,0,0,0,643408.94
39094,399,93181,279795,17,1,32688.28,0,0,32688.28,32688.28,0,0,0,0,32688.28
39097,201,971,2916,1,1,449.67,0,0,449.67,449.67,0,0,0,0,449.67
39097,202,2476,7435,1,1,1146.54,0,0,1146.54,1146.54,0,0,0,0,1146.54
39097,522,25570,76779,2,2,11840.05,0,0,11840.05,11840.05,0,0,0,0,11840.05
39097,580,13706,41156,5,5,6346.64,0,0,6346.64,6346.64,0,0,0,0,6346.64
39097,590,8373,25141,2,2,3876.99,0,0,3876.99,3876.99,0,0,0,0,3876.99
39100,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39104,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0
39104,100,387961,1164929,7,7,134421.09,0,0,134421.09,134421.09,0,0,0,0,134421.09
39104,203,78942,237039,4,4,21582.440000000002,0,5769.499762327927,27351.94,21582.440000000002,0,0,0,0,21582.440000000002
39104,204,189285,568366,7,7,57737.24,0,7846.51967676598,65583.76,57737.24,0,0,0,0,57737.24
39104,207,195319,586484,9,9,55443.06,0,12231.339496135204,67674.4,55443.06,0,0,0,0,55443.06
39104,234,3305382,9925068,154,154,887832.59,0,257420.88642565676,1145253.51,887832.59,0,0,0,0,887832.59
39104,278,1289856,3873052,51,51,364908.24,0,82003.28480190977,446911.55,364908.24,0,0,0,0,364908.24
39104,299,240362,721744,41,1,52863.21,0,30418.533596921527,83281.81,52863.21,0,0,0,0,52863.21
39104,522,500978,1504287,1,1,173579.67,0,0,173579.67,173579.67,0,0,0,0,173579.67
39104,580,8477,25454,1,1,2937.13,0,0,2937.13,2937.13,0,0,0,0,2937.13
39104,589,1358344,4078701,32,4,470641.33,0,0,470641.33,470641.33,0,0,0,0,470641.33
39104,593,3699012,11107024,6,6,1281639.44,0,0,1281639.44,1281639.44,0,0,0,0,1281639.44
39104,599,268125,805099,7,1,92900.35,0,0,92900.35,92900.35,0,0,0,0,92900.35
39104,663,85000,255230,1,1,29451,0,0,29451,29451,0,0,0,0,29451
39104,670,86954,261097,1,1,30127.98,0,0,30127.98,30127.98,0,0,0,0,30127.98
39118,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39119,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39120,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39121,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39122,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39123,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39124,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39132,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39133,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39134,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39135,593,852045,2558436,2,2,307.19,410296.11,0,410603.3,410603.3,0,0,0,0.9992518867,410603.3
39136,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39137,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
39137,100,49314,148075,2,2,17219.620000000003,0,0,17219.620000000003,17219.620000000003,0,0,0,0,17219.620000000003
39137,204,312002,936847,13,13,79470.84,0,29475.095128645567,108945.93,79470.84,0,0,0,0,79470.84
39137,234,86383,259381,4,4,23651.2,0,6512.239811901397,30163.440000000002,23651.2,0,0,0,0,23651.2
39137,278,243217,730308,7,7,77019.72,0,7907.719771594553,84927.44,77019.72,0,0,0,0,77019.72
39137,295,1149087,3450364,55,55,289349.14,0,111893.76960807637,401242.94,289349.14,0,0,0,0,289349.14
39137,299,1022652,3070725,148,1,258378.8,0,98716.71750868045,357095.52999999997,258378.8,0,0,0,0,258378.8
39137,597,350000,1050945,1,1,122214.37,0,0,122214.37,122214.37,0,0,0,0,122214.37
39139,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39140,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39142,0,0,0,13,13,0,0,0,0,0,0,0,0,0.454595194926,0
39142,203,29924,89852,2,2,4711.7,3927.1800000000003,2801.0398959934832,11439.92,8638.88,0,0,0,0.454595194926,8638.880000000001
39142,211,116848,350860,3,3,24364.03,20307.46,0,44671.49,44671.49,0,0,0,0.454595194926,44671.49
39142,212,240407,721871,8,8,49433.06,41202.41,1273.1999527243106,91908.63,90635.47,0,0,0,0.454595194926,90635.47
39142,290,6545,19653,1,1,1364.7,1137.5,0,2502.2000000000003,2502.2000000000003,0,0,0,0.454595194926,2502.2
39142,517,7155092,21484591,89,89,1491910.14,1243507.9,0,2735418.04,2735418.04,0,0,0,0.454595194926,2735418.04
39142,522,177818,533934,6,6,37076.88,30903.58,0,67980.45999999999,67980.45999999999,0,0,0,0.454595194926,67980.45999999999
39142,523,206597,620349,4,4,43077.59,35905.23,0,78982.82,78982.82,0,0,0,0.454595194926,78982.82
39142,528,702266,2108694,7,7,146429.69,122049.23,0,268478.92,268478.92,0,0,0,0.454595194926,268478.92
39142,530,556374,1670624,1,1,116009.70000000001,96694.14,0,212703.84,212703.84,0,0,0,0.454595194926,212703.84000000003
39142,580,32422,97353,3,3,6760.29,5634.7300000000005,0,12395.02,12395.02,0,0,0,0.454595194926,12395.02
39142,590,547705,1644592,42,42,114201.99,95187.46,0,209389.45,209389.45,0,0,0,0.454595194926,209389.45
39142,592,729930,2191762,7,7,152198.01,126857.16,0,279055.17,279055.17,0,0,0,0.454595194926,279055.17000000004
39142,593,252337,757693,5,5,52614.899999999994,43854.48,0,96469.38,96469.38,0,0,0,0.454595194926,96469.38
39142,597,517510,1553928,4,4,107906.23000000001,89939.89,0,197846.12,197846.12,0,0,0,0.454595194926,197846.12
39143,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39143,517,2010706,6037547,2,2,797680.47,0,0,797680.47,797680.47,0,0,0,0,797680.47
39143,530,1170428,3514444,1,1,464328.18,0,0,464328.18,464328.18,0,0,0,0,464328.18
39144,517,6475789,19444852,3,3,602700.21,1588734.5,0,2191434.71,2191434.71,0,0,0,0.724974617569,2191434.71
39144,528,309533,929435,1,1,28808.17,75939.14,0,104747.31,104747.31,0,0,0,0.724974617569,104747.31
39144,580,88506,265757,1,1,8237.22,21713.59,0,29950.81,29950.81,0,0,0,0.724974617569,29950.809999999998
39144,593,301519,905371,1,1,28062.3,73973.01,0,102035.31,102035.31,0,0,0,0.724974617569,102035.31
39145,529,184968,555403,1,1,38136.18,32533.28,0,70669.46,70669.46,0,0,0,0.460358474132,70669.45999999999
39145,590,122820,368792,2,2,25322.73,21602.370000000003,0,46925.1,46925.1,0,0,0,0.460358474132,46925.100000000006
39146,0,0,0,2,2,0,0,0,0,0,0,0,0,0.40606398318,0
39146,517,622574,1869404,5,5,136989.58000000002,93657.51,0,230647.09,230647.09,0,0,0,0.40606398318,230647.09000000003
39146,590,34577,103824,1,1,7608.22,5201.59,0,12809.81,12809.81,0,0,0,0.40606398318,12809.810000000001
39146,597,1371921,4119467,2,2,301873.85000000003,206386,0,508259.85000000003,508259.85000000003,0,0,0,0.40606398318,508259.85000000003
39147,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,NA,0
39148,0,0,0,1,1,0,0,0,0,0,0,0,0,0.738595612152,0
39148,299,774357,2325159,135,1,67114.97,189632.38,30129.88876318999,286877.22,256747.35,0,0,0,0.738595612152,256747.35
39148,517,329432,989186,6,6,31903.28,90142.48999999999,0,122045.77,122045.77,0,0,0,0.738595612152,122045.76999999999
39148,597,417816,1254576,1,1,40462.66,114326.93,0,154789.59,154789.59,0,0,0,0.738595612152,154789.59
39149,0,0,0,2,2,0,0,0,0,0,0,0,0,0.934557315297,0
39149,299,1399726,4202978,165,1,29934.4,427482.92,61147.61998407893,518564.97,457417.32,0,0,0,0.934557315297,457417.32
39149,517,357429,1073252,1,1,8665.78,123752.04,0,132417.82,132417.82,0,0,0,0.934557315297,132417.82
39151,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39152,0,0,0,2,2,0,0,0,0,0,0,0,0,0.808547270605,0
39152,100,28241,84799,2,2,1864.0800000000002,7872.540000000001,0,9736.619999999999,9736.619999999999,0,0,0,0.808547270605,9736.62
39153,0,0,0,2,2,0,0,0,0,0,0,0,0,0.918493719395,0
39153,590,51949,155987,1,1,1738.77,19594.02,0,21332.79,21332.79,0,0,0,0.918493719395,21332.79
39153,767,1512310,4541013,1,1,50617.75,570411.16,0,621028.91,621028.91,0,0,0,0.918493719395,621028.91
39154,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39155,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39156,0,0,0,9,9,0,0,0,0,0,0,0,0,0.283180803062,0
39156,100,4856,14581,1,1,1412.8999999999999,558.17,0,1971.0700000000002,1971.0700000000002,0,0,0,0.283180803062,1971.0699999999997
39156,202,28039,84193,2,2,8158.24,3222.96,0,11381.2,11381.2,0,0,0,0.283180803062,11381.2
39156,205,12763,38323,1,1,3713.48,1467.03,0,5180.51,5180.51,0,0,0,0.283180803062,5180.51
39156,212,98596,296054,1,1,28687.52,11333.060000000001,0,40020.58,40020.58,0,0,0,0.283180803062,40020.58
39156,315,78616,236060,1,1,22874.1,9036.48,0,31910.58,31910.58,0,0,0,0.283180803062,31910.579999999998
39156,399,47850,143678,8,1,13922.2,5500.16,0,19422.36,19422.36,0,0,0,0.283180803062,19422.36
39156,517,94255,283019,1,1,27424.42,10834.07,0,38258.49,38258.49,0,0,0,0.283180803062,38258.49
39156,522,313172,940362,3,3,91120.70000000001,35997.41,0,127118.10999999999,127118.10999999999,0,0,0,0.283180803062,127118.11000000002
39156,590,29746,89319,2,2,8654.95,3419.16,0,12074.11,12074.11,0,0,0,0.283180803062,12074.11
39157,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
39158,590,112033,336401,1,1,41505.159999999996,0,0,41505.159999999996,41505.159999999996,0,0,0,0,41505.159999999996
39158,592,4500008,13512174,1,1,1667131.99,0,0,1667131.99,1667131.99,0,0,0,0,1667131.99
39159,593,239420,718906,1,1,81970.2,7792.4,0,89762.59999999999,89762.59999999999,0,0,0,0.08681107126700001,89762.59999999999
39160,100,18724,56224,24,24,4807.9,2212.26,0,7020.16,7020.16,0,0,0,0.315121246569,7020.16
39160,295,234812,705068,12,12,50672.8,23315.21,14046.749119793587,88034.74,73988.01,0,0,0,0.315121246569,73988.01000000001
39160,299,51488,154604,5,1,12365.64,5689.62,1248.59992175943,19303.86,18055.26,0,0,0,0.315121246569,18055.26
39160,522,49712,149270,1,1,12764.65,5873.19,0,18637.84,18637.84,0,0,0,0.315121246569,18637.84
39160,593,194648,584470,1,1,49980.36,22996.57,0,72976.93000000001,72976.93000000001,0,0,0,0.315121246569,72976.93
39161,100,31963,95975,1,1,12973.9,0,0,12973.9,12973.9,0,0,0,0,12973.9
39161,202,11851,35585,1,1,3458.56,0,1351.79992293961,4810.36,3458.56,0,0,0,0,3458.56
39161,212,96719,290418,2,2,39258.7,0,0,39258.7,39258.7,0,0,0,0,39258.7
39161,241,221,664,1,1,89.78,0,0,89.78,89.78,0,0,0,0,89.78
39161,290,33291,99963,1,1,13512.97,0,0,13512.97,13512.97,0,0,0,0,13512.97
