tax_code,major_class_code,major_class_type,av,eav,pins_in_majorclass,parcel_count_in_majorclass,final_tax_to_dist,final_tax_to_tif,tax_amt_exe,tax_amt_pre_exe,tax_amt_post_exe,rpm_tif_to_cps,rpm_tif_to_rpm,rpm_tif_to_dist,tif_share,total_bill
10041,5B,Industrial,405005,1216109,1,1,100754.63,0,0,100754.63,100754.63,0,0,0,0,100754.63
10041,NA,NA,0,0,16,16,0,0,0,0,0,0,0,0,0,0
10042,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10043,1,Vacant,42802,128521,7,7,11204.380000000001,0,0,11204.380000000001,11204.380000000001,0,0,0,0,11204.380000000001
10043,2,Residential,2112803,6344109,32,32,524836.27,0,28243.092474565972,553079.36,524836.27,0,0,0,0,524836.27
10044,1,Vacant,7409,22247,1,1,1699.6599999999999,0,0,1699.6599999999999,1699.6599999999999,0,0,0,0,1699.6599999999999
10048,1,Vacant,63151,189623,3,3,18482.530000000002,0,0,18482.530000000002,18482.530000000002,0,0,0,0,18482.530000000002
10048,2,Residential,7890,7890,4,4,769.03,0,0,769.03,769.03,0,0,0,0,769.03
10048,5A,Commercial,12249191,36780646,9,9,3585009.45,0,0,3585009.45,3585009.45,0,0,0,0,3585009.45
10053,2,Residential,129417,377337,3,3,31688.75,0,0,31688.75,31688.75,0,0,0,0,31688.75
10054,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10055,1,Vacant,65340,196196,3,3,15727.029999999999,0,0,15727.029999999999,15727.029999999999,0,0,0,0,15727.029999999999
10055,2,Residential,1911257,5738932,32,32,434862.50999999995,0,25170.23834809793,460032.75,434862.50999999995,0,0,0,0,434862.50999999995
10056,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10057,1,Vacant,246007,738686,12,12,65358.950000000004,0,0,65358.950000000004,65358.950000000004,0,0,0,0,65358.950000000004
10057,2,Residential,5203032,15614065,59,59,1335218.4200000002,0,46313.87960508501,1381532.29,1335218.4200000002,0,0,0,0,1335218.4200000002
10057,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10059,1,Vacant,1414478,4247254,11,11,400558.55,0,0,400558.55,400558.55,0,0,0,0,400558.55
10059,2,Residential,21494131,64509846,746,746,5258153.13,0,825770.513578854,6083923.72,5258153.13,0,0,0,0,5258153.13
10059,5A,Commercial,3131686,9403515,9,9,886845.5,0,0,886845.5,886845.5,0,0,0,0,886845.5
10059,5B,Industrial,12202693,36641026,4,4,3455615.0900000003,0,0,3455615.0900000003,3455615.0900000003,0,0,0,0,3455615.0900000003
10059,6B,Industrial Incentive,2079835,6245121,6,6,588977.35,0,0,588977.35,588977.35,0,0,0,0,588977.35
10059,NA,NA,0,0,15,15,0,0,0,0,0,0,0,0,0,0
10060,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10061,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10062,2,Residential,33781,101434,1,1,11082.68,0,0,11082.68,11082.68,0,0,0,0,11082.68
10062,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10064,1,Vacant,3,9,3,3,0.72,0,0,0.72,0.72,0,0,0,0,0.72
10064,2,Residential,3622429,10877072,55,55,849640.6799999999,0,43693.15701202546,893333.84,849640.6799999999,0,0,0,0,849640.6799999999
10064,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10065,1,Vacant,10764,32321,2,2,2912.44,0,0,2912.44,2912.44,0,0,0,0,2912.44
10065,NA,NA,0,0,3,3,0,0,0,0,0,0,0,0,0,0
10069,1,Vacant,160642,482358,23,23,38742.9,0,0,38742.9,38742.9,0,0,0,0,38742.9
10069,2,Residential,10466927,31429040,140,140,2419540.64,0,104839.4410016887,2524380.07,2419540.64,0,0,0,0,2419540.64
10071,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10072,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10074,1,Vacant,5,15,5,5,1.2,0,0,1.2,1.2,0,0,0,0,1.2
10074,2,Residential,4076631,12240902,118,118,851700.77,0,153644.35847296726,1005345.1599999999,851700.77,0,0,0,0,851700.77
10074,NA,NA,0,0,2,2,0,0,0,0,0,0,0,0,0,0
10075,1,Vacant,499293,1499227,4,4,137359.16,0,0,137359.16,137359.16,0,0,0,0,137359.16
10075,5B,Industrial,3944165,11843144,1,1,1085068.83,0,0,1085068.83,1085068.83,0,0,0,0,1085068.83
10076,1,Vacant,6487,19479,1,1,1432.67,0,0,1432.67,1432.67,0,0,0,0,1432.67
10076,2,Residential,30935,92889,1,1,5508.08,0,1323.899938584534,6831.98,5508.08,0,0,0,0,5508.08
10076,5A,Commercial,575000,1726553,1,1,126987.97,0,0,126987.97,126987.97,0,0,0,0,126987.97
10076,NA,NA,0,0,8,8,0,0,0,0,0,0,0,0,0,0
10077,2,Residential,90555,271909,1,1,22535.81,0,0,22535.81,22535.81,0,0,0,0,22535.81
10077,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10078,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10080,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10083,1,Vacant,30249,90829,1,1,8429.85,0,0,8429.85,8429.85,0,0,0,0,8429.85
10083,2,Residential,187160,561985,5,5,48631.07,0,3526.779759006859,52157.85,48631.07,0,0,0,0,48631.07
10085,1,Vacant,106,318,1,1,25.53,0,0,25.53,25.53,0,0,0,0,25.53
10085,2,Residential,2299958,6906084,47,47,517192.2,0,37504.377679905425,554696.57,517192.2,0,0,0,0,517192.2
10085,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10086,1,Vacant,7262,21806,2,2,2018.81,0,0,2018.81,2018.81,0,0,0,0,2018.81
10086,2,Residential,1292828,3881971,25,25,337173.67,0,22219.19911901517,359392.87,337173.67,0,0,0,0,337173.67
10086,NA,NA,0,0,2,2,0,0,0,0,0,0,0,0,0,0
10088,1,Vacant,5,15,5,5,1.1500000000000001,0,0,1.1500000000000001,1.1500000000000001,0,0,0,0,1.1500000000000001
10088,2,Residential,1551857,4659763,18,18,360916.77,0,16523.998929857982,377440.77,360916.77,0,0,0,0,360916.77
10088,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10089,1,Vacant,1,3,1,1,0.23,0,0,0.23,0.23,0,0,0,0,0.23
10089,2,Residential,1115674,3350035,14,4,259275.8,0,9799.039435616502,269074.83999999997,259275.8,0,0,0,0,259275.8
10089,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10090,1,Vacant,1,3,1,1,0.23,0,0,0.23,0.23,0,0,0,0,0.23
10090,2,Residential,1194299,3586127,28,1,261299.61000000002,0,29176.846110422965,290476.45,261299.61000000002,0,0,0,0,261299.61000000002
10090,NA,NA,0,0,2,2,0,0,0,0,0,0,0,0,0,0
10092,1,Vacant,48088,144393,2,2,12683.47,0,0,12683.47,12683.47,0,0,0,0,12683.47
10092,5A,Commercial,1700000,5104590,1,1,448387.17,0,0,448387.17,448387.17,0,0,0,0,448387.17
10094,1,Vacant,219797,659983,18,18,60058.41,0,0,60058.41,60058.41,0,0,0,0,60058.41
10094,2,Residential,466537,1385818,6,6,126109.45,0,0,126109.45,126109.45,0,0,0,0,126109.45
10094,5A,Commercial,1640463,4925819,2,2,448249.5,0,0,448249.5,448249.5,0,0,0,0,448249.5
10095,1,Vacant,5168,15518,1,1,1246.41,0,0,1246.41,1246.41,0,0,0,0,1246.41
10095,2,Residential,1884510,5654154,30,30,436792.49000000005,0,17349.11900076364,454141.61000000004,436792.49000000005,0,0,0,0,436792.49000000005
10097,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10098,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10099,1,Vacant,11596,34819,1,1,3257.68,0,0,3257.68,3257.68,0,0,0,0,3257.68
10099,2,Residential,6339,6339,2,2,593.0799999999999,0,0,593.0799999999999,593.0799999999999,0,0,0,0,593.0799999999999
10100,1,Vacant,138,414,1,1,18.22,16.19,0,34.410000000000004,34.410000000000004,0,0,0,0.47076720105,34.41
10100,2,Residential,681935,2047652,58,8,86077.20999999999,76568.23,7575.965478603794,170221.41999999998,162645.44,0,0,0,0.47076720105,162645.44
10100,3,Multi-Family,233628,701514,8,1,30863.18,27453.67,0,58316.85,58316.85,0,0,0,0.47076720105,58316.85
10100,5A,Commercial,7353417,22080102,66,41,971416.27,864101.3300000001,0,1835517.6,1835517.6,0,0,0,0.47076720105,1835517.6
10100,NA,NA,0,0,7,7,0,0,0,0,0,0,0,0,0.47076720105,0
10101,1,Vacant,11157,33501,2,2,1470.98,1280.47,0,2751.45,2751.45,0,0,0,0.465370187518,2751.45
10101,2,Residential,349177,1048474,11,11,43139.54,37551.03,5420.57962931143,86111.15,80690.56999999999,0,0,0,0.465370187518,80690.57
10101,5A,Commercial,1614173,4846878,19,19,212822.19999999998,185251.88,0,398074.07999999996,398074.07999999996,0,0,0,0.465370187518,398074.07999999996
10101,NA,NA,0,0,16,16,0,0,0,0,0,0,0,0,0.465370187518,0
10102,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10103,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10104,1,Vacant,1,3,1,1,0.23,0,0,0.23,0.23,0,0,0,0,0.23
10104,2,Residential,4792233,14389633,103,103,1065958.12,0,89817.1922669071,1155775.31,1065958.12,0,0,0,0,1065958.12
10105,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10106,5A,Commercial,1513342,4544112,1,1,413514.16,0,0,413514.16,413514.16,0,0,0,0,413514.16
10107,1,Vacant,14088,42302,3,3,3397.67,0,0,3397.67,3397.67,0,0,0,0,3397.67
10107,2,Residential,12426223,37312228,208,2,2816798.44,0,180120.15986583562,2996918.6100000003,2816798.44,0,0,0,0,2816798.44
10107,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10108,1,Vacant,1,3,1,1,0.24,0,0,0.24,0.24,0,0,0,0,0.24
10109,NA,NA,0,0,7,7,0,0,0,0,0,0,0,0,0,0
10110,1,Vacant,3069521,9216851,33,33,865738.84,0,0,865738.84,865738.84,0,0,0,0,865738.84
10110,4,Not For Profit,584107,1753898,1,1,164743.63999999998,0,0,164743.63999999998,164743.63999999998,0,0,0,0,164743.63999999998
10110,5A,Commercial,45990187,138094734,44,40,12971237.899999999,0,0,12971237.899999999,12971237.899999999,0,0,0,0,12971237.899999999
10110,5B,Industrial,4983855,14965021,4,4,1405664.35,0,0,1405664.35,1405664.35,0,0,0,0,1405664.35
10110,NA,NA,0,0,7,7,0,0,0,0,0,0,0,0,0,0
10112,NA,NA,0,0,9,9,0,0,0,0,0,0,0,0,0,0
10113,1,Vacant,29278,87913,2,2,7061.17,0,0,7061.17,7061.17,0,0,0,0,7061.17
10113,2,Residential,124510,373866,2,2,29225.699999999997,0,803.1999537390575,30028.9,29225.699999999997,0,0,0,0,29225.699999999997
10114,1,Vacant,36944,110931,15,15,9190.56,0,0,9190.56,9190.56,0,0,0,0,9190.56
10114,2,Residential,1982969,5954260,18,18,479225.87,0,14084.499087591204,493310.37,479225.87,0,0,0,0,479225.87
10115,1,Vacant,3490,10479,1,1,916.48,0,0,916.48,916.48,0,0,0,0,916.48
10116,2,Residential,12087,12087,2,2,1135.5,0,0,1135.5,1135.5,0,0,0,0,1135.5
10117,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10118,2,Residential,248,248,1,1,20.740000000000002,0,0,20.740000000000002,20.740000000000002,0,0,0,0,20.740000000000002
10119,1,Vacant,2,6,2,2,0.56,0,0,0.56,0.56,0,0,0,0,0.56
10120,5A,Commercial,301997,906806,2,2,23198.84,51277.119999999995,0,74475.96,74475.96,0,0,0,0.68850558995,74475.95999999999
10121,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10122,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10123,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10124,NA,NA,0,0,4,4,0,0,0,0,0,0,0,0,0,0
10125,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10126,2,Residential,79303,238123,1,1,19078.04,0,1560.0599033513258,20638.100000000002,19078.04,0,0,0,0,19078.04
10126,NA,NA,0,0,2,2,0,0,0,0,0,0,0,0,0,0
10127,1,Vacant,9141,27448,2,2,2921.83,0,0,2921.83,2921.83,0,0,0,0,2921.83
10127,5A,Commercial,7044889,21153689,5,5,2251809.96,0,0,2251809.96,2251809.96,0,0,0,0,2251809.96
10128,1,Vacant,51126,153516,3,3,16400.12,0,0,16400.12,16400.12,0,0,0,0,16400.12
10128,5A,Commercial,4624775,13886812,6,6,1483528.02,0,0,1483528.02,1483528.02,0,0,0,0,1483528.02
10129,1,Vacant,2848,8552,1,1,894.29,0,0,894.29,894.29,0,0,0,0,894.29
10130,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10131,1,Vacant,171955,516330,27,27,44750.17,0,0,44750.17,44750.17,0,0,0,0,44750.17
10131,2,Residential,4735624,14219656,70,70,1181975.51,0,50441.93687502621,1232417.45,1181975.51,0,0,0,0,1181975.51
10132,1,Vacant,100657,302243,26,26,27503.87,0,0,27503.87,27503.87,0,0,0,0,27503.87
10132,2,Residential,5156657,15483896,71,71,1344060.48,0,64973.99588705283,1409034.48,1344060.48,0,0,0,0,1344060.48
10132,NA,NA,0,0,13,13,0,0,0,0,0,0,0,0,0,0
10133,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
10134,1,Vacant,15,45,15,15,3.9000000000000004,0,0,3.9000000000000004,3.9000000000000004,0,0,0,0,3.9000000000000004
10134,2,Residential,4852362,14570190,104,104,1204082.75,0,121804.58428959502,1325887.36,1204082.75,0,0,0,0,1204082.75
10135,1,Vacant,23,69,23,23,5.98,0,0,5.98,5.98,0,0,0,0,5.98
10135,2,Residential,3269670,9817838,63,63,793942.33,0,77292.53406045276,871234.87,793942.33,0,0,0,0,793942.33
10136,1,Vacant,7,21,7,7,1.8900000000000001,0,0,1.8900000000000001,1.8900000000000001,0,0,0,0,1.8900000000000001
10136,2,Residential,1408,4228,2,2,383.11,0,0,383.11,383.11,0,0,0,0,383.11
10139,1,Vacant,353295,1060839,41,41,91943.01,0,0,91943.01,91943.01,0,0,0,0,91943.01
10139,2,Residential,6248612,18762709,68,68,1577628.7,0,48535.19699315236,1626163.9,1577628.7,0,0,0,0,1577628.7
10140,2,Residential,227,227,1,1,18.22,0,0,18.22,18.22,0,0,0,0,18.22
10141,1,Vacant,34412,103329,1,1,9138.41,0,0,9138.41,9138.41,0,0,0,0,9138.41
10141,2,Residential,1291,1291,1,1,114.18,0,0,114.18,114.18,0,0,0,0,114.18
10141,5A,Commercial,182760,548773,2,2,48533.47,0,0,48533.47,48533.47,0,0,0,0,48533.47
10142,1,Vacant,150000,450405,1,1,10724.93,29590.44,0,40315.37,40315.37,0,0,0,0.733973969707,40315.369999999995
10142,5A,Commercial,1462361,4391031,1,1,104558.18000000001,288479.27,0,393037.45,393037.45,0,0,0,0.733973969707,393037.45
10145,2,Residential,15247,15247,1,1,1349.66,0,0,1349.66,1349.66,0,0,0,0,1349.66
10146,2,Residential,16799,16799,1,1,1480.65,0,0,1480.65,1480.65,0,0,0,0,1480.65
10147,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
10148,5A,Commercial,418653,1257089,3,3,104501.74,0,0,104501.74,104501.74,0,0,0,0,104501.74
10149,5A,Commercial,10184912,30582235,2,2,2224855.69,577088.62,0,2801944.31,2801944.31,0,0,0,0.205960061454,2801944.31
10150,5A,Commercial,1902030,5711226,2,2,538625.7000000001,0,0,538625.7000000001,538625.7000000001,0,0,0,0,538625.7000000001
10151,2,Residential,5507,5507,1,1,368.27,149.01,0,517.28,517.28,0,0,0,0.288069139345,517.28
10151,5A,Commercial,608210,1826272,1,1,122125.84999999999,49415.87,0,171541.72,171541.72,0,0,0,0.288069139345,171541.72
10152,1,Vacant,651915,1957505,5,5,220082.27,0,0,220082.27,220082.27,0,0,0,0,220082.27
10152,5A,Commercial,887124,2663767,4,4,299487.31,0,0,299487.31,299487.31,0,0,0,0,299487.31
10152,5B,Industrial,172998,519461,1,1,58403,0,0,58403,58403,0,0,0,0,58403
10152,NA,NA,0,0,4,4,0,0,0,0,0,0,0,0,0,0
11001,1,Vacant,36942,110924,10,10,14100.68,0,0,14100.68,14100.68,0,0,0,0,14100.68
11001,2,Residential,99041577,297392133,5310,5041,30458781.349999998,0,7345704.43390216,37804485.56,30458781.349999998,0,0,0,0,30458781.349999998
11001,3,Multi-Family,3785633,11367114,75,48,1444987.41,0,0,1444987.41,1444987.41,0,0,0,0,1444987.41
11001,4,Not For Profit,14113,42377,7,7,5386.98,0,0,5386.98,5386.98,0,0,0,0,5386.98
11001,5A,Commercial,5569582,16723783,74,70,2124655.99,0,1271.1999523448976,2125927.19,2124655.99,0,0,0,0,2124655.99
11001,5B,Industrial,184455,553862,12,12,70406.97,0,0,70406.97,70406.97,0,0,0,0,70406.97
11001,NA,NA,0,0,82,82,0,0,0,0,0,0,0,0,0,0
11002,1,Vacant,101688,305337,19,19,44826.55,0,0,44826.55,44826.55,0,0,0,0,44826.55
11002,2,Residential,162212078,487074194,8434,8216,55937360.14,0,15569999.0281863,71507358.62,55937360.14,0,0,0,0,55937360.14
11002,3,Multi-Family,4523429,13582503,106,106,1994046.95,0,0,1994046.95,1994046.95,0,0,0,0,1994046.95
11002,4,Not For Profit,31223,93754,2,2,13764.009999999998,0,0,13764.009999999998,13764.009999999998,0,0,0,0,13764.009999999998
11002,5A,Commercial,17581979,52793396,334,334,7750598.1899999995,0,0,7750598.1899999995,7750598.1899999995,0,0,0,0,7750598.1899999995
11002,5B,Industrial,192379,577656,5,5,84805.67000000001,0,0,84805.67000000001,84805.67000000001,0,0,0,0,84805.67000000001
11002,7A,Commercial Incentive,153423,460683,9,9,67632.86,0,0,67632.86,67632.86,0,0,0,0,67632.86
11002,NA,NA,0,0,235,235,0,0,0,0,0,0,0,0,0,0
11003,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
11004,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
11008,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
11009,2,Residential,1471018,4417008,113,27,266505.34,262729.01,119226.59887220987,648460.93,529234.35,0,0,0,0.49643202731099995,529234.3500000001
11009,3,Multi-Family,849536,2550901,3,3,188585.06,185912.67,0,374497.73,374497.73,0,0,0,0.49643202731099995,374497.73
11009,5A,Commercial,4737856,14226356,70,64,1051737.77,1036833.5700000001,0,2088571.34,2088571.34,0,0,0,0.49643202731099995,2088571.34
11009,5B,Industrial,52454,157504,3,3,11644.1,11479.050000000001,0,23123.149999999998,23123.149999999998,0,0,0,0.49643202731099995,23123.15
11009,NA,NA,0,0,24,24,0,0,0,0,0,0,0,0,0.49643202731099995,0
11011,2,Residential,659379,1979917,38,28,106383.77,127963.98,17339.29446997964,251687.04,234347.75,0,0,0,0.5460435071349999,234347.75
11011,3,Multi-Family,37863,113691,1,1,6560.75,7891.63,0,14452.380000000001,14452.380000000001,0,0,0,0.5460435071349999,14452.380000000001
11011,5A,Commercial,3213964,9650565,62,62,556904.78,669875.03,0,1226779.81,1226779.81,0,0,0,0.5460435071349999,1226779.81
11011,5B,Industrial,200745,602777,7,7,34784.35999999999,41840.59,0,76624.95000000001,76624.95000000001,0,0,0,0.5460435071349999,76624.94999999998
11012,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
11013,2,Residential,595885,1789266,34,34,247923.78999999998,0,14758.3683404772,262682.15,247923.78999999998,0,0,0,0,247923.78999999998
11013,3,Multi-Family,234828,705119,6,6,103518.52,0,0,103518.52,103518.52,0,0,0,0,103518.52
11013,5A,Commercial,4903347,14723279,65,65,2161524.45,0,0,2161524.45,2161524.45,0,0,0,0,2161524.45
11013,9,Multi-Family Incentive,7849,23568,1,1,3460.02,0,0,3460.02,3460.02,0,0,0,0,3460.02
11013,NA,NA,0,0,9,9,0,0,0,0,0,0,0,0,0,0
11014,1,Vacant,7805,23436,1,1,2866.48,112.69,0,2979.17,2979.17,0,0,0,0.037817634658,2979.17
11014,2,Residential,729714,2191110,47,29,226941.42,8919.86,42672.529840280164,278533.77,235861.28,0,0,0,0.037817634658,235861.28000000003
11014,3,Multi-Family,1233240,3703050,8,8,452929.64,17802.02,0,470731.66000000003,470731.66000000003,0,0,0,0.037817634658,470731.66000000003
11014,5A,Commercial,4270073,12821749,68,68,1568261.9,61639,0,1629900.9000000001,1629900.9000000001,0,0,0,0.037817634658,1629900.9
11014,9,Multi-Family Incentive,147886,444057,1,1,54313.770000000004,2134.75,0,56448.520000000004,56448.520000000004,0,0,0,0.037817634658,56448.520000000004
11014,NA,NA,0,0,10,10,0,0,0,0,0,0,0,0,0.037817634658,0
11015,1,Vacant,5281,15857,1,1,2327.95,0,0,2327.95,2327.95,0,0,0,0,2327.95
11015,2,Residential,283680,851804,13,13,123585.21,0,1468.0999473253157,125053.31,123585.21,0,0,0,0,123585.21
11015,3,Multi-Family,276277,829578,8,8,121790.37000000001,0,0,121790.37000000001,121790.37000000001,0,0,0,0,121790.37000000001
11015,5A,Commercial,725086,2177218,18,18,319637.41,0,0,319637.41,319637.41,0,0,0,0,319637.41
11016,0,Exempt and Railroad,NA,NA,NA,2,0,0,0,0,0,0,0,0,NA,0
11017,3,Multi-Family,116828,350799,4,4,51500.82,0,0,51500.82,51500.82,0,0,0,0,51500.82
11017,5A,Commercial,654012,1963801,4,4,288305.63,0,0,288305.63,288305.63,0,0,0,0,288305.63
11017,5B,Industrial,119190,357892,1,1,52542.130000000005,0,0,52542.130000000005,52542.130000000005,0,0,0,0,52542.130000000005
11017,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0
11018,5B,Industrial,221084,663851,10,10,84388.83,0,0,84388.83,84388.83,0,0,0,0,84388.83
11019,5A,Commercial,3837771,11523675,2,2,210817.85000000003,1480972.82,0,1691790.67,1691790.67,0,0,0,0.8753877560760001,1691790.6700000002
11020,5A,Commercial,192619,578377,1,1,0,73523.27,0,73523.27,73523.27,0,0,0,1,73523.27
11020,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,1,0
11021,5A,Commercial,970213,2913259,8,8,45633.54,324699.94,0,370333.48,370333.48,0,0,0,0.8767771763509999,370333.48
11022,5A,Commercial,384717,1155190,5,5,114961.08,31886.67,0,146847.75,146847.75,0,0,0,0.217140903228,146847.75
11023,2,Residential,32493,97567,1,1,11597.67,805.0600000000001,0,12402.73,12402.73,0,0,0,0.064910569068,12402.73
11023,5A,Commercial,540637,1623370,8,8,192967.60000000003,13395.15,0,206362.75,206362.75,0,0,0,0.064910569068,206362.75000000003
11023,NA,NA,0,0,1,1,0,0,0,0,0,0,0,0,0.064910569068,0
11024,5B,Industrial,297927,894585,5,5,113719.65,0,0,113719.65,113719.65,0,0,0,0,113719.65
11025,2,Residential,127886,384000,13,1,32192.23,0,16621.829216876176,48814.05,32192.23,0,0,0,0,32192.23
