year,clean_name,cur_comp_muni_rate,new_comp_muni_rate,current_taxable_eav,new_taxable_eav,av,eav,equalized_av,pins_in_muni,all_exemptions,exe_homeowner,exe_senior,exe_freeze,exe_longtime_homeowner,exe_disabled,exe_vet_returning,exe_vet_dis_lt50,exe_vet_dis_50_69,exe_vet_dis_ge70,exe_vet_dis,exe_abate,final_tax_to_dist,final_tax_to_tif,tax_amt_exe,tax_amt_pre_exe,tax_amt_post_exe,rpm_tif_to_cps,rpm_tif_to_rpm,rpm_tif_to_dist,tif_share,zero_bills,has_HO_exemp,has_SF_exemp,has_FR_exemp,has_LTHO_exemp,has_DI_exemp,has_VR_exemp,has_DV_exemp,has_AB_exemp,total_bill_current
2015,Dolton,24.681044498628466,20.218451841487095,181797372.68612525,221923472.68612525,88817133,237008506,237008506,9843,47930130,40126100,5773030,1552636,10280,420463,0,10000,27828,9793,47621,0,44869490.45,1415907.53,11778978.823794426,58062110.91,46285397.98,0,0,0,0.007405584711189171,928,5952,1212,349,1,215,0,13,0,46285397.980000004
2015,East Dundee,10.627,10.627,1287933.8477463063,1287933.8477463063,1818688,4853168,4853168,2,0,0,0,0,0,0,0,0,0,0,0,0,136868.72999999998,378871.74,0,515740.47,515740.47,0,0,0,0.7346170583830001,0,0,0,0,0,0,0,0,0,515740.47
2015,East Hazelcrest,20.336,18.322561478277567,19556189.17191188,21705189.17191188,8484916,22642005,22642005,764,2731611,2149000,439316,100483,19812,23000,0,0,0,0,0,0,3976946.63,72028.65,555500.1587436892,4604475.54,4048975.28,0,0,0,2.9571446996335077e-4,203,311,92,22,1,12,0,0,0,4048975.28
2015,Elgin,13.17025792864222,11.88190580075904,348332874.18183154,386102522.18183154,146773725,391655258,391665841,8072,44008782,37769648,4680000,1322456,33836,144000,5000,17500,20000,16342,53842,0,45876337.98,25437.760000000002,5794372.354734465,51693996.21,45901775.74,0,0,0,2.5443278793000495e-4,501,5296,948,414,2,72,1,13,0,45901775.739999995
2015,Elk Grove Village,10.535610251450677,10.106490390310892,1555200278.0042005,1621233817.0042005,633551561,1690632423,1690632423,14476,89090491,66033539,13502639,9238270,0,261043,0,10000,45000,0,55000,0,163849839.92,1389175.19,9427080.672682445,174666095.21,165239015.11,0,0,0,0.0011409552555638298,608,9443,2706,977,0,131,0,13,0,165239015.10999998
2015,Elmwood Park,11.643759220108057,10.556632530162839,391174877.4514534,431458239.4514534,168215307,448882598,448882598,8514,57712650,40283362,8019585,9091847,55403,209496,0,2500,20000,30457,52957,0,45547460.86,0,6719483.506916323,52263397.31,45547460.86,0,0,0,0,228,5805,1630,784,4,107,0,6,0,45547460.86
2015,Evanston,10.105821862193114,9.63788765280371,2196480335.9578385,2303122820.9578385,900106785,2401935150,2401935150,26109,141932917,106642485,21060346,13760596,204052,204506,0,10000,25000,25932,60932,0,221972389.99,6523799.06,14334116.45855433,242827697.92,228496189.05,0,0,0,0.011695759336790646,2272,14647,3698,812,10,105,0,10,0,228496189.05
2015,Evergreen Park,14.870880104541,13.37740935032437,349937631.6947733,389005107.6947733,151915663,405386978,405386978,9183,50246316,39067476,6417761,4532670,11809,179100,0,12500,25000,0,37500,0,52038805.65,1131376.87,7469616.915445404,60639774.23,53170182.52,0,0,0,0.007353881522816725,418,6405,1463,431,1,98,0,10,0,53170182.519999996
2015,Flossmoor,19.917959375717235,18.00002363630518,192698680.0002844,213231080.0002844,81864967,218456662,218456662,4357,25659913,20532400,4433811,526247,10432,68000,0,10000,30000,49023,89023,0,38381644.8,0,5112512.9327359125,43484414.77,38381644.8,0,0,0,0,334,3011,916,112,1,34,0,12,0,38381644.8
2015,Ford Heights,37.68836604095563,31.628698352459146,9878392.966026286,11770970.966026286,4867310,12879859,12988453,2344,2050548,1892578,68843,79429,0,9698,0,0,0,0,0,0,3723004.9,0,772133.1529754604,4495138.09,3723004.9,0,0,0,0,980,331,42,50,0,6,0,0,0,3723004.9
2015,Forest Park,13.214748751811886,12.275574911364904,287554960.4739162,309555078.4739162,124486897,332193348,332193348,6209,28541328,22000118,3396362,3013679,21547,74000,0,5000,20000,10622,35622,0,37999665.55,1945923.12,3772877.9379133475,43717061.9,39945588.67,0,0,0,0.0066502508837378,554,3166,700,215,2,37,0,8,0,39945588.669999994
2015,Forestview,15.977720238095237,15.39739232996758,41063929.16028532,42611629.16028532,17290276,46139101,46139101,504,2139676,1547700,355000,234976,0,2000,0,0,0,0,0,0,6561079.72,0,351677.10122304934,6912756.82,6561079.72,0,0,0,0,102,223,71,27,0,1,0,0,0,6561079.72
2015,Frankfort,9.073,9.073,31458.0623828943,31458.0623828943,31486,31486,84020,1,0,0,0,0,0,0,0,0,0,0,0,0,2854.19,0,0,2854.19,2854.19,0,0,0,0,0,0,0,0,0,0,0,0,0,2854.19
2015,Franklin Park,14.532798072289156,13.816239111422012,579210704.9949602,609250617.9949602,237928831,634913113,634913113,8300,41434297,30039913,5660000,5455970,19854,231060,0,12500,15000,0,27500,0,84175522.17,2156964.27,5996353.974773512,92328825.95,86332486.44,0,0,0,0.012884033682274941,832,4728,1257,579,1,127,0,8,0,86332486.44
2015,Glencoe,9.805309535822401,9.594194106835886,769688619.255507,786625231.255507,296692691,791724460,791724460,3964,21565704,16936612,2787350,1743953,83289,12000,0,2500,0,0,2500,0,75470351.58,0,2115262.6179505438,77585612.91,75470351.58,0,0,0,0,408,2508,571,50,4,6,0,1,0,75470351.58
2015,Glenview,8.977836531082119,8.588736871710251,2015194755.0351887,2106490088.0351887,940167189,2508836194,2508836194,18242,122468726,91295333,20382500,10355855,159308,208000,0,10000,30000,27730,67730,0,180920890.89,33423881.36,11018191.279498463,225360482.73,214344772.25,0,0,0,0.08385053737680265,771,12648,3777,881,3,105,0,11,0,214344772.25
2015,Glenwood,20.07794741919923,16.948175042650234,95034191.55164322,112583891.55164322,47775398,127409513,127488675,4146,22342889,17549700,3675304,927793,0,130000,0,10000,35000,15092,60092,0,19080915.01,2034226.53,4544382.06053852,25656154.93,21115141.54,0,0,0,0.0064331221397390245,553,2521,753,177,0,65,0,12,0,21115141.540000003
2015,Golf,10.373,10.058622096889087,31137047.04521354,32110222.04521354,12119978,32342168,32342168,218,1205120,973175,160000,71945,0,0,0,0,0,0,0,0,3229845.89,0,125007.09035733738,3354852.92,3229845.89,0,0,0,0,26,142,32,3,0,0,0,0,0,3229845.89
2015,Hanover Park,13.92205393820325,12.468808193044191,224683733.79996404,250870733.79996404,100797692,268976002,268978765,5599,31549680,26187000,3560584,1641615,0,132000,0,5000,5000,18481,28481,0,31280590.61,1687117.4,4354852.637856218,37319906.22,32967708.01,0,0,0,0.023832148809603323,180,3762,718,324,0,66,0,4,0,32967708.009999998
2015,Harvey,24.48986337579618,21.246036200182512,187902639.07915312,216591458.07915312,88415207,235935897,235935897,15700,36643659,28688819,5038680,2618198,0,260462,0,7500,30000,0,37500,0,46017099.59,3161514.48,8935370.5410315115,58113967.95,49178614.07,0,0,0,0.02357787043429834,3010,4631,1255,550,0,149,0,10,0,49178614.07
2015,Harwood Heights,10.140255672197766,9.507714692696737,206961648.09275925,220730648.09275925,85210775,227384942,227384942,2953,21248369,13769000,3495000,3896369,0,78000,0,0,10000,0,10000,0,20986440.26,0,2150558.673913975,23136998.18,20986440.26,0,0,0,0,100,1992,706,362,0,39,0,3,0,20986440.26
2015,Hazelcrest,22.40721915457807,18.765071216105106,125156905.4889626,149448844.4889626,59508705,158778529,158799010,6411,30426360,24291939,5115850,750295,3085,212691,0,7500,45000,0,52500,0,28044182.1,157093.35,6685533.963251712,34886804.5,28201275.45,0,0,0,0.012156661220028077,576,3639,873,175,1,114,0,12,0,28201275.450000003
2015,Hickory Hills,13.246873212583413,12.023853426417631,249748206.90948528,275151626.9094853,106818974,285046494,285046494,5245,34548162,25403420,5467709,3475953,27580,156000,0,7500,10000,0,17500,0,33083828.32,121639.32,4578061.326261489,37783529.09,33205467.64,0,0,0,5.068683540705433e-4,255,3650,1100,298,3,78,0,5,0,33205467.64
2015,Hillside,14.548195981282687,13.577029447067146,184568251.17386526,197770440.17386526,83935067,223980716,223980716,3633,16889767,13202189,2287872,1291388,7818,78000,0,7500,15000,0,22500,0,26851350.9,2265176.02,2486355.495737384,31602878.66,29116526.919999998,0,0,0,0.005108829753144784,370,1993,498,162,2,47,0,6,0,29116526.919999998
2015,Hinsdale,7.889506887052342,7.715719403908751,159069457.6944444,162652309.6944444,60986468,162742399,162742399,1089,4470067,3582852,465000,416215,0,6000,0,0,0,0,0,0,12549795.82,0,351887.44650131307,12901682.77,12549795.82,0,0,0,0,218,526,94,11,0,3,0,0,0,12549795.82
2015,Hodgkins,11.973961791831357,11.914595665638654,177014638.66754353,177896638.66754353,69998020,186789732,186789732,759,1251750,882000,145000,190395,17355,12000,0,0,5000,0,5000,494705,21195665.2,508631.62,210500.2046520252,21914796.91,21704296.82,0,0,0,0.0010471009118866931,288,128,29,9,1,6,0,1,2,21704296.82
2015,Hoffman Estates,11.882291601952518,11.023366353246072,1188098896.4856086,1280673896.4856086,601652902,1605370185,1605510945,18028,113935002,92575000,14344689,6623368,8007,306000,0,10000,45000,22938,77938,0,141173375.4,29054598.49,13540843.969771441,183766055.25,170227973.89,0,0,0,0.0062118717720987355,894,12915,2566,810,1,153,0,14,0,170227973.89000002
2015,Homer Glen,9.287,9.287000000000003,140284.5913642726,140284.5913642726,52571,140285,140285,3,0,0,0,0,0,0,0,0,0,0,0,0,13028.23,0,0,13028.23,13028.23,0,0,0,0,0,0,0,0,0,0,0,0,0,13028.23
2015,Hometown,13.058,10.705723359649824,41224931.00015316,50282931.00015316,20081550,53587647,53587647,1702,12362702,9058000,2119531,1111171,0,74000,0,0,0,0,0,0,5383151.49,0,1614321.454147357,6997472.73,5383151.49,0,0,0,0,51,1327,378,178,0,37,0,0,0,5383151.49
2015,Homewood,18.190468866118678,16.097220770303853,315123617.71371406,356101617.71371406,137201872,366123157,366123157,8881,51463237,40978000,8212532,2009705,0,208000,0,10000,45000,0,55000,0,57322463.57,145525.08,9358378.750896662,66826363.52,57467988.65,0,0,0,7.081334200054048e-4,693,5927,1494,290,0,104,0,13,0,57467988.65
2015,Indian Head Park,9.550215283842794,8.811224225936009,121105125.02861798,131262125.02861798,50747687,135420157,135420157,2290,14958158,10157000,3376642,1383016,0,34000,0,2500,5000,0,7500,0,11565800.16,0,1432396.1695865835,12998196.12,11565800.16,0,0,0,0,67,1458,679,132,0,17,0,2,0,11565800.16
2015,Inverness,9.985593532789363,9.60904094907082,412537527.2359282,428703768.2359282,164972211,440209375,440228366,3309,21054755,16166241,3720000,968125,156389,34000,0,5000,5000,0,10000,0,41194320.64,0,2113636.0901447725,43307956.27,41194320.64,0,0,0,0,128,2322,746,83,1,17,0,3,0,41194320.64
2015,Justice,12.659060948081263,11.335012542868995,138785048.84410816,154996598.84410816,62356663,166398832,166398832,3544,21098311,16211550,2743024,1959762,14000,146000,0,10000,0,13975,23975,0,17568883.92,902491.88,2667282.898892054,21136944.71,18471375.8,0,0,0,0.0747053322953956,340,2351,557,173,2,74,0,5,0,18471375.8
2015,Kenilworth,10.030885956644674,9.862566747656057,262379961.88727185,266857861.88727185,100378824,267860884,267860884,1061,5542712,4477900,713750,346562,0,2000,0,2500,0,0,2500,0,26319034.75,0,555923.8243337285,26874958.37,26319034.75,0,0,0,0,98,652,143,9,0,1,0,1,0,26319034.75
2015,La Grange,10.221136206896551,9.718156111827774,568376912.253665,597794249.253665,227736470,607714791,607714791,6960,39606729,29417337,4953714,5019855,66898,80000,5000,2500,5000,56425,63925,0,58094578.37,0,4043588.151800149,62132379.58,58094578.37,0,0,0,0,579,4319,1026,216,8,41,1,3,0,58094578.37
2015,La Grange Park,10.523927091795288,9.698005881806763,306091688.0079295,332159688.0079295,129593157,345819326,345819326,4924,37241551,26068000,6041968,4971086,0,85800,0,2500,5000,67197,74697,0,32212866.08,0,3912356.5758575974,36118379.27,32212866.08,0,0,0,0,379,3498,929,226,0,44,0,4,0,32212866.08
2015,Lansing,18.725750038681728,16.32313902834936,356267881.8855823,408707129.8855823,163820015,437138123,437153635,12926,65466755,52439248,9944651,2552035,9192,419695,5000,25000,58479,13455,96934,0,66713833.03,2743237.71,12210062.857011031,81664550.68,69457070.74,0,0,0,0.029882273345312703,1038,8025,2119,493,2,227,1,23,0,69457070.74
2015,Lemont,8.980158821228322,8.456087575763624,521855054.1580504,554197343.1580504,212631814,567391382,567408042,7669,42455778,32342289,6035000,3929246,8743,118000,0,7500,15000,0,22500,0,46863412.68,275803.07,3812528.628910025,50951744.19,47139215.75,0,0,0,0.009367648924563828,816,4655,1213,220,1,59,0,6,0,47139215.75
2015,Lincolnwood,10.487,10.044966531675776,566142442.8339849,591055806.8339849,227672362,607543697,607543697,5854,35309842,24913364,5955800,4252998,76680,111000,0,0,0,0,0,0,59371357.98,638813.65,3702942.984577957,63713104.01,60010171.63,0,0,0,0.0023367512225570554,318,3819,1341,411,4,61,0,0,0,60010171.629999995
2015,Lynwood,15.180194609929078,13.613666564289714,118440689.34557618,132069689.34557618,51694566,137748277,137946962,3525,16537686,13629000,2086204,680982,0,114000,0,7500,20000,0,27500,0,17979527.14,293702.09,2546204.119520381,20819433.21,18273229.23,0,0,0,0.0014932644527293616,165,1952,421,89,0,57,0,7,0,18273229.23
2015,Lyons,14.266074160995071,12.867688092255122,147459984.80448574,163485084.80448574,65738265,175422598,175422598,4261,20403739,16025100,2686857,1541282,0,118000,0,7500,25000,0,32500,0,21036750.79,1022620.29,2908184.704111936,24967554.25,22059371.08,0,0,0,0.0313798466465041,334,2344,549,171,0,60,0,8,0,22059371.08
2015,Markham,23.56008071045023,19.978636365942076,113871629.387501,134284679.387501,59529916,158852692,158855520,12105,27651877,20413050,4167850,2817048,32280,198226,0,5000,10000,8423,23423,0,26828247.79,4631320.73,6664227.780776294,38121828.04,31459568.52,0,0,0,0.011331379608207768,5222,3376,1010,507,5,112,0,9,0,31459568.52
2015,Matteson,18.729429065743947,17.234301859792915,381810739.23280066,414933962.23280066,160272562,427381153,427687374,7514,39317240,33123223,5042257,799520,0,260867,5000,25000,50000,11373,86373,0,71510971.57,1576243.18,7363661.689220017,80448710.16,73087214.75,0,0,0,0.008998141680887544,463,4756,1015,164,0,132,1,21,0,73087214.75
2015,Maywood,21.713022991202347,18.596142771319382,180209651.81059414,210414404.81059414,88934219,237320926,237320926,8525,42395172,30204753,6618432,5227387,51875,254000,5000,2500,15000,16225,33725,0,39128963.13,3190341.93,9209905.5544267,51525505.37,42319305.06,0,0,0,0.040651159734555305,1257,4433,1355,590,6,128,1,6,0,42319305.06
2015,Mc Cook,16.165516990291263,16.10104518089538,83911886.93901213,84247886.93901213,44523037,118809728,118809728,412,589450,336000,120000,127450,0,6000,0,0,0,0,0,1361466,13564790.34,4992325.7700000005,323595.29525620805,18880711.47,18557116.11,0,0,0,0.04446048650207767,112,48,24,6,0,3,0,0,6,18557116.11
2015,Melrose Park,12.140861906797776,11.649704189327416,542607726.335432,565484356.335432,223583555,596632591,596632591,7017,31107778,22876630,4255332,3832128,18488,115200,0,5000,5000,0,10000,0,65877254.75,6288299.13,3739734.5665527503,75905284.7,72165553.88,0,0,0,0.05952270671564957,623,3411,887,320,3,61,0,3,0,72165553.88
2015,Merrionette Park,12.974,11.92953691246796,36314131.26252505,39493531.26252505,15042330,40140447,40140447,674,3826303,3179400,488249,148654,0,10000,0,0,0,0,0,0,4711395.39,0,496424.4505375343,5207819.76,4711395.39,0,0,0,0,26,456,100,26,0,5,0,0,0,4711395.39
2015,Midlothian,15.712421386641283,13.586542878919264,172155720.2698102,199092826.2698102,76990920,205450266,205450266,6303,33239105,26937106,4119491,1969214,0,168000,0,7500,37794,0,45294,0,27049832.21,0,5222282.874480482,32272114.45,27049832.21,0,0,0,0,759,3882,838,233,0,84,0,11,0,27049832.21
2015,Morton Grove,11.923251752120988,11.114288526149654,685569739.2740127,735469533.2740127,296705173,791757796,791757796,10844,73542244,49899794,12381700,10886512,85640,245340,0,0,12500,30758,43258,0,81742205.95,2597103.98,8719526.032841515,93054523.72,84339309.93,0,0,0,0.03468881985851549,468,7753,2692,1064,8,133,0,5,0,84339309.93
2015,Mt Prospect,11.304202801268499,10.548517775378748,1359207063.1708632,1456579267.1708632,567376623,1514044304,1514044304,18920,137372359,97372204,22330782,17006747,154744,419443,0,12500,30000,45939,88439,0,153647522.91,2360038.68,15551836.039819747,171553611.42,156007561.59,0,0,0,0.03310043630836453,698,13956,4491,1522,9,210,0,13,0,156007561.59
2015,Niles,9.901880195801875,9.380331303711039,1053986515.9573196,1112588443.9573197,445346785,1188407907,1188407907,12053,94803213,58601928,17568293,18136664,38478,384551,0,15000,30000,28299,73299,0,104364482.09,2491968.69,9435533.962249344,116288916.57,106856450.78,0,0,0,0.04633903695607118,603,8284,3317,1551,2,194,0,14,0,106856450.78
2015,Norridge,9.667029265788123,9.013340993377735,403685209.66527206,432962287.66527206,168546358,449765965,449765965,5843,48269138,29277078,8212500,10390146,109823,171000,0,2500,5000,101091,108591,0,39024367.36,0,4660982.151184138,43675700.85,39024367.36,0,0,0,0,192,4226,1662,871,4,88,0,4,0,39024367.36
2015,North Lake,15.392588125292193,14.31889724873411,272319867.3205862,292739551.3205862,115056606,307028505,307028505,4278,26982739,20419684,3926368,2425726,0,180000,0,2500,10000,18461,30961,0,41917075.56,933087.92,4176257.0743580507,47023621.15,42850163.48,0,0,0,0.010350261897086254,402,2723,634,295,0,91,0,4,0,42850163.480000004
2015,North Riverside,10.251442468239565,9.731230623556828,237257414.70387205,249940714.70387205,93215505,248745583,248745583,2755,19087732,12683300,2995000,3320432,0,84000,0,0,5000,0,5000,0,24322307.37,0,1944896.2017993561,26267203.01,24322307.37,0,0,0,0,160,1841,612,216,0,45,0,1,0,24322307.37
2015,Northbrook,9.036002132196161,8.739654754991708,2066925350.0342743,2137011403.0342743,814175369,2172623751,2172627075,15008,94725282,70086053,16688500,7675563,71714,160000,0,0,15000,28452,43452,0,186767418.7,183839.06,8577176.15473172,195525878.62,186951257.76,0,0,0,1.5963557889099147e-4,615,10086,3340,669,3,81,0,4,0,186951257.76
2015,Northfield,8.43265873996294,8.221602842647654,460069675.607085,471880075.607085,178448076,476188710,476188710,3238,15689585,11810400,2706500,1127339,26846,16000,0,2500,0,0,2500,0,38796105.71,0,1323949.121040089,40120052.97,38796105.71,0,0,0,0,490,1754,555,92,2,8,0,1,0,38796105.71
2015,Oak Brook,7.330733333333333,7.01311060035108,618240.0578386883,646240.0578386883,250624,668790,668790,15,33000,28000,5000,0,0,0,0,0,0,0,0,0,45321.53,0,2341.285761536758,47662.82,45321.53,0,0,0,0,0,4,1,0,0,0,0,0,0,45321.53
2015,Oak Forest,15.66852064681162,13.76860355819678,395642333.9341521,450236659.9341521,176841350,471894719,471901090,10946,69108379,54594326,10016254,4085624,64474,298088,0,20000,29613,0,49613,0,61991300.78,1245551.98,10778465.184584785,74015317.82,63236852.76,0,0,0,0.010011753805125891,460,7834,2020,453,3,150,0,14,0,63236852.76
2015,Oak Lawn,13.55301053104973,12.120605960234581,986816132.7226615,1103437359.7226615,434476765,1159401255,1159401255,26683,161736235,116621227,26784559,17290156,176254,679899,5000,26550,85000,67590,179140,0,133743294.39,1771750.14,22004660.702304933,157510484.53,135515044.53,0,0,0,0.012906132638321782,1314,17975,5736,1721,20,358,1,31,0,135515044.53
2015,Oak Park,13.529432004898709,12.67961315383885,1337167205.0570643,1426787439.0570643,573384948,1530077739,1530077739,19597,118749676,89620234,15852661,12793383,228898,212000,0,12500,30000,0,42500,0,180911127.8,10613825.57,16081026.934815885,207605979.42000002,191524953.37,0,0,0,0.03271720907782614,1221,12575,2765,505,16,107,0,11,0,191524953.37
2015,Olympia Fields,18.549881399317407,16.90001312315439,119757932.36509567,131449332.36509567,50880532,135745084,135774703,2344,15993971,11691400,3995000,182131,0,62000,0,2500,20000,40940,63440,0,22214954.42,0,2983988.804682528,25191263.81,22214954.42,0,0,0,0,195,1470,594,31,0,31,0,6,0,22214954.42
2015,Orland Hills,11.287395652173913,10.261556145733563,123952183.57837388,136343583.57837388,53485581,142725814,142726308,2300,14455762,12391400,1328500,638862,0,82000,0,5000,10000,0,15000,0,13990973.38,0,1637159.8857991863,15628132.91,13990973.38,0,0,0,0,102,1777,266,54,0,41,0,4,0,13990973.38
2015,Orland Park,10.708352673986887,10.045585792901662,1920229346.3822072,2046918266.3822072,794493217,2119537012,2120105237,25318,171946847,126688920,31927392,12448844,0,702000,0,32500,100000,47191,179691,0,205624930.56,1158495.97,18430735.634502776,225209272.36,206783426.53,0,0,0,1.5695516649332492e-4,1073,18163,6407,1206,0,352,0,34,0,206783426.53
2015,Palatine,11.745414093886858,10.872022581323728,1541452058.7590961,1665282848.7590961,675350920,1802173500,1802173832,27629,154005488,123830790,19769403,9852556,47336,412903,0,32500,60000,0,92500,0,181049927.36,9709294.68,17821659.545161568,208580880.31,190759222.04,0,0,0,0.02893885951272753,1184,17755,3976,1199,6,210,0,25,0,190759222.04000002
2015,Palos Heights,11.449271632937892,10.619004152789387,380095519.5682889,409814026.5682889,159237004,424924012,424924012,5732,42619011,29718507,9355000,3378004,0,130000,0,12500,25000,0,37500,0,43518168.5,228873.44999999998,4877266.217111742,48624307.52,43747041.95,0,0,0,5.537492844167831e-4,254,4257,1876,345,0,66,0,10,0,43747041.95
2015,Palos Hills,11.668276574433454,10.423955860294425,314258163.45787483,351771555.45787483,134948660,360110456,360110456,7987,51700790,37513392,8995682,4900504,15481,241000,0,5000,10000,19731,34731,0,36668511.67,0,6040645.064832799,42706636.97,36668511.67,0,0,0,0,242,5395,1818,475,1,123,0,5,0,36668511.67
2015,Palos Park,9.880338193600647,9.353505888420194,197556318.99971125,208683595.99971125,79925838,213271860,213282092,2469,15755614,11127277,3225000,1334837,0,46000,0,2500,20000,0,22500,0,19519232.44,0,1557044.170341283,21076276.07,19519232.44,0,0,0,0,196,1615,651,85,0,23,0,5,0,19519232.44
2015,Park Forest,34.91901262544513,27.7545645802521,96809491.04318804,121799491.04318804,49421015,131880069,131880069,6178,32457384,24990000,6556276,643774,0,229834,0,7500,30000,0,37500,0,33804918.4,853998.1900000001,11213407.08002873,45872324.01,34658916.59,0,0,0,0.014682158421434121,580,3573,951,176,0,116,0,9,0,34658916.589999996
2015,Park Ridge,11.535363718465891,10.869094462884444,1288375205.040913,1367351866.040913,534167016,1425424778,1425424778,16609,110417743,78976661,17723000,13214351,96456,270000,0,22500,45000,69775,137275,0,148618765.96,3003832.44,12738768.073053686,164352478.59,151622598.4,0,0,0,0.011529245429027998,785,11657,3672,950,8,144,0,19,0,151622598.4
2015,Phoenix,26.53137627118644,17.344741712206282,5410824.9995272625,8276665.9995272625,4942545,13189180,13189180,2065,3726607,2865841,380539,410556,31400,33271,0,0,5000,0,5000,0,1435566.34,1058136.1,989041.1427922001,3482740.95,2493702.44,0,0,0,0.4596118180294489,832,491,132,84,5,22,0,1,0,2493702.4400000004
2015,Posen,14.56762375,12.399741240245454,51558224.31232136,60572297.31232136,25716272,68623885,68623885,3200,11087320,9014073,1123192,875126,15929,44000,0,0,15000,0,15000,0,7510808.13,852828.38,1608691.6537566485,9972316.76,8363636.51,0,0,0,0.07827619895324625,508,1503,258,105,2,24,0,3,0,8363636.51
2015,Prospect Heights,12.877678354146653,11.78937837961962,315869335.2276654,345027835.2276654,139460975,372151487,372151487,6246,38080938,29158500,6051210,2534399,224976,101853,0,5000,5000,0,10000,0,40676637.01,295994.11,4843582.00087665,45816213.1,40972631.12,0,0,0,0.005659984888455652,297,4119,1231,422,4,52,0,3,0,40972631.12
2015,Richton Park,19.12862342733189,16.63428748701414,132440844.82211833,152300544.82211834,58703661,156499441,156650789,4610,22742311,19859700,2441892,250010,0,109497,5000,20000,25000,31212,76212,0,25334110.47,245740.21,4358211.570897946,29931937.99,25579850.68,0,0,0,0.005099062557879609,282,2870,494,67,0,55,1,15,0,25579850.68
2015,River Forest,11.843,11.320955475885647,469822953.89681673,491487953.89681673,186737719,498309570,498309570,4666,28504593,21665000,4111134,2635358,26102,44000,0,0,5000,17999,22999,0,55641132.43,0,3375798.740970087,59014798.65,55641132.43,0,0,0,0,304,3139,835,116,1,22,0,2,0,55641132.43
2015,River Grove,12.438019047619047,11.417356924337396,180106064.9146396,196206764.9146396,77391087,206518108,206518108,3780,21966632,16100700,3055076,2674033,0,119323,0,2500,15000,0,17500,0,22401626.66,645472.72,2741089.884279956,25788188.11,23047099.38,0,0,0,9.187852931132275e-4,355,2365,629,347,0,62,0,4,0,23047099.38
2015,Riverdale,29.535685049961568,24.82164966275837,88253560.61966106,105014348.61966106,41561517,110906913,110906913,5204,19296270,16760788,1816765,548147,0,160368,0,5000,5202,0,10202,0,26066293.71,852001.64,5701057.447033069,32619349.14,26918295.35,0,0,0,0.008617696107155843,668,2539,403,119,0,88,0,4,0,26918295.35
2015,Riverside,12.896260455267337,12.050245971764191,256646787.22025618,274665249.2202562,105511945,281558631,281558631,3778,24882887,18018462,3756884,3037541,0,50000,0,5000,15000,0,20000,0,33097838.13,0,3208613.2896824502,36306451.07,33097838.13,0,0,0,0,283,2601,759,133,0,25,0,5,0,33097838.13
2015,Robbins,16.986935995623632,14.445691106059982,32785466.43982654,38552992.43982654,15772503,42089103,42089103,7312,7358270,5767526,710250,814677,18022,42795,0,0,5000,0,5000,493750,5569246.2,232492.57,1342335.4104431164,7144070.04,5801738.77,0,0,0,2.7322383310612696e-4,3543,953,239,172,2,24,0,1,1,5801738.7700000005
2015,Rolling Meadows,11.91527702559763,11.225654911517257,704869085.6248682,748171085.6248682,286269045,763909017,763909017,9454,56529650,43302000,7893131,5086876,30367,192276,0,10000,15000,0,25000,0,83987104.22,323410.02999999997,6736762.883282561,91047276.71,84310514.25,0,0,0,0.008664845834235666,392,6225,1588,597,4,98,0,7,0,84310514.25
2015,Roselle,11.559178027796161,10.609332263752094,80800894.12534742,88034939.12534742,33561992,89560082,89560082,1511,8758347,7234045,1165000,337302,0,22000,0,0,0,0,0,0,9339919.2,0,1011948.6342231409,10351867.42,9339919.2,0,0,0,0,134,1057,237,91,0,11,0,0,0,9339919.2
2015,Rosemont,10.720027291452112,10.630648780666352,397880485.00595117,401225715.00595117,249789067,666562111,666562111,1942,4770416,3345230,647250,763406,6530,8000,0,0,0,0,0,0,42652896.58,26862052.38,475437.056031093,69990383.57,69514948.96,0,0,0,0.06641163286270185,878,552,158,47,2,6,0,0,0,69514948.96
2015,Sauk Village,18.038529395452024,15.07373713778564,67317610.78628498,80558038.78628498,41256765,110012940,110093694,3606,15655923,13240428,1910639,371002,0,113854,0,5000,15000,0,20000,0,12143107.01,4529039.3,2822722.952107987,19494869.32,16672146.31,0,0,0,0.0395999020862249,256,1901,390,97,0,58,0,5,0,16672146.309999999
2015,Schaumburg,11.261740454800673,10.750950007653277,2939329995.736959,3078981066.736959,1172065031,3127643425,3127655321,28496,177428449,139651071,26405358,10750824,0,448000,0,15000,45000,113196,173196,0,331019715.23,0,19981188.792252187,350988212.31,331019715.23,0,0,0,0,748,19566,4822,1755,0,224,0,19,0,331019715.23
2015,Schiller Park,13.736613920399924,12.919808222930879,272905888.1412355,290159324.1412355,116122744,309873511,309873511,5201,23983158,17253436,3317181,3273389,0,129152,0,0,10000,0,10000,0,37488028.22,996057.3700000001,3306720.9792654836,41790805.34,38484085.59,0,0,0,0.00698621313956316,1111,2535,690,326,0,70,0,2,0,38484085.589999996
