clean_name,taxrate_change,tax_rate_current,taxrate_new,tax_code,agency_name,pins_in_class,MuniLevy,nonTIF_EAV_post_exemps,TIF_increment_EAV,Exempt_EAV,Total_EAV,nonTIF_EAV_pre_exemps
River Grove,0.026692244270951543,0.13733,0.11063775572904846,20033,VILLAGE OF RIVER GROVE,85,568551.78,4140040.632054176,0,998817.9452327825,5138858.577286959,5138858.577286959
Blue Island,0.0327977096771908,0.13687,0.1040722903228092,13027,CITY OF BLUE ISLAND,2,8686.2,63463.140206034936,0,19999.998474370124,83463.13868040506,83463.13868040506
Blue Island,0.11298600046748643,0.13687,0.02388399953251356,13202,CITY OF BLUE ISLAND,5,1851.7,13528.896032731791,59437.13012347483,63999.99511798439,136966.021274191,77528.89115071618
Oak Forest,0.03001337332798097,0.13637,0.10635662667201902,13067,CITY OF OAK FOREST,23,113271.49,830618.8311212144,0,234396.98918403962,1065015.820305254,1065015.820305254
Oak Forest,0,0.13637,0.13637,13191,CITY OF OAK FOREST,1,3675.85,26954.975434479726,7155.899391361737,0,34110.87482584146,26954.975434479726
Oak Forest,0,0.13637,0.13637,13193,CITY OF OAK FOREST,1,5710.2300000000005,41873.06592359024,6469.971401334606,0,48343.037324924844,41873.06592359024
North Lake,0.03127941794606688,0.136,0.10472058205393313,20067,CITY OF NORTH LAKE,53,282900.61,2080151.5441176468,0,621328.952374444,2701480.4964920906,2701480.4964920906
North Lake,0.029257255239703434,0.13559,0.10633274476029655,20047,CITY OF NORTH LAKE,25,139948.65,1032145.8072129213,0,283992.98254072416,1316138.7897536457,1316138.7897536454
Posen,0.030846263207353036,0.13548,0.10463373679264695,13031,VILLAGE OF POSEN,20,67280.82,496610.71744907007,0,146401.96720091655,643012.6846499866,643012.6846499867
Posen,0.08600674611022632,0.13548,0.04947325388977367,13144,VILLAGE OF POSEN,4,4020.72,29677.59078830824,57982.72807794509,51592.988441393485,139253.3073076468,81270.57922970172
Chicago Ridge,0.0463139467771152,0.1354,0.08908605322288479,39055,VILLAGE OF CHICAGO RIDGE,2,10094.34,74551.9940915805,0,38757.99815540934,113309.99224698984,113309.99224698984
Worth,0.03274319280090403,0.13518,0.10243680719909597,39033,VILLAGE OF WORTH,58,304304.52,2251106.080781181,0,719549.9589815035,2970656.039762684,2970656.039762684
Worth,0,0.13518,0.13518,39156,VILLAGE OF WORTH,1,3713.48,27470.631750258915,10852.418996893031,0,38323.05074715195,27470.631750258915
Brookfield,0.02047894554598126,0.13462,0.11414105445401873,31054,VILLAGE OF BROOKFIELD,397,3328554.41,24725556.455207255,0,4436206.820257274,29161763.275464527,29161763.275464527
Brookfield,0.018306352621865418,0.13462,0.11631364737813457,31141,VILLAGE OF BROOKFIELD,7,59873.75,444761.1796166989,0,69999.99716379536,514761.1767804943,514761.1767804942
Brookfield,0.026041446005508742,0.13462,0.10857855399449125,31206,VILLAGE OF BROOKFIELD,3,21329.08,158439.16208587136,34441.836279898984,37999.99846034606,230880.99682611643,196439.1605462174
Brookfield,0.016367564397597192,0.13462,0.1182524356024028,31240,VILLAGE OF BROOKFIELD,3,29178.09,216744.094488189,0,29999.998784483734,246744.09327267273,246744.09327267273
North Lake,0.025442131570377446,0.13437,0.10892786842962254,20049,CITY OF NORTH LAKE,15,83992.53,625083.9473096674,0,145999.99301609898,771083.9403257663,771083.9403257663
North Lake,0.040882452350230705,0.13391999999999998,0.09303754764976928,31056,CITY OF NORTH LAKE,23,106910.44,798315.7108721626,0,350794.97293964494,1149110.6838118075,1149110.6838118075
South Chicago Heights,0.06863187887347547,0.13376,0.06512812112652452,12023,VILLAGE OF SOUTH CHICAGO HEIGHTS,3,6295.16,47063.0980861244,0,49594.99508641438,96658.09317253878,96658.09317253879
South Chicago Heights,0,0.13376,0.13376,12199,VILLAGE OF SOUTH CHICAGO HEIGHTS,1,5304.9,39659.838516746415,7173.145933014354,0,46832.98444976076,39659.838516746415
Brookfield,0.01902629850462552,0.13357,0.11454370149537448,34002,VILLAGE OF BROOKFIELD,148,1279145.15,9576590.177435052,0,1590720.9300347436,11167311.107469797,11167311.107469795
North Lake,0.026247392500736114,0.13351000000000002,0.1072626074992639,31077,CITY OF NORTH LAKE,1,5456.0199999999995,40866.002546625714,0,9999.999382680748,50866.00192930646,50866.00192930646
Willow Springs,0.031122553687678037,0.13295,0.10182744631232198,21046,VILLAGE OF WILLOW SPRINGS,28,151297.75,1138004.889056036,0,347819.95954071893,1485824.848596755,1485824.848596755
Forestview,0.030649569398495766,0.13263999999999998,0.10199043060150421,36010,VILLAGE OF FORESTVIEW,29,179793.09,1355496.7581423402,0,407345.9805307163,1762842.7386730567,1762842.7386730565
North Lake,0.025776487952023155,0.13243,0.10665351204797684,31058,CITY OF NORTH LAKE,2,5479.46,41376.27425809862,0,9999.999197717152,51376.273455815775,51376.273455815775
Franklin Park,0.03034017669503407,0.13191,0.10156982330496593,20026,VILLAGE OF FRANKLIN PARK,259,1249126.07,9469532.787506634,0,2828667.8921329067,12298200.67963954,12298200.67963954
Bridgeview,0,0.1313,0.1313,30022,VILLAGE OF BRIDGEVIEW,1,4976.67,37903.046458492005,0,0,37903.046458492005,37903.046458492005
Broadview,0.03179471084656815,0.13073,0.09893528915343186,31039,VILLAGE OF BROADVIEW,367,1901749.77,14547156.50577526,0,4675001.596483971,19222158.102259234,19222158.10225923
Franklin Park,0.02687442766267445,0.13031,0.10343557233732556,20028,VILLAGE OF FRANKLIN PARK,263,1457976.32,11188522.139513468,0,2906979.891888523,14095502.03140199,14095502.031401992
Oak Forest,0.02573979048389434,0.12996,0.10422020951610565,13097,CITY OF OAK FOREST,1,5262.07,40489.91997537704,0,9999.999632650868,50489.91960802791,50489.91960802791
River Grove,0.027021260266695504,0.12988,0.10285873973330449,20035,VILLAGE OF RIVER GROVE,61,363436.87,2798251.2319063754,0,735107.9259282534,3533359.1578346286,3533359.1578346286
Alsip,0.02443640516193002,0.12964,0.10520359483806999,39034,VILLAGE OF ALSIP,1,5581.26,43051.99012650416,0,9999.999290689322,53051.98941719349,53051.98941719349
Bridgeview,0.018690815000182645,0.1292,0.11050918499981736,39068,VILLAGE OF BRIDGEVIEW,9,67222.6,520298.76160990715,0,87999.99654409695,608298.7581540041,608298.7581540041
Hillside,0.024438003113565185,0.12861,0.10417199688643482,31032,VILLAGE OF HILLSIDE,17,109129.96,848534.0175725061,0,199059.99292697784,1047594.0104994838,1047594.0104994839
Bridgeview,0.024429072015425518,0.12841,0.10398092798457448,21028,VILLAGE OF BRIDGEVIEW,46,296878.08,2311954.52067596,0,543165.9880008019,2855120.5086767618,2855120.5086767618
Stickney,0.029058690112415353,0.12797,0.09891130988758465,36013,VILLAGE OF STICKNEY,214,1119785.13,8750372.196608579,0,2570730.832687725,11321103.029296305,11321103.029296303
Oak Lawn,0.023440553609929166,0.12777,0.10432944639007083,39022,VILLAGE OF OAK LAWN,71,436143.41,3413504.0306801284,0,766939.9867196262,4180444.0173997544,4180444.0173997544
Schiller Park,0.02532989338012502,0.12767,0.10234010661987498,20023,VILLAGE OF SCHILLER PARK,88,492029.85,3853919.088274457,0,953871.9747890363,4807791.063063494,4807791.063063493
Schiller Park,0,0.12767,0.12767,20195,VILLAGE OF SCHILLER PARK,1,6755.16,52911.09892692097,0,0,52911.09892692097,52911.09892692097
Morton Grove,0.019970158424012924,0.12765,0.10767984157598709,24020,VILLAGE OF MORTON GROVE,52,414136.6,3244313.356835095,0,601685.986577327,3845999.3434124226,3845999.343412422
Evergreen Park,0.025979069041574404,0.12732,0.10134093095842558,39018,VILLAGE OF EVERGREEN PARK,924,4643444.58,36470661.16870877,0,9349369.65284487,45820030.82155364,45820030.82155364
Alsip,0.03826315683453742,0.12724,0.08897684316546257,39037,VILLAGE OF ALSIP,35,169759.55,1334168.1075133607,0,573738.983372217,1907907.0908855775,1907907.0908855777
Franklin Park,0.029546334772297747,0.12722,0.09767366522770225,20025,VILLAGE OF FRANKLIN PARK,102,489070.67,3844290.7561704135,0,1162899.9626364557,5007190.718806869,5007190.718806869
Franklin Park,0.023341329753743215,0.12717,0.10382867024625679,20024,VILLAGE OF FRANKLIN PARK,39,208246.43,1637543.681685932,0,368129.9873121319,2005673.668998064,2005673.668998064
Berwyn,0.028799246363266057,0.12712,0.09832075363673395,11001,CITY OF BERWYN,326,1735781.03,13654665.119572056,0,3999603.8500617226,17654268.96963378,17654268.96963378
Steger,0.016102705989232288,0.127,0.11089729401076771,12228,VILLAGE OF STEGER,7,34985.3,275474.80314960633,0,39999.98198449314,315474.7851340995,315474.7851340995
Hanover Park,0.011175150884372348,0.12639,0.11521484911562765,18027,VILLAGE OF HANOVER PARK,2,13030.7,103099.13758999921,0,9999.999370399122,113099.13696039833,113099.13696039833
Hanover Park,0.05029146949015387,0.12639,0.07609853050984614,18115,VILLAGE OF HANOVER PARK,1,1912.47,15131.497745074768,22491.573700450987,9999.999370399122,47623.070815924875,25131.49711547389
Morton Grove,0.01876746695622729,0.12625,0.10748253304377271,24021,VILLAGE OF MORTON GROVE,21,104767.36,829840.4752475248,0,144897.99651265464,974738.4717601794,974738.4717601794
Oak Forest,0.03170891741709883,0.12605,0.09434108258290116,13055,CITY OF OAK FOREST,2,14075.88,111669.02023006743,0,37532.99881217729,149202.01904224473,149202.0190422447
Steger,0.037498601778296656,0.12598,0.08848139822170335,12026,VILLAGE OF STEGER,32,62276.55,494336.79949198285,0,209500.9703854416,703837.7698774245,703837.7698774245
Steger,0.03205160001393752,0.12598,0.09392839998606249,12136,VILLAGE OF STEGER,2,7383.78,58610.731862200344,0,19999.997172848016,78610.72903504835,78610.72903504837
Steger,0.04120186627791139,0.12598,0.08477813372208862,12225,VILLAGE OF STEGER,3,5184.4,41152.563899031586,5056.596285124622,19999.997172848016,66209.15735700422,61152.5610718796
Melrose Park,0.02296024731914019,0.12587,0.10290975268085982,20038,VILLAGE OF MELROSE PARK,18,98078.63,779205.7678557241,0,173848.9956141491,953054.7634698732,953054.7634698732
Chicago Ridge,0,0.12576,0.12576,39045,VILLAGE OF CHICAGO RIDGE,1,5617.820000000001,44670.96055979644,0,0,44670.96055979644,44670.96055979644
Chicago Ridge,0,0.12576,0.12576,39181,VILLAGE OF CHICAGO RIDGE,1,2898.64,23048.982188295162,17103.053435114503,0,40152.03562340967,23048.982188295162
Franklin Park,0.03103240046794338,0.12561999999999998,0.0945875995320566,20029,VILLAGE OF FRANKLIN PARK,21,109284.6,869961.7895239614,0,285417.9911307157,1155379.780654677,1155379.7806546772
Hometown,0.019007744637737925,0.12561999999999998,0.10661225536226206,39048,CITY OF HOMETOWN,5,28183.52,224355.3574271613,0,39999.99181701413,264355.3492441754,264355.3492441754
River Grove,0.029155039541957917,0.12522,0.09606496045804208,20032,VILLAGE OF RIVER GROVE,111,614243.24,4905312.569877016,0,1488727.848931885,6394040.418808902,6394040.418808902
River Grove,0.048729933960851055,0.12522,0.07649006603914894,20254,VILLAGE OF RIVER GROVE,2,7075.96,56508.22552307938,30424.692541127617,35999.99634691352,122932.91441112051,92508.2218699929
Elmwood Park,0.022487193546319978,0.12509,0.10260280645368003,20031,VILLAGE OF ELMWOOD PARK,920,7142829.76,57101524.98201294,0,12514794.56012966,69616319.5421426,69616319.5421426
Oak Park,0.011083406515012884,0.12503999999999998,0.1139565934849871,27014,VILLAGE OF OAK PARK,30,388259.25,3105080.3742802306,0,301999.7965670153,3407080.170847246,3407080.170847246
Lyons,0.028017338279613557,0.12499,0.09697266172038645,34005,VILLAGE OF LYONS,1,7787,62300.984078726295,0,17999.998299722203,80300.9823784485,80300.9823784485
Worth,0.021982944205456365,0.12486999999999998,0.10288705579454362,30012,VILLAGE OF WORTH,18,102859.79,823735.0044045808,0,175999.98855120878,999734.9929557896,999734.9929557896
Chicago Ridge,0.028211502119054002,0.12486000000000001,0.09664849788094601,39032,VILLAGE OF CHICAGO RIDGE,78,406741.82,3257583.0530193816,0,950881.940415225,4208464.993434606,4208464.993434606
Oak Park,0.014218709879543101,0.12462,0.1104012901204569,27001,VILLAGE OF OAK PARK,3923,48988423.42,393102418.7128872,0,50628115.29219185,443730534.00507903,443730534.0050791
Oak Park,0.006553989121153875,0.12462,0.11806601087884612,27013,VILLAGE OF OAK PARK,6,89798.05,720574.947841438,0,39999.9994407786,760574.9472822166,760574.9472822166
Lyons,0.023395116853853967,0.12426,0.10086488314614603,21054,VILLAGE OF LYONS,6,35358.19,284550.0563334943,0,65999.99535068302,350550.05168417736,350550.05168417736
Broadview,0.03928417380510359,0.12383,0.08454582619489641,31042,VILLAGE OF BROADVIEW,153,604301.71,4880091.334894613,0,2267531.8796086535,7147623.214503268,7147623.214503267
Bartlett,0.02140136880549018,0.12375,0.10234863119450982,18018,VILLAGE OF BARTLETT,35,202183.99,1633810.0202020202,0,341633.9856465459,1975444.005848566,1975444.005848566
Bartlett,0.021501165755686863,0.12374999999999999,0.10224883424431312,18114,VILLAGE OF BARTLETT,1,10592.88,85599.0303030303,0,17999.999243745722,103599.02954677603,103599.02954677603
Hickory Hills,0.00709563082274986,0.12341999999999999,0.11632436917725013,30019,CITY OF HICKORY HILLS,3,20233.23,163938.01652892563,0,9999.99958160634,173938.01611053193,173938.01611053196
Elgin,0,0.1234,0.1234,18017,CITY OF ELGIN,1,53190.85,431044.1653160454,0,0,431044.1653160454,431044.1653160454
Wheeling,0.010425102768550715,0.12339000000000001,0.1129648972314493,38164,VILLAGE OF WHEELING,4,37437.01,303403.92252208444,0,27999.999559098,331403.9220811825,331403.9220811824
Wheeling,0.017186835426208955,0.12339,0.10620316457379105,38055,VILLAGE OF WHEELING,48,385624.18,3125246.616419483,0,505757.99203608156,3631004.6084555644,3631004.6084555644
Wheeling,0,0.12339,0.12339,38224,VILLAGE OF WHEELING,1,7927.69,64249.04773482454,22408.86619661237,0,86657.91393143691,64249.04773482454
Oak Lawn,0.027992336274826876,0.12337999999999999,0.09538766372517311,39021,VILLAGE OF OAK LAWN,330,1486478.43,12047969.119792512,0,3535580.9111924027,15583550.030984914,15583550.030984914
Burbank,0.02568765065433981,0.12289,0.09720234934566019,36004,CITY OF BURBANK,229,1169024.57,9512772.153958825,0,2513938.9067259817,12026711.060684808,12026711.060684808
Melrose Park,0.0175602928704411,0.12276999999999999,0.10520970712955889,31018,VILLAGE OF MELROSE PARK,13,67671.24,551203.3884499471,0,91999.9988255948,643203.3872755419,643203.3872755419
Riverside,0.01544506007101816,0.12257,0.10712493992898184,34006,VILLAGE OF RIVERSIDE,713,8447523.92,68919996.08387044,0,9936747.505439954,78856743.5893104,78856743.5893104
Prospect Heights,0.008853468187544497,0.12247,0.1136165318124555,38207,CITY OF PROSPECT HEIGHTS,3,31433.14,256659.91671429737,0,19999.997987957777,276659.91470225516,276659.91470225516
Hillside,0.026280679052584535,0.12246000000000001,0.09617932094741548,31034,VILLAGE OF HILLSIDE,120,672535.19,5491876.449452882,0,1500636.945060456,6992513.394513339,6992513.394513338
Broadview,0.03197061355440951,0.12240999999999999,0.09043938644559048,31094,VILLAGE OF BROADVIEW,9,46877.58,382955.47749366885,0,135375.99115469676,518331.4686483656,518331.4686483656
Riverside,0.011983654626471815,0.12183999999999999,0.10985634537352817,21048,VILLAGE OF RIVERSIDE,17,183176.43,1503417.8430728826,0,163999.9958982979,1667417.8389711804,1667417.8389711806
La Grange Park,0.016275963265774823,0.12180999999999997,0.10553403673422515,31051,VILLAGE OF LA GRANGE PARK,111,1038065.89,8522008.784172073,0,1314304.9030816865,9836313.68725376,9836313.68725376
Streamwood,0.023155413748589218,0.12175000000000001,0.09859458625141079,18023,VILLAGE OF STREAMWOOD,5,29030.699999999997,238445.17453798762,0,55999.99840460482,294445.1729425924,294445.1729425924
Willow Springs,0.01407071571287219,0.12143999999999999,0.1073692842871278,30084,VILLAGE OF WILLOW SPRINGS,1,9266.71,76306.90052700922,0,9999.998708892268,86306.89923590148,86306.89923590148
Chicago Ridge,0.02059052052581578,0.12137,0.10077947947418422,39030,VILLAGE OF CHICAGO RIDGE,6,30890.11,254511.90574277003,0,51999.99689027384,306511.9026330439,306511.9026330439
Skokie,0.018585628712029525,0.12061,0.10202437128797047,24026,VILLAGE OF SKOKIE,232,1840275.76,15258069.480142608,0,2779539.9338443805,18037609.413986992,18037609.41398699
Skokie,0,0.12061,0.12061,24109,VILLAGE OF SKOKIE,2,8601.82,71319.29359091286,102257.85589917918,0,173577.14949009204,71319.29359091286
Hickory Hills,0.029816891878869392,0.12029,0.0904731081211306,30017,CITY OF HICKORY HILLS,17,91523.17,760854.3519827084,0,250751.99050597343,1011606.3424886819,1011606.3424886819
Oak Lawn,0.02515290849936555,0.11968000000000001,0.09452709150063446,39029,VILLAGE OF OAK LAWN,22,141197.37,1179790.8589572192,0,313932.97998108435,1493723.8389383035,1493723.8389383035
Skokie,0.018767891330094946,0.11960000000000001,0.10083210866990507,24027,VILLAGE OF SKOKIE,427,3296495.43,27562670.819397993,0,5130242.911006724,32692913.730404716,32692913.73040472
Berkeley,0.02869480174843486,0.11902,0.09032519825156514,31023,VILLAGE OF BERKELEY,2,10490.18,88137.96000672157,0,27999.9528133948,116137.91282011637,116137.91282011637
Hanover Park,0,0.11776,0.11776,35022,VILLAGE OF HANOVER PARK,1,6973.63,59219.004755434784,0,0,59219.004755434784,59219.004755434784
Palos Hills,0.025251158761597822,0.11775999999999999,0.09250884123840217,30031,CITY OF PALOS HILLS,33,188951.79,1604549.8471467393,0,437976.980241112,2042526.8273878512,2042526.8273878512
Oak Lawn,0.018564350340387142,0.11773,0.09916564965961286,39005,VILLAGE OF OAK LAWN,22,85847.31999999999,729188.1423596364,0,136507.99632015673,865696.1386797931,865696.1386797931
Buffalo Grove,0.007622498569775649,0.11765999999999999,0.11003750143022434,38077,VILLAGE OF BUFFALO GROVE,2,16985.26,144358.83052864185,0,9999.999681352409,154358.83020999425,154358.83020999425
Hickory Hills,0.028389378941051244,0.1174,0.08901062105894876,21003,CITY OF HICKORY HILLS,5,35344.37,301059.3696763203,0,96020.99645877954,397080.36613509984,397080.36613509984
Oak Lawn,0.026553770512186353,0.11728,0.09072622948781364,39028,VILLAGE OF OAK LAWN,3,18856.629999999997,160782.99795361527,0,47057.99914781086,207840.99710142612,207840.99710142612
Lynwood,0.016911083867041113,0.11700999999999999,0.10009891613295888,12041,VILLAGE OF LYNWOOD,5,31859.48,272279.97607042134,0,45999.99369150747,318279.9697619288,318279.96976192883
Broadview,0.015475722884704973,0.11651,0.10103427711529503,31043,VILLAGE OF BROADVIEW,9,45638.59,391713.93013475236,0,59999.99609960497,451713.9262343573,451713.92623435735
Berkeley,0,0.11644,0.11644,31029,VILLAGE OF BERKELEY,1,7295.429999999999,62653.984884919264,0,0,62653.984884919264,62653.984884919264
Prospect Heights,0,0.11496000000000002,0.11496000000000002,38004,CITY OF PROSPECT HEIGHTS,1,10721.96,93266.87543493387,0,0,93266.87543493387,93266.87543493387
Tinley Park,0.01592012929206224,0.11491000000000001,0.09898987070793777,28013,VILLAGE OF TINLEY PARK,12,86454.45,752366.6347576363,0,120999.99742109845,873366.6321787349,873366.6321787348
Palos Heights,0.023537147437334274,0.11481999999999999,0.09128285256266572,39073,CITY OF PALOS HEIGHTS,58,394906.03,3439348.8068280793,0,886830.9620271601,4326179.768855239,4326179.768855239
Elgin,0.028841551891030368,0.11476000000000001,0.08591844810896965,18015,CITY OF ELGIN,47,166972.04,1454967.2359707213,0,488410.97528643237,1943378.211257154,1943378.2112571537
Elgin,0,0.11476000000000001,0.11476000000000001,18146,CITY OF ELGIN,5,23643.32,206024.0501917044,0,0,206024.0501917044,206024.0501917044
Lyons,0.026614567508431733,0.11468999999999999,0.08807543249156825,21049,VILLAGE OF LYONS,178,767041.05,6687950.562385562,0,2020959.8374973044,8708910.399882866,8708910.399882866
Brookfield,0.023547819781466944,0.11463000000000001,0.09108218021853307,21301,VILLAGE OF BROOKFIELD,2,8867.7,77359.33001831982,30423.711070400423,19999.999531365633,127783.04062008589,97359.32954968544
Brookfield,0.021926566268711006,0.11463,0.09270343373128899,21037,VILLAGE OF BROOKFIELD,128,745764.98,6505844.717787664,0,1538786.9639435767,8044631.681731241,8044631.681731241
Brookfield,0.018243007062698935,0.11463,0.09638699293730106,21163,VILLAGE OF BROOKFIELD,1,6056.4800000000005,52835.03445869319,0,9999.999765682816,62835.03422437601,62835.03422437601
Brookfield,0.00874948419844046,0.11463,0.10588051580155954,21177,VILLAGE OF BROOKFIELD,4,27743.54,242026.8690569659,0,19999.999531365633,262026.86858833153,262026.86858833153
Brookfield,0.01938149978194345,0.11463,0.09524850021805654,21239,VILLAGE OF BROOKFIELD,1,5633.38,49144.028613800925,0,9999.999765682816,59144.028379483745,59144.028379483745
Brookfield,0,0.11463,0.11463,21311,VILLAGE OF BROOKFIELD,1,6599.92,57575.85274360988,4520.195411323388,0,62096.04815493326,57575.85274360988
Rolling Meadows,0.006970084891638112,0.11442999999999998,0.10745991510836186,29074,CITY OF ROLLING MEADOWS,2,17642.02,154173.0315476711,0,9999.999691092738,164173.03123876383,164173.03123876383
Elgin,0,0.11441000000000001,0.11441000000000001,18030,CITY OF ELGIN,1,6577.08,57486.93296040555,0,0,57486.93296040555,57486.93296040555
Elgin,0.02280311228865227,0.11441000000000001,0.09160688771134774,18148,CITY OF ELGIN,2,4596.19,40172.974390350486,43934.00926492439,9999.999660274852,94106.98331554972,50172.97405062534
Rolling Meadows,0.01534009862347574,0.11407,0.098729901376524265,29061,CITY OF ROLLING MEADOWS,3,20556.54,180209.8711317612,0,27999.999569961994,208209.8707017232,208209.8707017232
Justice,0.02237751829001068,0.11392,0.09154248170998931,21078,VILLAGE OF JUSTICE,43,257731.81,2262392.99508427,0,553040.9453730787,2815433.9404573482,2815433.9404573487
Justice,0.018996809409103255,0.11392,0.09492319059089674,21252,VILLAGE OF JUSTICE,2,11384.7,99935.91994382023,0,19999.99802448928,119935.91796830953,119935.91796830951
Rolling Meadows,0.017270335694128947,0.11384999999999998,0.09657966430587103,29016,CITY OF ROLLING MEADOWS,4,30560.41,268426.9653052262,0,47999.99910432231,316426.9644095485,316426.96440954856
Forest Park,0.014150052876378882,0.11338,0.09922994712362111,31038,VILLAGE OF FOREST PARK,311,2740811.5,24173677.015346624,0,3447132.8253105003,27620809.840657122,27620809.840657122
Forest Park,0.016146200834653207,0.11338,0.09723379916534679,31197,VILLAGE OF FOREST PARK,1,6827.84,60220.85023813724,7183.1010760275185,9999.999493232492,77403.95080739724,70220.84973136973
Oak Lawn,0.025225177179397068,0.11334,0.08811482282060293,39023,VILLAGE OF OAK LAWN,186,681700.73,6014652.638080113,0,1721851.9383168262,7736504.576396939,7736504.576396938
Oak Lawn,0.02177016668390669,0.11334,0.09156983331609331,39077,VILLAGE OF OAK LAWN,10,57317.43,505712.28163049236,0,120229.99569291205,625942.2773234043,625942.2773234044
Crestwood,0.011342864462243418,0.11321999999999997,0.10187713553775656,13035,VILLAGE OF CRESTWOOD,6,30506.92,269448.1540363894,0,29999.9982793367,299448.15231572604,299448.1523157261
Arlington Heights,0.020958118181010538,0.11287,0.09191188181898946,29044,VILLAGE OF ARLINGTON HEIGHTS,1,8909.85,78939.04491893329,0,17999.99956224695,96939.04448118024,96939.04448118023
Crestwood,0.018898619158024335,0.1127,0.09380138084197566,39040,VILLAGE OF CRESTWOOD,1,5593.75,49633.98402839397,0,9999.999499243233,59633.9835276372,59633.9835276372
Prospect Heights,0.03275130250911357,0.11252999999999999,0.07977869749088642,38153,CITY OF PROSPECT HEIGHTS,1,8169.88,72601.7950768684,0,29804.990906736963,102406.78598360534,102406.78598360535
Palatine,0.015296438040205834,0.11208,0.09678356195979416,29046,VILLAGE OF PALATINE,6,53226.83,474900.33904354036,0,75056.99794837045,549957.3369919108,549957.3369919108
Hoffman Estates,0.014562483472980808,0.11158,0.09701751652701919,35013,VILLAGE OF HOFFMAN ESTATES,8,57982.33,519648.05520702637,0,77999.99924355352,597648.0544505798,597648.0544505799
Merrionette Park,0.018154717076490412,0.11158,0.09342528292350959,39019,VILLAGE OF MERRIONETTE PARK,23,110666.21,991810.4499014161,0,192731.9623555117,1184542.4122569277,1184542.4122569277
Crestwood,0.04560156676143594,0.11085,0.06524843323856407,13028,VILLAGE OF CRESTWOOD,1,2854.95,25755.07442489851,0,17999.999195974673,43755.073620873176,43755.07362087318
Crestwood,0.02296403399150873,0.11076000000000001,0.08779596600849128,39020,VILLAGE OF CRESTWOOD,1,4234.57,38231.94293968941,0,9999.99973966386,48231.94267935327,48231.94267935327
Rolling Meadows,0.019098880786743072,0.11029,0.09119111921325693,29015,CITY OF ROLLING MEADOWS,156,997462.85,9044000.816030465,0,1894156.9629892446,10938157.77901971,10938157.77901971
Prospect Heights,0.014539951430647416,0.1092,0.09466004856935259,38009,CITY OF PROSPECT HEIGHTS,49,435539.43,3988456.3186813183,0,612633.9679024923,4601090.28658381,4601090.286583811
Brookfield,0.01886728441289838,0.10896,0.09009271558710162,21036,VILLAGE OF BROOKFIELD,225,1235174.36,11336034.875183554,0,2374000.969011127,13710035.844194682,13710035.84419468
Brookfield,0.014893903879654682,0.10896,0.09406609612034532,21184,VILLAGE OF BROOKFIELD,13,75697.99,694731.9199706315,0,109999.99856412192,804731.9185347534,804731.9185347534
Brookfield,0.008937299209300725,0.10896,0.10002270079069928,21238,VILLAGE OF BROOKFIELD,2,12194.37,111916.0242290749,0,9999.999869465628,121916.02409854053,121916.02409854053
Brookfield,0,0.10896,0.10896,21300,VILLAGE OF BROOKFIELD,1,4272.66,39213.10572687224,22915.932452276065,0,62129.03817914831,39213.10572687224
Skokie,0.017816001905990544,0.10855000000000002,0.09073399809400948,24028,VILLAGE OF SKOKIE,136,921259.89,8486963.519115614,0,1666450.960046682,10153414.479162296,10153414.479162296
Palatine,0.012883022746629266,0.10852,0.09563697725337074,29020,VILLAGE OF PALATINE,1,8055.969999999999,74234.88757832657,0,9999.99971487325,84234.88729319982,84234.88729319982
Crestwood,0.014739250120722108,0.10845,0.0937107498792779,13037,VILLAGE OF CRESTWOOD,6,27580.59,254316.1825726141,0,39999.998180719624,294316.1807533337,294316.1807533337
Palatine,0.050235210447142235,0.10816000000000002,0.057924789552857785,29146,VILLAGE OF PALATINE,6,8231.27,76102.71819526626,346679.08653846156,65999.999199827,488781.80393355485,142102.71739509326
Palatine,0.01493375514430606,0.10816,0.09322624485569395,29007,VILLAGE OF PALATINE,194,1537302.01,14213221.246301774,0,2276791.972396553,16490013.218698326,16490013.218698326
Palatine,0.035061511561687325,0.10816,0.07309848843831268,29134,VILLAGE OF PALATINE,6,38972.75,360324.98150887573,0,172828.99790465,533153.9794135257,533153.9794135257
Palatine,0.011158236702256755,0.10815999999999999,0.09700176329774324,29148,VILLAGE OF PALATINE,1,9402.66,86932.87721893491,0,9999.999878761668,96932.87709769658,96932.87709769658
Deer Park,0.01353870171033554,0.10786,0.09432129828966446,29159,VILLAGE OF DEER PARK,1,7514.379999999999,69667.90283701093,0,9999.999707364988,79667.90254437592,79667.90254437592
Morton Grove,0.016469937336582557,0.10682,0.09035006266341744,24017,VILLAGE OF MORTON GROVE,200,1539260.44,14409852.462085752,0,2626775.8990281965,17036628.36111395,17036628.361113947
Morton Grove,0.045745143704957955,0.10682,0.06107485629504204,24062,VILLAGE OF MORTON GROVE,3,5419.43,50734.225800411914,239655.86968732448,37999.9985393012,328390.0940270376,88734.22433971311
Broadview,0.032505626985645145,0.10675000000000001,0.07424437301435487,31041,VILLAGE OF BROADVIEW,101,350039.61,3279059.578454332,0,1435635.9033476512,4714695.481801983,4714695.481801983
Broadview,0.03765901931967959,0.10675000000000001,0.06909098068032042,31175,VILLAGE OF BROADVIEW,10,29222.16,273743.887587822,0,149207.98995476318,422951.87754258513,422951.87754258513
