muni_mc_year,muni_mc_clean_name,muni_mc_major_class_code,muni_mc_mean_fmv_all,muni_mc_median_fmv_all,muni_mc_min_fmv_all,muni_mc_quant25_all_fmv,muni_mc_quant50_all_fmv,muni_mc_quant75_all_fmv,muni_mc_max_fmv_all,muni_mc_PC_major_class,muni_mc_parcels,muni_mc_PC_residential,muni_mc_PC_industrial,muni_mc_PC_commercial,muni_mc_PC_inTIF,muni_mc_PC_withincents,muni_mc_PC_incents_inTIFs,muni_mc_PC_claimed_exe,muni_mc_fmv_incentive,muni_mc_fmv_taxed,muni_mc_fmv_inTIF,muni_mc_fmv_exempt,muni_mc_fmv_abated,muni_mc_fmv_tif_increment,muni_mc_fmv_abates_inTIF,muni_mc_fmv_incents_inTIF,muni_mc_fmv_untaxable_value,muni_mc_fmv_residential,muni_mc_fmv_c2_res,muni_mc_fmv_industrial,muni_mc_fmv_indust_incent,muni_mc_fmv_commercial,muni_mc_fmv_commerc_incent,muni_mc_fmv,muni_mc_zero_bill,muni_mc_levy,muni_mc_current_rate_avg,muni_mc_eav_taxed,muni_mc_eav_c2_taxed,muni_mc_eav_res_taxed,muni_mc_eav_taxed_commerc,muni_mc_eav_taxed_indust,muni_mc_min_TC_rate,muni_mc_max_TC_rate,muni_mc_avg_C2_bill_noexe,muni_mc_avg_C2_bill_withexe,muni_mc_final_tax_to_dist,muni_mc_final_tax_to_tif,muni_mc_zero_bills,muni_mc_exempt_allexemptions_eav,muni_mc_exempt_GHE_eav,muni_mc_exempt_SR_eav,muni_mc_exempt_FR_eav,muni_mc_exempt_LTHO_eav,muni_mc_exempt_DIS_eav,muni_mc_exempt_VET_eav,muni_mc_has_HO_exemp,muni_mc_has_SR_exemp,muni_mc_has_FR_exemp,muni_mc_has_LTHO_exemp,muni_mc_has_DI_exemp,muni_mc_has_VR_exemp,muni_mc_has_DV_exemp,muni_mc_has_AB_exemp,muni_mc_total_billed,muni_mc_range_TC_rate,muni_mc_effective_rate,muni_mc_pct_eav_taxed,muni_mc_pct_fmv_taxed,muni_mc_pct_fmv_w_incentclass,muni_mc_pct_fmv_inTIF,muni_mc_pct_fmv_in_tif_increment,muni_mc_pct_fmv_untaxable_value,muni_mc_pct_fmv_incents_inTIFs
2017,Evanston,3,1317562.027729636,580050,20,118360,580050,1454840,3384047,577,405,577,0,0,20,0,0,5,0,705950794,74355160,8284335,0,45413448,0,0,5369778,760233290,0,0,0,0,0,760233290,2,18977287.601180617,0.091,209152041.8756933,0,209152041.8756933,0,0,0.09,0.094,NA,NA,18977287.601180617,1222194.878819384,2,2454400,0,2454400,0,0,0,0,0,5,0,0,0,0,0,0,20199482.48,0.004,2.496,0.091,0.929,0,0.098,0.06,0.007,0
2017,Evanston,4,2656625.1428571427,3614124,511252,759922,3614124,4152490,1161544,7,7,0,0,7,0,0,0,0,0,18596376,0,0,0,0,0,0,0,0,0,0,0,18596376,0,18596376,0,1251776.1300000001,0.091,13773871.160642903,0,0,13773871.160642903,0,0.09,0.091,NA,NA,1251776.1300000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1251776.13,0.001,6.731,0.091,1,0,0,0,0,0
2017,Evanston,5A,1067185.069364162,326502,4,151662,326502,753726,7334035,692,655,0,0,692,137,0,0,1,0,688018385,124852996,13501,0,50460158,0,0,12618415,0,0,0,0,738492068,0,738492068,2,46466859.87855147,0.091,509598017.0138327,0,0,509598017.0138327,0,0.09,0.094,NA,NA,46466859.87855147,3410208.701448535,2,10000,10000,0,0,0,0,0,1,0,0,0,0,0,0,0,49877068.58,0.004,6.292,0.091,0.932,0,0.169,0.068,0.017,0
2017,Evanston,5B,365289.4789915966,251956,9968,81442,251956,471650,882275,119,119,0,119,0,50,0,0,0,0,42522164,19091368,0,0,947289,0,0,236822,0,0,43469448,0,0,0,43469448,0,2858248.102348046,0.091,31495103.71304087,0,0,0,31495103.71304087,0.09,0.094,NA,NA,2858248.102348046,63189.09765195415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2921437.2,0.004,6.575,0.091,0.978,0,0.439,0.022,0.005,0
2017,Evanston,6B,495535,495535,40660,268098,495535,722972,95041,2,2,0,2,0,0,2,0,0,991070,991069,0,0,0,0,0,0,148660,0,0,991070,991070,0,0,991070,0,26790.260000000002,0.091,293624.06839105656,0,0,0,293624.06839105656,0.091,0.091,NA,NA,26790.260000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26790.26,0,2.703,0.091,1,1,0,0,0.15,0
2017,Evanston,6C,246280,246280,62560,154420,246280,338140,43000,2,2,0,2,0,0,2,0,0,492560,492561,0,0,0,0,0,0,73884,0,0,492560,492560,0,0,492560,0,13142.54,0.09,145930.93493226738,0,0,0,145930.93493226738,0.09,0.09,NA,NA,13142.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13142.54,0,2.668,0.09,1,1,0,0,0.15,0
2017,Evanston,7A,2745050,2745050,391850,1568450,2745050,3921650,509825,2,2,0,0,2,0,2,0,0,5490100,5490100,0,0,0,0,0,0,823515,0,0,0,0,5490100,5490100,5490100,0,148406.61,0.091,1626552.0604997806,0,0,1626552.0604997806,0,0.091,0.091,NA,NA,148406.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148406.61,0,2.703,0.091,1,1,0,0,0.15,0
2017,Evanston,9,460149.1666666667,484120,13650,200878,484120,728538,102477,12,12,0,0,0,4,0,0,0,0,5434309,1302230,0,0,87482,0,0,8748,0,0,0,0,0,0,5521790,0,145310.2364094349,0.09,1610022.7532559326,0,0,0,0,0.09,0.091,NA,NA,145310.2364094349,2334.2035905651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147644.44,0.001,2.632,0.09,0.984,0,0.236,0.016,0.002,0
2017,Evergreen Park,0,0,0,0,0,0,0,0,223,223,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0.126,0,0,0,0,0,0.126,0.126,NA,NA,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
2017,Evergreen Park,1,30650.872483221476,17180,1360,15810,17180,28660,29267,149,149,0,0,0,1,0,0,0,0,4465540,228750,0,0,101397,0,0,10140,0,0,0,0,0,0,4566980,0,167135.27655944473,0.126,1323005.4346508726,0,0,0,0,0.126,0.126,NA,NA,167135.27655944473,3795.083440555282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170930.36,0,3.66,0.126,0.978,0,0.05,0.022,0.002,0
2017,Evergreen Park,2,152125.39052814283,156865,700,110182,156865,187792,59066,8066,7946,8066,0,0,40,0,0,6374,0,952896662,9454780,273494586,0,630270,0,0,27412486,1227043400,1227043400,0,0,0,0,1227043400,61,35664815.3004873,0.126,282314694.05910945,282314694.05910945,282314694.05910945,0,0,0.126,0.126,4873.003,4305.504,35664815.3004873,23589.629512700143,61,81028240.9971,55719250,10753627,12877207,0,180292,1497864.9971,6374,1523,860,0,100,1,55,0,35688404.93,0,2.907,0.126,0.777,0,0.008,0.001,0.022,0
2017,Evergreen Park,3,551478.6666666666,199200,28930,142890,199200,512400,887639,45,45,45,0,0,8,0,0,0,0,24816539,2342520,0,0,0,0,0,0,24816540,0,0,0,0,0,24816540,0,928828.17,0.126,7352395.867964854,0,7352395.867964854,0,0,0.126,0.126,NA,NA,928828.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928828.17,0,3.743,0.126,1,0,0.094,0,0,0
2017,Evergreen Park,4,140213.33333333334,98734,4196,43322,98734,224220,87179,6,6,0,0,6,0,0,0,0,0,841281,0,0,0,0,0,0,0,0,0,0,0,841280,0,841280,0,78718.25,0.126,623116.0452782395,0,0,623116.0452782395,0,0.126,0.126,NA,NA,78718.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78718.25,0,9.357,0.126,1,0,0,0,0,0
2017,Evergreen Park,5A,467479.86967418547,125724,4464,62368,125724,298002,3229344,399,387,0,0,399,176,0,0,0,0,173644850,39918968,0,0,12879620,0,0,3219905,0,0,0,0,186524468,0,186524468,0,16915852.3279067,0.127,128614399.09270637,0,0,128614399.09270637,0,0.126,0.192,NA,NA,16915852.3279067,1205139.2820932972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18120991.61,0.065,9.069,0.132,0.931,0,0.214,0.069,0.017,0
2017,Evergreen Park,5B,131351.38461538462,79668,23256,67520,79668,139605,174607,52,52,0,52,0,8,0,0,0,0,6550664,810836,0,0,279611,0,0,69903,0,0,6830272,0,0,0,6830272,0,612942.1412875996,0.126,4851912.778339267,0,0,0,4851912.778339267,0.126,0.126,NA,NA,612942.1412875996,26163.05871240045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639105.2,0,8.974,0.126,0.959,0,0.119,0.041,0.01,0
2017,Evergreen Park,8,8999980,8999980,8999980,8999980,8999980,8999980,899998,1,1,0,0,1,0,1,0,0,8999980,8999980,0,0,0,0,0,0,1349997,0,0,0,0,8999980,8999980,8999980,0,511340.13,0.192,2666423.9974970017,0,0,2666423.9974970017,0,0.192,0.192,NA,NA,511340.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511340.13,0,5.682,0.192,1,1,0,0,0.15,0
2017,Flossmoor,0,0,0,0,0,0,0,0,155,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0.171,0,0,0,0,0,0.164,0.172,NA,NA,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,NA,NA,NA,NA,NA,NA,NA,NA
2017,Flossmoor,1,75586.63865546219,26250,10,8700,26250,79955,136771,119,119,0,0,0,0,0,0,0,0,8994596,0,0,0,0,0,0,0,0,0,0,0,0,0,8994810,22,456170.47000000003,0.171,2664828.9631517236,0,0,0,0,0.164,0.172,NA,NA,456170.47000000003,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456170.47,0.008,5.071,0.171,1,0,0,0,0,0
2017,Flossmoor,2,211751.33786255552,205440,0,153295,205440,256415,104126,3827,3483,3827,0,0,0,0,0,2982,0,670505498,0,140100099,0,0,0,0,14010010,810372370,810372370,0,0,0,0,810372370,79,34106852.86,0.172,198650663.8653587,198650663.8653587,198650663.8653587,0,0,0.164,0.172,8579.033,9006.563,34106852.86,0,79,41507456.4314,28967256,7394750,3498684,13543,94000,1539223.4314,2976,954,300,1,47,0,43,0,34106852.86,0.008,4.209,0.172,0.827,0,0,0,0.017,0
2017,Flossmoor,3,823843.3333333334,676010,45870,463368,676010,881490,220270,6,6,6,0,0,0,0,0,0,0,4943062,0,0,0,0,0,0,0,4943060,0,0,0,0,0,4943060,0,251700.35,0.172,1464481.003083726,0,1464481.003083726,0,0,0.172,0.172,NA,NA,251700.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251700.35,0,5.092,0.172,1,0,0,0,0,0
2017,Flossmoor,4,132837.33333333334,52620,1724,8012,52620,65948,213517,9,9,0,0,9,0,0,0,0,0,1195535,0,0,0,0,0,0,0,0,0,0,0,1195536,0,1195536,0,151677.8,0.171,885502.9482164748,0,0,885502.9482164748,0,0.171,0.171,NA,NA,151677.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151677.8,0,12.687,0.171,1,0,0,0,0,0
2017,Flossmoor,5A,670770.6849315069,124840,2536,64124,124840,487216,4510609,73,59,0,0,73,0,0,0,0,0,48966258,0,0,0,0,0,0,0,0,0,0,0,48966260,0,48966260,0,6215095.57,0.171,36268082.8559265,0,0,36268082.8559265,0,0.164,0.172,NA,NA,6215095.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215095.57,0.008,12.693,0.171,1,0,0,0,0,0
2017,Flossmoor,5B,232132,232132,232132,232132,232132,232132,58033,1,1,0,1,0,0,0,0,0,0,232132,0,0,0,0,0,0,0,0,0,232132,0,0,0,232132,0,29550.3,0.172,171934.01989876066,0,0,0,171934.01989876066,0.172,0.172,NA,NA,29550.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29550.3,0,12.73,0.172,1,0,0,0,0,0
2017,Flossmoor,8,3763730,3763730,1086910,2425320,3763730,5102140,644055,2,2,0,0,2,0,2,0,0,7527460,7527462,0,0,0,0,0,0,1129119,0,0,0,0,7527460,7527460,7527460,0,368032.64,0.168,2230161.028815132,0,0,2230161.028815132,0,0.164,0.172,NA,NA,368032.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368032.64,0.008,4.889,0.165,1,1,0,0,0.15,0
2017,Ford Heights,0,0,0,0,0,0,0,0,363,363,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0.343,0,0,0,0,0,0.184,0.344,NA,NA,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159,NA,NA,NA,NA,NA,NA,NA,NA
2017,Ford Heights,1,13061.193633952254,3930,780,3870,3930,7885,170932,754,754,0,0,0,218,0,0,0,0,9722392,1683990,0,0,125730,0,0,12573,0,0,0,0,0,0,9848140,0,842750.2315911058,0.343,2880453.160251884,0,0,0,0,0.172,0.344,NA,NA,842750.2315911058,12804.358408894186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855554.59,0.172,8.557,0.293,0.987,0,0.171,0.013,0.001,0
2017,Ford Heights,2,27501.964735516372,21990,190,18660,21990,25980,60810,794,794,794,0,0,171,0,0,325,0,12969883,3920130,8016762,0,192735,0,0,864362,21836560,21836560,0,0,0,0,21836560,319,1231866.1251341598,0.338,3842587.2560586254,3842587.2560586254,3842587.2560586254,0,0,0.172,0.344,2283.63,555.297,1231866.1251341598,19628.124865840207,319,2375126,2009480,160496,205150,0,0,0,325,13,95,0,0,0,0,0,1251494.25,0.172,5.641,0.321,0.594,0,0.18,0.009,0.04,0
2017,Ford Heights,3,341730,341730,341730,341730,341730,341730,34173,1,1,1,0,0,1,0,0,0,0,316213,341730,0,0,25515,0,0,2552,341730,0,0,0,0,0,341730,0,32203.129896067418,0.344,93684.5577938774,0,93684.5577938774,0,0,0.344,0.344,NA,NA,32203.129896067418,2598.480103932583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34801.61,0,9.424,0.344,0.925,0,1,0.075,0.007,0
2017,Ford Heights,5A,120041.28571428571,79340,14728,62778,79340,138017,130595,28,28,0,0,28,13,0,0,1,0,2618873,1739716,524,0,741757,0,0,185570,0,0,0,0,3361156,0,3361156,0,608982.8056622527,0.314,1939733.8648166726,0,0,1939733.8648166726,0,0.172,0.344,NA,NA,608982.8056622527,188851.13433774732,0,388,388,0,0,0,0,0,1,0,0,0,0,0,0,0,797833.94,0.172,18.118,0.314,0.779,0,0.518,0.221,0.055,0
2017,Ford Heights,5B,357257.6,296080,144808,207680,296080,382532,188797,5,5,0,5,0,1,0,0,0,0,1764250,207680,0,0,15506,0,0,3877,0,0,1786288,0,0,0,1786288,0,414238.6219794042,0.312,1306735.722623046,0,0,0,1306735.722623046,0.184,0.344,NA,NA,414238.6219794042,3947.9480205958225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418186.57,0.159,23.19,0.317,0.988,0,0.116,0.009,0.002,0
2017,Ford Heights,8,422551.5151515152,182400,30593.333333333336,104160,182400,437777,181307,11,11,0,8,3,4,11,4,0,4648067,4627121,280500,0,0,20944,0,280500,585426,0,0,2403397,2403397,2244670,2244670,4648066.666666667,0,384769.65410404006,0.27,1702059.5667619393,0,0,665028.0140259047,1037031.5527360346,0.172,0.344,NA,NA,384769.65410404006,3199.3358959599245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387968.99,0.172,8.278,0.226,0.995,1,0.06,0.005,0.126,0.06
2017,Forest Park,0,0,0,0,0,0,0,0,264,255,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0.114,0,0,0,0,0,0.095,0.114,NA,NA,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,NA,NA,NA,NA,NA,NA,NA,NA
2017,Forest Park,1,46628.09523809524,23890,10,1680,23890,43728,66455,42,42,0,0,0,2,0,0,0,0,1945124,62130,0,0,13177,0,0,1318,0,0,0,0,0,0,1958380,8,65603.93633556472,0.114,576281.9425119881,0,0,0,0,0.114,0.114,NA,NA,65603.93633556472,444.43366443527896,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66048.37,0,3.35,0.114,0.993,0,0.032,0.007,0.001,0
2017,Forest Park,2,181024.59254947613,195770,0,76360,195770,257280,64876,5154,2904,5154,0,0,120,0,0,3174,0,770015992,22044750,155869214,0,7143898,0,0,16301311,933000750,933000750,0,0,0,0,933000750,178,25964241.590897933,0.114,228132637.87336144,228132637.87336144,228132637.87336144,0,0,0.103,0.114,5521.84,4811.577,25964241.590897933,240944.9291020675,178,46179372.175,31517722,5690766,7974775,0,80586,915523.1749999999,3173,761,453,0,42,0,19,0,26205186.52,0.011,2.783,0.114,0.825,0,0.024,0.008,0.017,0
2017,Forest Park,3,653543.2624113475,499100,16660,212400,499100,825220,327637,141,118,141,0,0,17,0,0,0,0,90974841,6288970,0,0,1174762,0,0,117476,92149600,0,0,0,0,0,92149600,0,3068342.7429128503,0.114,26953116.153486036,0,26953116.153486036,0,0,0.114,0.114,NA,NA,3068342.7429128503,39621.657087149906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3107964.4,0,3.33,0.114,0.987,0,0.068,0.013,0.001,0
2017,Forest Park,4,406950.4,590000,12776,14736,590000,637500,194935,5,5,0,0,5,0,0,0,0,0,2034752,0,0,0,0,0,0,0,0,0,0,0,2034752,0,2034752,0,171567.12,0.114,1507089.9508081519,0,0,1507089.9508081519,0,0.114,0.114,NA,NA,171567.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171567.12,0,8.432,0.114,1,0,0,0,0,0
2017,Forest Park,5A,436668.28464419476,200588,100,81106,200588,356588,2992880,267,259,0,0,267,89,0,0,0,0,102607373,34766300,0,0,13982971,0,0,3495743,0,0,0,0,116590432,0,116590432,1,8426315.408381892,0.114,75998715.86925538,0,0,75998715.86925538,0,0.095,0.114,NA,NA,8426315.408381892,1179022.291618107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9605337.7,0.019,7.227,0.111,0.88,0,0.298,0.12,0.03,0
2017,Forest Park,5B,520821.24324324325,230864,6752,70266,230864,516695,1075000,74,74,0,74,0,38,0,0,0,0,33980247,13264920,0,0,4560523,0,0,1140131,0,0,38540772,0,0,0,38540772,0,2865161.4823817923,0.114,25168319.416565288,0,0,0,25168319.416565288,0.114,0.114,NA,NA,2865161.4823817923,384536.1976182077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3249697.68,0,7.434,0.114,0.882,0,0.344,0.118,0.03,0
2017,Forest Park,6B,2520706.6666666665,3288520,578970,1933745,3288520,3491575,369463,3,3,0,3,0,0,3,0,0,7562120,7562119,0,0,0,0,0,0,1134318,0,0,7562120,7562120,0,0,7562120,0,255050.43,0.114,2240428.9353478565,0,0,0,2240428.9353478565,0.114,0.114,NA,NA,255050.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255050.43,0,3.373,0.114,1,1,0,0,0.15,0
2017,Forestview,0,0,0,0,0,0,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0.134,0,0,0,0,0,0.108,0.156,NA,NA,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,NA,NA,NA,NA,NA,NA,NA,NA
2017,Forestview,1,50735.5,4770,440,1015,4770,18128,38919,20,20,0,0,0,0,0,0,0,0,1013818,0,0,0,0,0,0,0,0,0,0,0,0,0,1014710,2,41587.840000000004,0.138,300363.9235592954,0,0,0,0,0.108,0.153,NA,NA,41587.840000000004,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41587.84,0.045,4.098,0.138,0.999,0,0,0,0,0
2017,Forestview,2,157089.58955223882,150615,7670,140795,150615,170468,33082,268,268,268,0,0,0,0,0,214,0,31410335,0,10689668,0,0,0,0,1068967,42100010,42100010,0,0,0,0,42100010,0,1300853.26,0.14,9305940.036683785,9305940.036683785,9305940.036683785,0,0,0.109,0.14,6301.944,4488.543,1300853.26,0,0,3167028,2130000,520000,509028,0,8000,0,214,65,33,0,4,0,0,0,1300853.26,0.031,3.09,0.14,0.746,0,0,0,0.025,0
2017,Forestview,5A,354713.6923076923,42492,10032,25533,42492,181059,937976,52,52,0,0,52,0,0,0,0,0,18445113,0,0,0,0,0,0,0,0,0,0,0,18445112,0,18445112,0,1622815.53,0.125,13661833.99944325,0,0,13661833.99944325,0,0.108,0.153,NA,NA,1622815.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622815.53,0.045,8.798,0.119,1,0,0,0,0,0
2017,Forestview,5B,671289.6231884058,494732,2348,82060,494732,1114076,799062,69,69,0,69,0,0,0,0,0,0,46318981,0,0,0,0,0,0,0,0,0,46318984,0,0,0,46318984,0,4353790,0.13,34307311.10523991,0,0,0,34307311.10523991,0.108,0.156,NA,NA,4353790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353790,0.048,9.4,0.127,1,0,0,0,0,0
2017,Forestview,6B,6205410,6205410,6205410,6205410,6205410,6205410,620541,1,1,0,1,0,0,1,0,0,6205410,6205411,0,0,0,0,0,0,930812,0,0,6205410,6205410,0,0,6205410,0,281415.67,0.153,1838476.9713203106,0,0,0,1838476.9713203106,0.153,0.153,NA,NA,281415.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281415.67,0,4.535,0.153,1,1,0,0,0.15,0
2017,Frankfort,2,314860,314860,314860,314860,314860,314860,31486,1,1,1,0,0,0,0,0,0,0,106275,0,0,0,0,0,0,20859,314860,314860,0,0,0,0,314860,0,2716.61,0.086,31485.97589244321,31485.97589244321,31485.97589244321,0,0,0.086,0.086,2716.61,NA,2716.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2716.61,0,0.863,0.086,0.338,0,0,0,0.066,0
2017,Franklin Park,0,0,0,0,0,0,0,0,421,421,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0.133,0,0,0,0,0,0.118,0.146,NA,NA,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,NA,NA,NA,NA,NA,NA,NA,NA
2017,Franklin Park,1,106098.75,29900,300,12370,29900,69092,199499,128,128,0,0,0,6,0,0,0,0,13535093,1865030,0,0,44095,0,0,4410,0,0,0,0,0,0,13580640,4,537124.330815614,0.133,4010041.9816271807,0,0,0,0,0.123,0.146,NA,NA,537124.330815614,1732.299184386051,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538856.63,0.023,3.955,0.134,0.997,0,0.137,0.003,0,0
2017,Franklin Park,2,164273.44221105528,173090,470,141205,173090,195570,79948,5970,5692,5970,0,0,146,0,0,4700,0,745386705,25517900,221161269,0,14098308,0,0,23525958,980712450,980712450,0,0,0,0,980712450,23,29236610.79174419,0.133,220835719.150151,220835719.150151,220835719.150151,0,0,0.125,0.142,5870.529,4752.485,29236610.79174419,555640.0882558089,23,65523449.1217,42718200,9375644,12416345,77109,242600,693551.1217,4697,1300,848,3,136,0,24,0,29792250.88,0.017,2.981,0.132,0.76,0,0.026,0.014,0.024,0
2017,Franklin Park,3,206299.92125984252,133410,9780,41810,133410,345025,105487,127,77,127,0,0,22,0,0,0,0,25943708,6627440,0,0,248971,0,0,24897,26200090,0,0,0,0,0,26200090,0,1043394.6191588858,0.135,7686342.407972034,0,7686342.407972034,0,0,0.132,0.143,NA,NA,1043394.6191588858,10579.050841114271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053973.67,0.011,3.982,0.136,0.99,0,0.253,0.01,0.001,0
2017,Franklin Park,4,167348.53333333333,3180,3180,3180,3180,17440,469418,15,15,0,0,15,0,0,0,0,0,2510224,0,0,0,0,0,0,0,0,0,0,0,2510228,0,2510228,0,246939.95,0.134,1859259.9121125783,0,0,1859259.9121125783,0,0.132,0.134,NA,NA,246939.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246939.95,0.002,9.837,0.133,1,0,0,0,0,0
2017,Franklin Park,5A,368019.387755102,130678,4,52712,130678,305096,1441867,294,293,0,0,294,13,0,0,1,0,102957984,12364708,2700,0,5237001,0,0,1309925,0,0,0,0,108197700,0,108197700,1,10221231.791098353,0.134,76258404.68873794,0,0,76258404.68873794,0,0.123,0.144,NA,NA,10221231.791098353,520054.54890164715,1,2000,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,10741286.34,0.02,9.447,0.134,0.952,0,0.114,0.048,0.012,0
2017,Franklin Park,5B,471992.00489596085,170740,696,74760,170740,387752,2852459,817,815,0,817,0,47,0,0,0,0,367529084,41456324,0,0,18088394,0,0,4522099,0,0,385617468,0,0,0,385617468,0,36235467.50990378,0.133,272219604.4164228,0,0,0,272219604.4164228,0.123,0.146,NA,NA,36235467.50990378,1776339.5600962213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38011807.07,0.023,9.397,0.133,0.953,0,0.108,0.047,0.012,0
2017,Franklin Park,6A,43950,43950,43950,43950,43950,43950,4395,1,1,0,1,0,0,1,0,0,43950,43950,0,0,0,0,0,0,6592,0,0,43950,43950,0,0,43950,0,1726.58,0.133,13020.965309200603,0,0,0,13020.965309200603,0.133,0.133,NA,NA,1726.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726.58,0,3.929,0.133,1,1,0,0,0.15,0
2017,Franklin Park,6B,2629057.2277227724,1304900,18810,206730,1304900,2730160,1682750,101,101,0,101,0,7,101,7,0,265534780,254878965,32676830,0,0,10655814,0,32676830,39297426,0,0,265534780,265534780,0,0,265534780,0,9940088.12437244,0.133,75512990.98955424,0,0,0,75512990.98955424,0.123,0.146,NA,NA,9940088.12437244,393993.3356275614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10334081.46,0.023,3.743,0.132,0.96,1,0.123,0.04,0.148,0.123
2017,Glencoe,0,0,0,0,0,0,0,0,205,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0.083,0,0,0,0,0,0.078,0.084,NA,NA,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,NA,NA,NA,NA,NA,NA,NA,NA
2017,Glencoe,1,314173.4285714286,168000,10,26490,168000,404550,213400,35,35,0,0,0,0,0,0,0,0,10995934,0,0,0,0,0,0,0,0,0,0,0,0,0,10996070,3,270825.3,0.083,3257765.3650138867,0,0,0,0,0.078,0.084,NA,NA,270825.3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270825.3,0.006,2.463,0.083,1,0,0,0,0,0
2017,Glencoe,2,934366.2699564586,794800,10,531740,794800,1141550,1523895,3445,3293,3445,0,0,0,0,0,2490,0,3106307415,0,111740075,0,0,0,0,11174007,3218891800,3218891800,0,0,0,0,3218891800,6,76669388.99,0.083,920305697.9536306,920305697.9536306,920305697.9536306,0,0,0.081,0.084,19460.404,23327.19,76669388.99,0,6,33105232,24081920,4771760,4215552,20000,16000,0,2488,614,85,2,8,0,0,0,76669388.99,0.002,2.382,0.083,0.965,0,0,0,0.003,0
