keypin,pin,pins_per_keypin,needs_keypin
24154100230000,24154100230000,1,0
24154100240000,24154100240000,1,0
24161020158002,24161020158002,1,1
24161020158003,24161020158003,1,0
24161130110000,24161130110000,11,0
24161130110000,24161130120000,11,0
24161130110000,24161130130000,11,0
24161130110000,24161130140000,11,0
24161130110000,24161130150000,11,0
24161130110000,24161130160000,11,0
24161130110000,24161130170000,11,0
24161130110000,24161130180000,11,0
24161130110000,24161130190000,11,0
24161130110000,24161130200000,11,0
24161130110000,24161130210000,11,0
24162040060000,24162040060000,1,0
24162040410000,24162040410000,1,0
24162040510000,24162040510000,2,0
24162040510000,24162040520000,2,0
24162040530000,24162040530000,1,0
24162080220000,24162080210000,4,0
24162080220000,24162080220000,4,0
24162080220000,24162080230000,4,0
24162080220000,24162080240000,4,0
24162080250000,24162080250000,8,0
24162080250000,24162080260000,8,0
24162080250000,24162080270000,8,0
24162080250000,24162080280000,8,0
24162080250000,24162080290000,8,0
24162080250000,24162080300000,8,0
24162080250000,24162080310000,8,0
24162080250000,24162080320000,8,0
24162080420000,24162080370000,8,0
24162080420000,24162080380000,8,0
24162080420000,24162080390000,8,0
24162080420000,24162080400000,8,0
24162080420000,24162080410000,8,0
24162080420000,24162080420000,8,0
24162080420000,24162080430000,8,0
24162080420000,24162080440000,8,0
24162080500000,24162080500000,1,0
24162100390000,24162100320000,6,0
24162100390000,24162100380000,6,0
24162100390000,24162100390000,6,0
24162100390000,24162100400000,6,0
24162100390000,24162100410000,6,0
24162100390000,24162100420000,6,0
24162100481001,24162100481001,1,0
24162100481002,24162100481002,1,0
24162120480000,24162120480000,1,0
24162140120000,24162140120000,2,0
24162140190000,24162140190000,1,0
24162140120000,24162140200000,2,0
24162140380000,24162140380000,1,0
24162160190000,24162160190000,10,0
24162160190000,24162160200000,10,0
24162160190000,24162160210000,10,0
24162160190000,24162160220000,10,0
24162160190000,24162160230000,10,0
24162160190000,24162160320000,10,0
24162160190000,24162160330000,10,0
24162160190000,24162160340000,10,0
24162160190000,24162160350000,10,0
24162160190000,24162160360000,10,0
24163000060000,24163000060000,2,0
24163000070000,24163000070000,3,0
24163000070000,24163000080000,3,0
24163000090000,24163000090000,2,0
24163000110000,24163000110000,1,1
24163000120000,24163000120000,2,0
24163000120000,24163000130000,2,0
24163000140000,24163000140000,1,0
24163000150000,24163000150000,2,0
24163000060000,24163000180000,2,0
24163000260000,24163000260000,1,0
24163000270000,24163000270000,2,0
24163000290000,24163000290000,1,0
24163000300000,24163000300000,1,0
24163000150000,24163000330000,2,0
24163000340000,24163000340000,3,0
24163000340000,24163000350000,3,0
24163000070000,24163000360000,3,0
24163000370000,24163000370000,1,0
24163000410000,24163000410000,1,0
24163000420000,24163000420000,1,0
24163000440000,24163000440000,1,1
24163000450000,24163000450000,1,1
24163000470000,24163000470000,1,0
24163000490000,24163000490000,1,0
24163000510000,24163000510000,1,0
24163000520000,24163000520000,1,0
24163000270000,24163000530000,2,0
24163000660000,24163000660000,1,1
24163000710000,24163000710000,1,0
24163000720000,24163000720000,1,0
24163000090000,24163000760000,2,0
24163000340000,24163000830000,3,0
24163000861001,24163000861001,1,0
24163000861002,24163000861002,1,0
24163000861003,24163000861003,1,0
24163000861004,24163000861004,1,0
24163000861005,24163000861005,1,0
24163000861006,24163000861006,1,0
24163000861007,24163000861007,1,0
24163000861008,24163000861008,1,0
24163000861009,24163000861009,1,0
24164030210000,24164030200000,4,0
24164030210000,24164030210000,4,0
24164030210000,24164030220000,4,0
24164030210000,24164030230000,4,0
24164030300000,24164030290000,8,0
24164030300000,24164030300000,8,0
24164030300000,24164030310000,8,0
24164030300000,24164030320000,8,0
24164030300000,24164030330000,8,0
24164030300000,24164030340000,8,0
24164030300000,24164030350000,8,0
24164030300000,24164030360000,8,0
24164030370000,24164030370000,6,0
24164030370000,24164030380000,6,0
24164030370000,24164030390000,6,0
24164030370000,24164030400000,6,0
24164030370000,24164030410000,6,0
24164030370000,24164030420000,6,0
24164030490000,24164030490000,1,0
24164070210000,24164070210000,12,0
24164070210000,24164070220000,12,0
24164070210000,24164070230000,12,0
24164070210000,24164070240000,12,0
24164070210000,24164070250000,12,0
24164070210000,24164070260000,12,0
24164070210000,24164070270000,12,0
24164070210000,24164070280000,12,0
24164070210000,24164070290000,12,0
24164070210000,24164070300000,12,0
24164070210000,24164070310000,12,0
24164070210000,24164070320000,12,0
24164070350000,24164070330000,4,0
24164070350000,24164070340000,4,0
24164070350000,24164070350000,4,0
24164070350000,24164070360000,4,0
24164070370000,24164070370000,8,0
24164070370000,24164070380000,8,0
24164070370000,24164070390000,8,0
24164070370000,24164070400000,8,0
24164070370000,24164070410000,8,0
24164070370000,24164070420000,8,0
24164070370000,24164070430000,8,0
24164070370000,24164070440000,8,0
24164080070000,24164080070000,1,1
24164080090000,24164080090000,1,0
24164080100000,24164080100000,1,1
24164080110000,24164080110000,1,1
24164120470000,24164120470000,1,0
24164160580000,24164160580000,1,0
24164160600000,24164160600000,3,0
24164160610000,24164160610000,1,1
24164160600000,24164160620000,3,0
24164160630000,24164160630000,1,1
24164160600000,24164160640000,3,0
24171000010000,24171000010000,1,0
24171020070000,24171020070000,1,0
24171020080000,24171020080000,1,0
24171020140000,24171020140000,1,0
24171020160000,24171020160000,1,1
24171020170000,24171020170000,1,0
24171090010000,24171090010000,1,1
24171090020000,24171090020000,1,1
24171090060000,24171090060000,1,1
24171090070000,24171090070000,1,1
24171090120000,24171090120000,1,1
24171140200000,24171140200000,1,0
24171140210000,24171140210000,2,0
24171140210000,24171140220000,2,0
24171140270000,24171140270000,1,1
24171180020000,24171180020000,1,1
24171180030000,24171180030000,1,1
24171180040000,24171180040000,1,1
24171180060000,24171180060000,3,0
24171180060000,24171180070000,3,0
24171180060000,24171180080000,3,0
24171180090000,24171180090000,9,0
24171180090000,24171180100000,9,0
24171180090000,24171180110000,9,0
24171180090000,24171180120000,9,0
24171180090000,24171180130000,9,0
24171180090000,24171180140000,9,0
24171180190000,24171180190000,5,0
24171180190000,24171180200000,5,0
24171180190000,24171180210000,5,0
24171180190000,24171180220000,5,0
24171180090000,24171180530000,9,0
24171180090000,24171180550000,9,0
24171180190000,24171180560000,5,0
24171180090000,24171180570000,9,0
24171180580000,24171180580000,1,1
24171180590000,24171180590000,1,1
24173050050000,24173050050000,1,0
24173080020000,24173080020000,2,0
24173080040000,24173080040000,1,1
24173080020000,24173080330000,2,0
24173080340000,24173080340000,1,1
24173080360000,24173080350000,2,0
24173080360000,24173080360000,2,0
24173090030000,24173090030000,1,1
24173090040000,24173090040000,1,0
24173090050000,24173090050000,1,1
24173090060000,24173090060000,1,1
24173090220000,24173090220000,1,1
24173100210000,24173100010000,3,0
24173100210000,24173100020000,3,0
24173100140000,24173100140000,2,0
24173100210000,24173100210000,3,0
24173100140000,24173100220000,2,0
24173100230000,24173100230000,1,1
24173100240000,24173100240000,1,1
24173190050000,24173190040000,2,0
24173190050000,24173190050000,2,0
24173190150000,24173190150000,1,0
24173200160000,24173200160000,4,0
24173200160000,24173200170000,4,0
24173200160000,24173200180000,4,0
24173200190000,24173200190000,1,0
24173200160000,24173200200000,4,0
24173210150000,24173210150000,1,1
24173210160000,24173210160000,1,1
24173210170000,24173210170000,1,1
24173210180000,24173210180000,1,1
24173220150000,24173220150000,2,0
24173220150000,24173220160000,2,0
24173220190000,24173220190000,1,1
24173220200000,24173220200000,1,1
24173220210000,24173220210000,2,0
24173220210000,24173220220000,2,0
24174010110000,24174010110000,1,0
24174010130000,24174010130000,4,0
24174010170000,24174010170000,4,0
24174010180000,24174010180000,1,0
24174010440000,24174010440000,2,0
24174010440000,24174010500000,2,0
24174010170000,24174010590000,4,0
24174010608002,24174010608002,1,1
24174010130000,24174010610000,4,0
24174030090000,24174030090000,1,1
24174030100000,24174030100000,1,1
24174030110000,24174030110000,1,1
24174030230000,24174030230000,5,0
24174030230000,24174030240000,5,0
24174030230000,24174030250000,5,0
24174030230000,24174030260000,5,0
24174030230000,24174030270000,5,0
24174040230000,24174040230000,1,0
24174040240000,24174040240000,4,0
24174040240000,24174040250000,4,0
24174040240000,24174040260000,4,0
24174040240000,24174040270000,4,0
24174040500000,24174040500000,1,0
24174050110000,24174050110000,1,1
24174050590000,24174050590000,1,0
24174060230000,24174060230000,2,0
24174060230000,24174060240000,2,0
24174070230000,24174060250000,8,0
24174070230000,24174060260000,8,0
24174070230000,24174060280000,8,0
24174070230000,24174060290000,8,0
24174070230000,24174060300000,8,0
24174070230000,24174070230000,8,0
24174070230000,24174070240000,8,0
24174070230000,24174070250000,8,0
24174070260000,24174070260000,1,1
24174070270000,24174070270000,1,1
24174070280000,24174070280000,1,1
24174080270000,24174080270000,4,0
24174080270000,24174080280000,4,0
24174080270000,24174080290000,4,0
24174080270000,24174080300000,4,0
24174080460000,24174080460000,1,0
24174090230000,24174090230000,1,0
24174090240000,24174090240000,1,1
24174090250000,24174090250000,1,1
24174090260000,24174090260000,1,1
24174090270000,24174090270000,1,1
24174090280000,24174090280000,1,1
24174090290000,24174090290000,1,1
24174090300000,24174090300000,1,1
24174100170000,24174100140000,3,0
24174100170000,24174100170000,3,0
24174100170000,24174100180000,3,0
24174100190000,24174100190000,1,0
24174100250000,24174100250000,1,1
24174010130000,24174120180000,4,0
24174010130000,24174120200000,4,0
24174010170000,24174150100000,4,0
24174010170000,24174150110000,4,0
24181000020000,24181000020000,1,1
24181000030000,24181000030000,1,1
24181010250000,24181010250000,2,0
24181010340000,24181010340000,1,0
24181010250000,24181010390000,2,0
24181010460000,24181010460000,1,0
24181010490000,24181010490000,1,0
24181010860000,24181010860000,3,0
24181010930000,24181010930000,1,0
24181010980000,24181010980000,2,0
24181010980000,24181011000000,2,0
24181010860000,24181011060000,3,0
24181010860000,24181011070000,3,0
24181011090000,24181011090000,1,1
24181011100000,24181011100000,1,1
24181011110000,24181011110000,1,1
24181011120000,24181011120000,1,0
24181011180000,24181011180000,1,0
24181011190000,24181011190000,1,0
24181030110000,24181030110000,1,1
24181030120000,24181030120000,1,1
24181030260000,24181030260000,1,0
24181040120000,24181040120000,1,1
24181050450000,24181050450000,1,0
24182000130000,24182000130000,1,1
24182000200000,24182000200000,1,1
24182000300000,24182000300000,1,0
24182070150000,24182070150000,1,1
24182200150000,24182200150000,1,0
24182200190000,24182200190000,1,0
24182200200000,24182200200000,1,0
24182200220000,24182200220000,1,0
24183040010000,24183040010000,1,0
24183060110000,24183060110000,4,0
24183060120000,24183060120000,3,0
24183060110000,24183060160000,4,0
24183060110000,24183060170000,4,0
24183060120000,24183060200000,3,0
24183060120000,24183060210000,3,0
24183060220000,24183060220000,3,0
24183060220000,24183060250000,3,0
24183060220000,24183060260000,3,0
24183060110000,24183060270000,4,0
24183070080000,24183070080000,1,1
24183070090000,24183070090000,1,0
24183070450000,24183070450000,1,0
24183070460000,24183070460000,1,0
24183070470000,24183070470000,1,1
24183070480000,24183070480000,1,1
24183070670000,24183070670000,1,0
24183080390000,24183080200000,9,0
24183080390000,24183080210000,9,0
24183080390000,24183080270000,9,0
24183080390000,24183080280000,9,0
24183080390000,24183080290000,9,0
24183080390000,24183080300000,9,0
24183080390000,24183080310000,9,0
24183080320000,24183080320000,2,0
24183080320000,24183080330000,2,0
24183080340000,24183080340000,2,0
24183080340000,24183080350000,2,0
24183080390000,24183080380000,9,0
24183080390000,24183080390000,9,0
24184040150000,24184040150000,1,1
24184090090000,24184090090000,2,0
24184090090000,24184090100000,2,0
24184090120000,24184090120000,1,0
24184090130000,24184090130000,2,0
24184090190000,24184090140000,4,0
24184090190000,24184090150000,4,0
24184090170000,24184090170000,1,0
24184090130000,24184090180000,2,0
24184090190000,24184090190000,4,0
24184090190000,24184090200000,4,0
24184110180000,24184110180000,1,0
24184110230000,24184110230000,1,1
24184150070000,24184140070000,4,0
24184140090000,24184140090000,1,1
24184140230000,24184140230000,1,1
24184150030000,24184150030000,2,0
24184150070000,24184150050000,4,0
24184150070000,24184150070000,4,0
24184150070000,24184150090000,4,0
24184150030000,24184150130000,2,0
24191000190000,24191000190000,2,0
24191000190000,24191000200000,2,0
24191000210000,24191000210000,1,0
24191000230000,24191000230000,1,1
24191000240000,24191000240000,1,0
24191010200000,24191010200000,1,0
24191030030000,24191030020000,2,0
24191030030000,24191030030000,2,0
24191030080000,24191030080000,1,1
24191040010000,24191040010000,1,0
24191040040000,24191040040000,1,0
24191040050000,24191040050000,3,0
24191040050000,24191040060000,3,0
24191040050000,24191040070000,3,0
24191050260000,24191050020000,4,0
24191050260000,24191050260000,4,0
24191050260000,24191050270000,4,0
24191050280000,24191050280000,1,0
24191050260000,24191060060000,4,0
24191060070000,24191060070000,1,0
24191070090000,24191070090000,5,0
24191070090000,24191070170000,5,0
24191070090000,24191070180000,5,0
24191070090000,24191070210000,5,0
24191070090000,24191070280000,5,0
24191110010000,24191110010000,4,0
24191110010000,24191110020000,4,0
24191110010000,24191110030000,4,0
24191110010000,24191110040000,4,0
24191110270000,24191110270000,1,1
24191140050000,24191140050000,1,1
24191140060000,24191140060000,1,1
24191140070000,24191140070000,1,1
24191140080000,24191140080000,1,1
24191140090000,24191140090000,1,1
24191140100000,24191140100000,1,1
24191170010000,24191170010000,3,0
24191170010000,24191170020000,3,0
24191170010000,24191170030000,3,0
24191170330000,24191170330000,1,1
24191170340000,24191170340000,1,1
24191200340000,24191200340000,3,0
24191200340000,24191200350000,3,0
24191200340000,24191200360000,3,0
24192000010000,24192000010000,3,0
24192000010000,24192000020000,3,0
24192000010000,24192000030000,3,0
24192000040000,24192000040000,5,0
24192000040000,24192000050000,5,0
24192000040000,24192000060000,5,0
24192000040000,24192000070000,5,0
24192000040000,24192000080000,5,0
24192000270000,24192000270000,1,0
24192000280000,24192000280000,1,0
24192090280000,24192090150000,4,0
24192090280000,24192090210000,4,0
24192090280000,24192090280000,4,0
24192090340000,24192090340000,1,0
24192090280000,24192090520000,4,0
24192110040000,24192110030000,2,0
24192110040000,24192110040000,2,0
24192110130000,24192110130000,1,0
24192120010000,24192120010000,1,0
24192120320000,24192120320000,1,0
24192130010000,24192130010000,1,0
24192130030000,24192130030000,1,1
24192130260000,24192130260000,1,0
24192230040000,24192230040000,1,1
24192230050000,24192230050000,1,1
24192390010000,24192390010000,2,0
24192390010000,24192390080000,2,0
