keypin,pin,pins_per_keypin,needs_keypin
17074060060000,17074060060000,1,0
17074060070000,17074060070000,1,0
17074060080000,17074060080000,1,0
17074060090000,17074060090000,1,0
17074060100000,17074060100000,1,0
17074060110000,17074060110000,1,0
17074060120000,17074060120000,1,1
17074060130000,17074060130000,1,1
17074060140000,17074060140000,1,1
17074060150000,17074060150000,2,0
17074060150000,17074060160000,2,0
17074060170000,17074060170000,1,0
17074060180000,17074060180000,1,0
17074060190000,17074060190000,1,1
17074060200000,17074060200000,1,1
17074060210000,17074060210000,1,1
17074060220000,17074060220000,1,1
17074060230000,17074060230000,1,1
17074060240000,17074060240000,1,0
17074060250000,17074060250000,1,0
17074060260000,17074060260000,1,0
17074060270000,17074060270000,3,0
17074060270000,17074060350000,3,0
17074060360000,17074060360000,1,1
17074060270000,17074060370000,3,0
17074060390000,17074060390000,1,0
17074060400000,17074060400000,1,0
17074070010000,17074070010000,1,1
17074070020000,17074070020000,1,1
17074070030000,17074070030000,1,0
17074070040000,17074070040000,1,0
17074070050000,17074070050000,1,1
17074070060000,17074070060000,1,1
17074070070000,17074070070000,1,0
17074070080000,17074070080000,1,0
17074070090000,17074070090000,1,0
17074070100000,17074070100000,1,1
17074070110000,17074070110000,1,1
17074070120000,17074070120000,1,1
17074070130000,17074070130000,1,1
17074070140000,17074070140000,1,1
17074070150000,17074070150000,1,1
17074070160000,17074070160000,1,1
17074070170000,17074070170000,1,1
17074070180000,17074070180000,2,0
17074070180000,17074070190000,2,0
17074070190000,17074070190000,1,0
17074070200000,17074070200000,1,1
17074070210000,17074070210000,1,1
17074070220000,17074070220000,1,1
17074070230000,17074070230000,1,1
17074070240000,17074070240000,1,1
17074070250000,17074070250000,1,0
17074070260000,17074070260000,1,0
17074070270000,17074070270000,1,0
17074070280000,17074070280000,1,0
17074080070000,17074080070000,2,0
17074080160000,17074080160000,3,0
17074080170000,17074080170000,1,1
17074080180000,17074080180000,1,1
17074080190000,17074080190000,1,1
17074080200000,17074080200000,1,1
17074080210000,17074080210000,1,1
17074080220000,17074080220000,1,1
17074080230000,17074080230000,1,1
17074080240000,17074080240000,1,1
17074080250000,17074080250000,1,1
17074080260000,17074080260000,1,1
17074080270000,17074080270000,1,1
17074080280000,17074080280000,1,1
17074080290000,17074080290000,1,1
17074080160000,17074080300000,3,0
17074080310000,17074080310000,1,0
17074080320000,17074080320000,2,0
17074080320000,17074080330000,2,0
17074080070000,17074080340000,2,0
17074080350000,17074080350000,1,0
17074080360000,17074080360000,1,0
17074080160000,17074080370000,3,0
17074090010000,17074090010000,1,1
17074090070000,17074090070000,1,1
17074090150000,17074090150000,2,0
17074090160000,17074090160000,1,1
17074090170000,17074090170000,1,1
17074090180000,17074090180000,1,1
17074090190000,17074090190000,1,1
17074090150000,17074090200000,2,0
17074090210000,17074090210000,1,0
17074090220000,17074090220000,1,1
17074090230000,17074090230000,1,1
17074090240000,17074090240000,1,1
17074090250000,17074090250000,1,1
17074090260000,17074090260000,1,1
17074090270000,17074090270000,1,1
17074090280000,17074090280000,1,1
17074090290000,17074090290000,1,1
17074090300000,17074090300000,1,1
17074090320000,17074090320000,1,1
17074090340000,17074090340000,5,0
17074090340000,17074090350000,5,0
17074090340000,17074090360000,5,0
17074090340000,17074090370000,5,0
17074090340000,17074090380000,5,0
17074090420000,17074090420000,2,0
17074090430000,17074090430000,1,1
17074090440000,17074090440000,1,1
17074090420000,17074090450000,2,0
17074090460000,17074090460000,1,0
17074090470000,17074090470000,1,0
17074100010000,17074100010000,1,0
17074100020000,17074100020000,1,1
17074100030000,17074100030000,3,0
17074100030000,17074100040000,3,0
17074100030000,17074100050000,3,0
17074100060000,17074100060000,1,0
17074100070000,17074100070000,2,0
17074100070000,17074100080000,2,0
17074100090000,17074100090000,1,0
17074100100000,17074100100000,1,0
17074100110000,17074100110000,1,1
17074100120000,17074100120000,1,1
17074100130000,17074100130000,1,1
17074100140000,17074100140000,1,1
17074100150000,17074100150000,1,0
17074100160000,17074100160000,2,0
17074100160000,17074100170000,2,0
17074100200000,17074100200000,1,1
17074100210000,17074100210000,1,1
17074100220000,17074100220000,2,0
17074100230000,17074100230000,1,1
17074100240000,17074100240000,1,1
17074100250000,17074100250000,1,1
17074100260000,17074100260000,1,1
17074100220000,17074100270000,2,0
17074100280000,17074100280000,1,1
17074100290000,17074100290000,1,0
17074100300000,17074100300000,1,1
17074110010000,17074110010000,1,1
17074110040000,17074110040000,1,0
17074110050000,17074110050000,1,1
17074110070000,17074110070000,1,1
17074110080000,17074110080000,1,1
17074110110000,17074110110000,1,0
17074110130000,17074110130000,2,0
17074110130000,17074110140000,2,0
17074110160000,17074110160000,1,1
17074110230000,17074110230000,1,1
17074110240000,17074110240000,1,1
17074110250000,17074110250000,1,1
17074110260000,17074110260000,1,0
17074110270000,17074110270000,1,1
17074110280000,17074110280000,1,1
17074120010000,17074120010000,1,0
17074120020000,17074120020000,1,1
17074120030000,17074120030000,1,1
17074120040000,17074120040000,1,1
17074120050000,17074120050000,1,1
17074120060000,17074120060000,1,1
17074120070000,17074120070000,1,0
17074120080000,17074120080000,1,1
17074120090000,17074120090000,1,1
17074120100000,17074120100000,1,1
17074120110000,17074120110000,1,1
17074120170000,17074120170000,3,0
17074120170000,17074120200000,3,0
17074120210000,17074120210000,1,1
17074120220000,17074120220000,1,1
17074120230000,17074120230000,1,1
17074120240000,17074120240000,1,1
17074120250000,17074120250000,1,1
17074120260000,17074120260000,1,1
17074120270000,17074120270000,1,1
17074120300000,17074120300000,1,0
17074120310000,17074120310000,1,0
17074120320000,17074120320000,1,0
17074120330000,17074120330000,1,0
17074120370000,17074120370000,1,0
17074120170000,17074120380000,3,0
17074130010000,17074130010000,1,0
17074130020000,17074130020000,1,0
17074130030000,17074130030000,1,0
17074130090000,17074130090000,1,1
17074130100000,17074130100000,1,1
17074130110000,17074130110000,1,1
17074130120000,17074130120000,1,1
17074130130000,17074130130000,1,1
17074130140000,17074130140000,1,1
17074130150000,17074130150000,1,1
17074130160000,17074130160000,1,1
17074130260000,17074130260000,1,1
17074130270000,17074130270000,2,0
17074130270000,17074130280000,2,0
17074130290000,17074130290000,1,0
17074130300000,17074130300000,1,1
17074140010000,17074140010000,7,0
17074140010000,17074140020000,7,0
17074140010000,17074140030000,7,0
17074140010000,17074140040000,7,0
17074140010000,17074140050000,7,0
17074140010000,17074140060000,7,0
17074140010000,17074140070000,7,0
17074140080000,17074140080000,1,0
17074140090000,17074140090000,1,0
17074140100000,17074140100000,1,1
17074140110000,17074140110000,1,1
17074140120000,17074140120000,1,1
17074140130000,17074140130000,1,1
17074140140000,17074140140000,7,0
17074140140000,17074140150000,7,0
17074140140000,17074140160000,7,0
17074140140000,17074140170000,7,0
17074140140000,17074140180000,7,0
17074140140000,17074140190000,7,0
17074140220000,17074140220000,1,1
17074140230000,17074140230000,1,1
17074140240000,17074140240000,1,1
17074140250000,17074140250000,1,1
17074140260000,17074140260000,1,1
17074140270000,17074140270000,1,0
17074140300000,17074140300000,1,1
17074140310000,17074140310000,1,1
17074140320000,17074140320000,1,1
17074140330000,17074140330000,1,1
17074140140000,17074140340000,7,0
17074140350000,17074140350000,1,1
17074150010000,17074150010000,2,0
17074150010000,17074150020000,2,0
17074150030000,17074150030000,1,0
17074150040000,17074150040000,1,0
17074150050000,17074150050000,2,0
17074150060000,17074150060000,1,1
17074150050000,17074150070000,2,0
17074150080000,17074150080000,1,1
17074150090000,17074150090000,1,0
17074150100000,17074150100000,1,1
17074150110000,17074150110000,1,0
17074150160000,17074150160000,2,0
17074150170000,17074150170000,1,1
17074150180000,17074150180000,1,1
17074150190000,17074150190000,1,1
17074150160000,17074150200000,2,0
17074150210000,17074150210000,1,0
17074150220000,17074150220000,1,0
17074150230000,17074150230000,1,1
17074150240000,17074150240000,1,1
17074150250000,17074150250000,1,1
17074150260000,17074150260000,1,1
17074150270000,17074150270000,1,1
17074150280000,17074150280000,1,1
17074150290000,17074150290000,1,1
17074150300000,17074150300000,1,1
17074150310000,17074150310000,1,0
17074150320000,17074150320000,1,1
17074150330000,17074150330000,1,1
17074160100000,17074160100000,2,0
17074160110000,17074160110000,1,1
17074160100000,17074160120000,2,0
17074160130000,17074160130000,1,1
17074160140000,17074160140000,1,1
17074160150000,17074160150000,1,0
17074160160000,17074160160000,1,0
17074160170000,17074160170000,1,1
17074260010000,17074260010000,1,0
17074260030000,17074260030000,1,1
17074260040000,17074260040000,1,1
17074260050000,17074260050000,1,1
17074260060000,17074260060000,1,1
17074260070000,17074260070000,2,0
17074260080000,17074260080000,1,1
17074260090000,17074260090000,1,1
17074260110000,17074260110000,1,1
17074260120000,17074260120000,1,1
17074260130000,17074260130000,1,1
17074260140000,17074260140000,1,1
17074260150000,17074260150000,1,1
17074260160000,17074260160000,1,1
17074260170000,17074260170000,1,1
17074260180000,17074260180000,1,1
17074260420000,17074260420000,1,1
17074270370000,17074270370000,1,1
17074270380000,17074270380000,1,1
17074270390000,17074270390000,1,1
17074290010000,17074290010000,1,1
17074290020000,17074290020000,1,1
17074290190000,17074290190000,1,1
17074290230000,17074290230000,1,1
17074290240000,17074290240000,1,1
17074290300000,17074290300000,1,0
17074300070000,17074300070000,1,1
17074300110000,17074300110000,1,1
17074310280000,17074310280000,1,1
17074310410000,17074310410000,1,1
17074310420000,17074310420000,1,1
17074310430000,17074310430000,1,1
17074310440000,17074310440000,1,1
17074310450000,17074310450000,1,1
17074310460000,17074310460000,1,1
17074310540000,17074310540000,1,0
17074310560000,17074310560000,1,1
17074310570000,17074310570000,1,1
17074320010000,17074320010000,1,1
17074320020000,17074320020000,1,1
17074320030000,17074320030000,1,1
17074320040000,17074320040000,1,1
17074320050000,17074320050000,1,1
17074330150000,17074330150000,1,1
17074340040000,17074340040000,1,1
17074340050000,17074340050000,1,1
17074340060000,17074340060000,1,1
17074340070000,17074340070000,1,1
17074340100000,17074340100000,1,1
17074340180000,17074340180000,1,1
17074340220000,17074340220000,1,1
17074340240000,17074340240000,1,1
17074350010000,17074350010000,1,1
17074350020000,17074350020000,1,1
17074350090000,17074350090000,1,1
17074350110000,17074350110000,3,0
17074350110000,17074350120000,3,0
17074350180000,17074350180000,1,1
17074350200000,17074350200000,1,1
17074350210000,17074350210000,1,1
17074350110000,17074350220000,3,0
17074350230000,17074350230000,1,1
17074350240000,17074350240000,1,1
17074350280000,17074350280000,1,1
17074350290000,17074350290000,1,1
17074350300000,17074350300000,1,1
17074350310000,17074350310000,1,1
17074350320000,17074350320000,1,1
17081000010000,17081000010000,1,0
17081000060000,17081000060000,2,0
17081000060000,17081000070000,2,0
17081000080000,17081000080000,1,0
17081010010000,17081010010000,2,0
17081010010000,17081010020000,2,0
17081010080000,17081010080000,1,1
17081010090000,17081010090000,1,1
17081010100000,17081010100000,1,1
17081010110000,17081010110000,1,0
17081020120000,17081020120000,1,0
17081020321008,17081020321008,1,1
17081020321009,17081020321009,1,1
17081020321010,17081020321010,1,1
17081020321011,17081020321011,1,1
17081020321012,17081020321012,1,1
17081020321013,17081020321013,1,1
17081020321014,17081020321014,1,1
17081020330000,17081020330000,1,0
17081020350000,17081020350000,1,0
17081020370000,17081020370000,1,0
17081030490000,17081030490000,1,0
17081030500000,17081030500000,1,0
17081040010000,17081040010000,1,0
17081040030000,17081040030000,1,0
17081040380000,17081040380000,1,0
17081050511001,17081050511001,1,1
17081050520000,17081050520000,1,0
17081110010000,17081110010000,1,1
17081110020000,17081110020000,1,0
17081110150000,17081110150000,2,0
17081110150000,17081110160000,2,0
17081110170000,17081110170000,1,1
17081110180000,17081110180000,1,1
17081110190000,17081110190000,1,1
17081141070000,17081141070000,1,1
17081141080000,17081141080000,1,1
17081150010000,17081150010000,2,0
17081150010000,17081150020000,2,0
17081150030000,17081150030000,1,1
17081170180000,17081170180000,1,1
17081180260000,17081180260000,1,0
17081200100000,17081200100000,1,1
17081200471001,17081200471001,1,1
17081200471002,17081200471002,1,1
17081200491001,17081200491001,1,1
17081210060000,17081210060000,1,0
17081210070000,17081210070000,1,1
17081210080000,17081210080000,1,1
17081210090000,17081210090000,1,1
17081210100000,17081210100000,1,1
17081210110000,17081210110000,1,1
17081210120000,17081210120000,1,1
17081210290000,17081210290000,1,1
17081210300000,17081210300000,1,1
17081210310000,17081210310000,1,0
17081230380000,17081230380000,2,0
17081230380000,17081230390000,2,0
17081230530000,17081230530000,1,0
17081230621001,17081230621001,1,1
17081230631001,17081230631001,1,1
17081240230000,17081240230000,1,0
17081250070000,17081250070000,1,1
17081250260000,17081250260000,2,0
17081250260000,17081250270000,2,0
17081250280000,17081250280000,1,1
17081250310000,17081250310000,1,0
17081250320000,17081250320000,1,1
17081250330000,17081250330000,1,0
17081250480000,17081250480000,1,0
17081270040000,17081270010000,2,0
17081270020000,17081270020000,1,1
17081270030000,17081270030000,1,1
17081270040000,17081270040000,2,0
17081280010000,17081280010000,2,0
17081280020000,17081280020000,1,1
17081280030000,17081280030000,1,1
17081280040000,17081280040000,1,1
17081280050000,17081280050000,1,1
17081280060000,17081280060000,1,1
17081280010000,17081280070000,2,0
17081280080000,17081280080000,1,1
17081280090000,17081280090000,4,0
17081280090000,17081280100000,4,0
17081280090000,17081280110000,4,0
17081280090000,17081280120000,4,0
17081280130000,17081280130000,1,1
17081290010000,17081290010000,2,0
17081290010000,17081290020000,2,0
17081290090000,17081290090000,2,0
17081290140000,17081290140000,1,0
17081290160000,17081290160000,1,1
17081290230000,17081290230000,1,0
17081290090000,17081290250000,2,0
17081300010000,17081300010000,1,0
17081300020000,17081300020000,1,1
17081300030000,17081300030000,1,1
17081300040000,17081300040000,1,0
17081300100000,17081300100000,1,1
17081300110000,17081300110000,1,1
17081310290000,17081310290000,1,0
17081310510000,17081310510000,1,1
17081310520000,17081310520000,1,0
17081310540000,17081310540000,1,0
17081310550000,17081310550000,1,0
17081310560000,17081310560000,1,1
17081310570000,17081310570000,1,1
17081310580000,17081310580000,1,1
17081310590000,17081310590000,1,1
17081310600000,17081310600000,1,1
17081310610000,17081310610000,1,1
17081310620000,17081310620000,9,0
17081310620000,17081310630000,9,0
17081310620000,17081310640000,9,0
17081310620000,17081310650000,9,0
17081310620000,17081310660000,9,0
17081310620000,17081310670000,9,0
17081310620000,17081310680000,9,0
17081310620000,17081310690000,9,0
17081310620000,17081310700000,9,0
17081310710000,17081310710000,2,0
17081310720000,17081310720000,1,1
17081310730000,17081310730000,1,1
17081310740000,17081310740000,1,1
17081310750000,17081310750000,1,1
17081310710000,17081310760000,2,0
17081310790000,17081310790000,2,0
17081310790000,17081310800000,2,0
17081310930000,17081310930000,1,0
17081320010000,17081320010000,1,0
17081320020000,17081320020000,1,1
17081320150000,17081320150000,1,0
17081320260000,17081320260000,1,0
17081320280000,17081320280000,1,0
17081320290000,17081320290000,1,0
17081320300000,17081320300000,2,0
17081320300000,17081320310000,2,0
17081320320000,17081320320000,1,1
17081320630000,17081320630000,1,0
17081320650000,17081320650000,1,0
17081320670000,17081320670000,1,0
17081330010000,17081330010000,1,0
17081330020000,17081330020000,2,0
17081330030000,17081330030000,1,1
17081330040000,17081330040000,1,1
17081330020000,17081330050000,2,0
17081340020000,17081340020000,1,1
17081340030000,17081340030000,2,0
17081340030000,17081340040000,2,0
17081340070000,17081340070000,1,1
17081340080000,17081340080000,1,0
17081340190000,17081340190000,1,1
17081340270000,17081340270000,1,0
17081340280000,17081340280000,1,1
17081340290000,17081340290000,1,1
17081350010000,17081350010000,1,0
17081350020000,17081350020000,1,0
17081350030000,17081350030000,1,0
17081350040000,17081350040000,1,0
17081350050000,17081350050000,1,1
17081350060000,17081350060000,1,1
17081350070000,17081350070000,2,0
17081350080000,17081350080000,1,1
17081350070000,17081350090000,2,0
17081350120000,17081350120000,1,1
17081350130000,17081350130000,3,0
17081350130000,17081350160000,3,0
17081350170000,17081350170000,1,1
17081350180000,17081350180000,1,0
17081350130000,17081350190000,3,0
17081360040000,17081360040000,2,0
17081360050000,17081360050000,1,0
17081360060000,17081360060000,4,0
17081360060000,17081360070000,4,0
17081360130000,17081360130000,3,0
17081360140000,17081360140000,1,1
17081360130000,17081360150000,3,0
17081360060000,17081360170000,4,0
17081360060000,17081360180000,4,0
17081360250000,17081360250000,3,0
17081360260000,17081360260000,2,0
17081360270000,17081360270000,1,0
17081360330000,17081360330000,1,0
17081360260000,17081360340000,2,0
17081360350000,17081360350000,1,1
17081360360000,17081360360000,1,0
17081360040000,17081360370000,2,0
17081360380000,17081360380000,1,0
17081360130000,17081360390000,3,0
17081360250000,17081360400000,3,0
17081370010000,17081370010000,1,1
17081370020000,17081370020000,1,1
17081370030000,17081370030000,1,1
17081370040000,17081370040000,1,1
17081370050000,17081370050000,1,1
17081370060000,17081370060000,1,1
17081370080000,17081370080000,1,1
17081370140000,17081370140000,1,1
17081360250000,17081370220000,3,0
17081380010000,17081380010000,1,1
17081380180000,17081380180000,1,0
17081390010000,17081390010000,3,0
17081390010000,17081390050000,3,0
17081390010000,17081390060000,3,0
17081400030000,17081400030000,1,0
17081400040000,17081400040000,1,1
17081400050000,17081400050000,1,1
17081410231002,17081410231002,1,1
17081410231004,17081410231004,1,1
17082000050000,17082000050000,1,0
17082000191001,17082000191001,1,1
17082020020000,17082020020000,1,0
17082020030000,17082020030000,2,0
17082020030000,17082020040000,2,0
17082030010000,17082030010000,1,0
17082030121001,17082030121001,1,1
17082040010000,17082040030000,7,0
17082040010000,17082040040000,7,0
17082040010000,17082040050000,7,0
17082040010000,17082040060000,7,0
17082040240000,17082040240000,1,0
17082040010000,17082040260000,7,0
17082040290000,17082040290000,4,0
17082040310000,17082040310000,1,0
17082040010000,17082040310000,7,0
17082040290000,17082040340000,4,0
17082040290000,17082040350000,4,0
17082040290000,17082040360000,4,0
17082040010000,17082040370000,7,0
17082050010000,17082050010000,1,0
17082050020000,17082050020000,1,0
17082050120000,17082050120000,3,0
17082050120000,17082050130000,3,0
17082050120000,17082050140000,3,0
17082050140000,17082050140000,1,0
17082050180000,17082050180000,1,0
17082050190000,17082050190000,1,0
17082060170000,17082060170000,1,0
17082060180000,17082060180000,1,0
17082060190000,17082060190000,1,1
17082070020000,17082070020000,12,0
17082070020000,17082070060000,12,0
17082070020000,17082070110000,12,0
17082070020000,17082070120000,12,0
17082070020000,17082070130000,12,0
17082070020000,17082070140000,12,0
17082070020000,17082070150000,12,0
17082070160000,17082070160000,3,0
17082070160000,17082070170000,3,0
17082070160000,17082070180000,3,0
17082070020000,17082070190000,12,0
17082070020000,17082070200000,12,0
17082070020000,17082070210000,12,0
17082070020000,17082070220000,12,0
17082070020000,17082070230000,12,0
17082080110000,17082080110000,4,0
17082080110000,17082080120000,4,0
17082080130000,17082080130000,1,1
17082080140000,17082080140000,1,1
17082080150000,17082080150000,1,1
17082080110000,17082080160000,4,0
17082080170000,17082080170000,1,1
17082080180000,17082080180000,1,1
17082080190000,17082080190000,1,1
17082080200000,17082080200000,1,1
17082080110000,17082080210000,4,0
17082090030000,17082090030000,1,1
17082090040000,17082090040000,1,1
17082090050000,17082090050000,1,0
17082090060000,17082090060000,1,0
17082090110000,17082090110000,1,0
17082090120000,17082090120000,1,1
17082090130000,17082090130000,1,1
17082090140000,17082090140000,1,0
17082090150000,17082090150000,1,0
17082090160000,17082090160000,1,0
17082100010000,17082100010000,1,0
17082100060000,17082100060000,1,0
17082100080000,17082100080000,1,0
17082100090000,17082100090000,1,1
17082100131001,17082100131001,1,1
17082100131002,17082100131002,1,1
17082100131003,17082100131003,1,1
17082100131004,17082100131004,1,1
17082100131005,17082100131005,1,1
17082100131006,17082100131006,1,1
17082100131007,17082100131007,1,1
17082100131008,17082100131008,1,1
17082100131009,17082100131009,1,1
17082100131010,17082100131010,1,1
17082100131011,17082100131011,1,1
17082100131012,17082100131012,1,1
17082100131013,17082100131013,1,1
17082100131014,17082100131014,1,1
17082100131015,17082100131015,1,1
17082100131016,17082100131016,1,1
17082100131017,17082100131017,1,1
17082100131018,17082100131018,1,1
17082100131019,17082100131019,1,1
17082110010000,17082110010000,1,1
17082110050000,17082110050000,1,1
17082120030000,17082120030000,1,0
17082120040000,17082120040000,1,0
17082120050000,17082120050000,1,1
17082120080000,17082120080000,1,0
17082120090000,17082120090000,1,0
17082130040000,17082130040000,1,0
17082130090000,17082130090000,1,0
17082140070000,17082140070000,1,0
17082140080000,17082140080000,1,1
17082140101001,17082140101001,1,1
17082140101005,17082140101005,1,1
17082140101009,17082140101009,1,1
17082140111001,17082140111001,1,1
17082140131001,17082140131001,1,1
17082140141001,17082140141001,1,1
17082160010000,17082160010000,1,1
17082160020000,17082160020000,1,1
17082160030000,17082160030000,1,1
17082160040000,17082160040000,1,1
17082160150000,17082160150000,1,0
17082190100000,17082190100000,1,0
17082190110000,17082190110000,1,1
17082190120000,17082190120000,1,0
17082190130000,17082190130000,1,0
17082190140000,17082190140000,1,0
17082200070000,17082200070000,1,1
17082200080000,17082200080000,1,1
17082200190000,17082200190000,2,0
17082200190000,17082200200000,2,0
17082200431001,17082200431001,1,1
17082200580000,17082200580000,1,0
17082200591004,17082200591004,1,1
17082200601007,17082200601007,1,1
17082200611001,17082200611001,1,1
17082200621001,17082200621001,1,1
17082200621002,17082200621002,1,1
17082200621003,17082200621003,1,1
17082200621004,17082200621004,1,1
17082200631001,17082200631001,1,1
17082230040000,17082230040000,2,0
17082230040000,17082230070000,2,0
17082230090000,17082230090000,1,1
17082230120000,17082230120000,1,1
17082230130000,17082230130000,1,1
17082240081001,17082240081001,1,1
17082240091001,17082240091001,1,1
17082250050000,17082250050000,1,1
17082250060000,17082250060000,1,1
17082250140000,17082250140000,1,1
17082250191001,17082250191001,1,1
17082260110000,17082260110000,1,0
17082270040000,17082270040000,1,1
17082280030000,17082280030000,1,1
17082280110000,17082280110000,4,0
17082280110000,17082280120000,4,0
17082280110000,17082280130000,4,0
17082280110000,17082280140000,4,0
17082280491001,17082280491001,1,1
17082360110000,17082360110000,1,1
17082360120000,17082360120000,1,1
17082360130000,17082360130000,1,1
17082360450000,17082360450000,1,0
17082360470000,17082360470000,1,1
17082370150000,17082370150000,1,1
17082370180000,17082370180000,1,0
17082370331002,17082370331002,1,1
17082370331034,17082370331034,1,1
17082370331035,17082370331035,1,1
17082370450000,17082370450000,1,0
17082370471001,17082370471001,1,1
17082370481001,17082370481001,1,1
17082380230000,17082380230000,2,0
17082380230000,17082380240000,2,0
17082380270000,17082380270000,1,0
17082430070000,17082430180000,1,0
17082430570000,17082430570000,1,0
17082440010000,17082440020000,3,0
17082440010000,17082440050000,3,0
17082440010000,17082440060000,3,0
17082450010000,17082450010000,1,1
17082450020000,17082450020000,1,1
17082460050000,17082460050000,1,0
17082460130000,17082460130000,1,0
17082460140000,17082460140000,1,0
17082460150000,17082460150000,1,0
17082460170000,17082460170000,1,0
17082460250000,17082460250000,1,0
17082460270000,17082460270000,1,0
17082470010000,17082470010000,1,0
17082470060000,17082470060000,1,0
17082470260000,17082470260000,1,1
17082470270000,17082470270000,1,0
17082480010000,17082480010000,1,0
17082480020000,17082480020000,3,0
17082480020000,17082480030000,3,0
17082480020000,17082480040000,3,0
17082480120000,17082480120000,1,1
17082490010000,17082490010000,1,0
17082490020000,17082490020000,1,0
17082490030000,17082490030000,2,0
17082490030000,17082490040000,2,0
17082490050000,17082490050000,1,1
17082490090000,17082490090000,1,0
17082490110000,17082490110000,2,0
17082490120000,17082490120000,1,1
17082490130000,17082490130000,1,1
17082490140000,17082490140000,1,1
17082490150000,17082490150000,1,1
17082490110000,17082490200000,2,0
17082500010000,17082500010000,1,0
17082500120000,17082500120000,1,0
17082510160000,17082510160000,1,1
17082520010000,17082520010000,3,0
17082520010000,17082520030000,3,0
17082520040000,17082520040000,1,0
17082520010000,17082520340000,3,0
17082520410000,17082520410000,1,1
17082530180000,17082530180000,2,0
17082530180000,17082530190000,2,0
17082530200000,17082530200000,2,0
17082530200000,17082530210000,2,0
17082530360000,17082530360000,1,0
17082530370000,17082530370000,1,0
17082530380000,17082530380000,1,0
17082540040000,17082540040000,2,0
17082540040000,17082540110000,2,0
17082540120000,17082540120000,1,0
17082540180000,17082540180000,1,1
17082550150000,17082550150000,1,0
17082550160000,17082550160000,1,0
17082550170000,17082550170000,1,1
17082560020000,17082560020000,1,0
17082560040000,17082560040000,1,0
17082560050000,17082560050000,1,1
17082560060000,17082560060000,1,1
17082560070000,17082560070000,1,1
17082560090000,17082560090000,1,0
17082560110000,17082560110000,1,0
17082560120000,17082560120000,1,0
17082570080000,17082570080000,2,0
17082570080000,17082570150000,2,0
17082570160000,17082570160000,1,0
17082580020000,17082580020000,3,0
17082580020000,17082580040000,3,0
17082580020000,17082580050000,3,0
17082590020000,17082590020000,1,0
17082590030000,17082590030000,1,0
17082590070000,17082590070000,1,0
17082590080000,17082590080000,1,1
17082590090000,17082590090000,3,0
17082590090000,17082590100000,3,0
17082590090000,17082590120000,3,0
17082590130000,17082590130000,1,1
17082600070000,17082600070000,1,1
17082600080000,17082600080000,1,1
17082600090000,17082600090000,1,1
17082600100000,17082600100000,1,0
17082600110000,17082600110000,1,0
17082610068002,17082610068002,1,1
17083000030000,17083000030000,1,1
17083010020000,17083010020000,1,0
17083010030000,17083010030000,2,0
17083010040000,17083010040000,1,1
17083010030000,17083010050000,2,0
17083020020000,17083020020000,1,0
17083020060000,17083020060000,1,0
17083020070000,17083020070000,1,1
17083020080000,17083020080000,1,1
17083020090000,17083020090000,1,1
17083020100000,17083020100000,1,0
17083020110000,17083020110000,1,0
17083020120000,17083020120000,1,0
17083030010000,17083030010000,1,0
17083030020000,17083030020000,1,1
17083030030000,17083030030000,1,1
17083030040000,17083030040000,1,1
17083030050000,17083030050000,1,1
17083030060000,17083030060000,1,1
17083030070000,17083030070000,1,1
17083030080000,17083030080000,1,0
17083030090000,17083030090000,1,1
17083030100000,17083030100000,1,1
17083030110000,17083030110000,1,1
17083040050000,17083040050000,1,1
17083040060000,17083040060000,1,1
17083040070000,17083040070000,1,0
17083040080000,17083040080000,1,0
17083040100000,17083040100000,2,0
17083040100000,17083040120000,2,0
17083040130000,17083040130000,2,0
17083040140000,17083040140000,1,1
17083040150000,17083040150000,1,1
17083040130000,17083040160000,2,0
17083050010000,17083050010000,1,0
17083060030000,17083060030000,1,1
17083060040000,17083060040000,2,0
17083060050000,17083060050000,1,1
17083060060000,17083060060000,1,1
17083060040000,17083060070000,2,0
17083060090000,17083060090000,1,1
17083060110000,17083060110000,1,1
17083070040000,17083070040000,1,1
17083070050000,17083070050000,1,1
17083070060000,17083070060000,1,1
17083070070000,17083070070000,2,0
17083070070000,17083070080000,2,0
17083070090000,17083070090000,1,1
17083070110000,17083070110000,2,0
17083070120000,17083070120000,1,0
17083070140000,17083070140000,1,0
17083070110000,17083070150000,2,0
17083080200000,17083080200000,1,1
17083080210000,17083080210000,1,1
17083080220000,17083080220000,1,1
17083080230000,17083080230000,1,1
17083080280000,17083080280000,2,0
17083080290000,17083080290000,1,1
17083080300000,17083080300000,1,1
17083080310000,17083080310000,1,1
17083080280000,17083080320000,2,0
17083080330000,17083080330000,2,0
17083080330000,17083080340000,2,0
17083080350000,17083080350000,2,0
17083080350000,17083080360000,2,0
17083080370000,17083080370000,1,1
17083080380000,17083080380000,1,1
17083090010000,17083090010000,1,0
17083090020000,17083090020000,1,0
17083090030000,17083090030000,1,0
17083090040000,17083090040000,1,0
17083090050000,17083090050000,1,0
17083090060000,17083090060000,1,0
17083090070000,17083090070000,1,0
17083090080000,17083090080000,1,0
17083090090000,17083090090000,1,1
17083100010000,17083100010000,1,1
17083100020000,17083100020000,1,1
17083100030000,17083100030000,1,0
17083100040000,17083100040000,1,0
17083100050000,17083100050000,1,1
17083100060000,17083100060000,1,1
17083100070000,17083100070000,1,1
