pin10,year,longitude,latitude,group,pin,keypin,sale_buyer_name,sale_document_num,num_parcels_sale,year_sold,proj_appeallant,timesappealed,incent_prop,appellant,appealid,year_appealed,geometry
1824100016,2022,-87.81835069710718,41.774419175418664,1,18241000160000,NA,NA,NA,NA,NA,2112524 - INGREDION,14,Non-Incentive,INGREDION,2112524,2023,"list(list(c(-87.81899, -87.82008, -87.82007, -87.82007, -87.81924, -87.8191, -87.81899, 41.76991, 41.77033, 41.77013, 41.76991, 41.76974, 41.76974, 41.76991)), list(c(-87.82036, -87.8202, -87.82016, -87.82009, -87.81989, -87.81874, -87.81753, -87.81813, -87.81834, -87.81913, -87.81878, -87.81817, -87.81771, -87.81833, -87.81829, -87.81799, -87.81777, -87.81651, -87.81648, -87.81641, -87.81557, -87.81563, -87.8155, -87.81551, -87.81571, -87.81574, -87.81615, -87.81589, -87.81571, -87.81542, -87.81512, 
-87.81544, -87.81578, -87.81545, -87.81509, -87.81545, -87.81593, -87.81617, -87.82036, 41.77689, 41.77314, 41.77218, 41.77042, 41.77072, 41.77028, 41.77212, 41.77234, 41.77201, 41.77229, 41.77285, 41.77265, 41.77337, 41.7736, 41.77365, 41.77395, 41.77412, 41.77369, 41.77373, 41.77382, 41.77498, 41.77498, 41.77516, 41.77519, 41.77523, 41.77524, 41.77532, 41.7757, 41.77563, 41.77595, 41.77629, 41.77647, 41.77665, 41.77657, 41.77649, 41.7767, 41.77698, 41.77697, 41.77689)))"
1824119022,2022,-87.81458053193174,41.76976298362262,9,18241190220000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.81878, -87.8152, -87.81068, -87.81043, -87.81043, -87.81069, -87.81509, -87.81521, -87.81534, -87.81814, -87.81818, -87.81821, -87.81869, -87.81878, 41.76961, 41.76968, 41.76977, 41.76978, 41.76992, 41.76991, 41.76982, 41.76982, 41.76982, 41.76976, 41.76976, 41.76976, 41.76975, 41.76961)))"
1824202002,2022,-87.80517172526227,41.77210961042735,10,18242020020000,NA,NA,NA,NA,NA,2113356 - COULAS VIKING PARTNERS,11,Non-Incentive,COULAS VIKING PARTNERS,2113356,2023,"list(list(c(-87.80497, -87.80496, -87.80485, -87.80472, -87.80461, -87.80557, -87.80555, -87.80497, 41.77181, 41.77184, 41.77203, 41.77222, 41.77238, 41.77236, 41.7718, 41.77181)))"
1824212006,2022,-87.80654387180108,41.77125282231115,10,18242120060000,NA,NA,NA,NA,NA,2113356 - COULAS VIKING PARTNERS,11,Non-Incentive,COULAS VIKING PARTNERS,2113356,2023,"list(list(c(-87.80834, -87.80821, -87.80807, -87.80792, -87.80776, -87.80759, -87.80745, -87.80726, -87.80706, -87.80685, -87.80664, -87.80642, -87.8062, -87.80597, -87.80574, -87.80552, -87.80549, -87.80552, -87.80529, -87.80521, -87.80514, -87.80506, -87.80497, -87.80555, -87.80837, -87.80845, -87.80834, 41.7716, 41.77147, 41.77133, 41.77121, 41.77109, 41.77098, 41.7709, 41.77081, 41.77073, 41.77066, 41.7706, 41.77054, 41.7705, 41.77047, 41.77045, 41.77044, 41.77044, 41.77112, 41.77113, 41.77124, 
41.77143, 41.77164, 41.77181, 41.7718, 41.77175, 41.77175, 41.7716)))"
1824212009,2022,-87.8072538326798,41.77261942195503,10,18242120090000,NA,NA,NA,NA,NA,2113356 - COULAS VIKING PARTNERS,11,Non-Incentive,COULAS VIKING PARTNERS,2113356,2023,"list(list(c(-87.80561, -87.80943, -87.80939, -87.80933, -87.80888, -87.8084, -87.80837, -87.80555, -87.80557, -87.80561, 41.77343, 41.77334, 41.77328, 41.77319, 41.77249, 41.7718, 41.77175, 41.7718, 41.77236, 41.77343)))"
1824212010,2022,-87.80582540548484,41.77001613141552,10,18242120100000,NA,NA,NA,NA,NA,2113356 - COULAS VIKING PARTNERS,10,Non-Incentive,COULAS VIKING PARTNERS,2113356,2023,"list(list(c(-87.80558, -87.80546, -87.80535, -87.80539, -87.80541, -87.80541, -87.80541, -87.80548, -87.80601, -87.8062, -87.80645, -87.80669, -87.80645, -87.80616, -87.80588, -87.80558, 41.76977, 41.76974, 41.7697, 41.76988, 41.77008, 41.77017, 41.77019, 41.77018, 41.77017, 41.77017, 41.77018, 41.7702, 41.77009, 41.76997, 41.76987, 41.76977)))"
1824212011,2022,-87.80663456612437,41.770478544574644,10,18242120110000,NA,NA,NA,NA,NA,2113356 - COULAS VIKING PARTNERS,10,Non-Incentive,COULAS VIKING PARTNERS,2113356,2023,"list(list(c(-87.8078, -87.80755, -87.80729, -87.80702, -87.80674, -87.80669, -87.80645, -87.8062, -87.80601, -87.80548, -87.80549, -87.80552, -87.80574, -87.80597, -87.8062, -87.80642, -87.80664, -87.80685, -87.80706, -87.80726, -87.80745, -87.80756, -87.80762, -87.8078, -87.80797, -87.80814, -87.80829, -87.80843, -87.80856, -87.80846, -87.80835, -87.80822, -87.80813, -87.80804, -87.8078, 41.77083, 41.77067, 41.77051, 41.77036, 41.77022, 41.7702, 41.77018, 41.77017, 41.77017, 41.77018, 41.77044, 
41.77044, 41.77045, 41.77047, 41.7705, 41.77054, 41.7706, 41.77066, 41.77073, 41.77081, 41.7709, 41.77078, 41.7708, 41.7709, 41.77101, 41.77112, 41.77124, 41.77137, 41.77151, 41.77138, 41.77126, 41.77115, 41.77107, 41.77101, 41.77083)))"
1824212016,2022,-87.8090904273619,41.772536712019686,10,18242120160000,NA,NA,NA,NA,NA,2113356 - COULAS VIKING PARTNERS,11,Non-Incentive,COULAS VIKING PARTNERS,2113356,2023,"list(list(c(-87.80866, -87.80856, -87.80843, -87.80829, -87.80814, -87.80797, -87.8078, -87.80762, -87.80756, -87.80745, -87.80759, -87.80776, -87.80792, -87.80807, -87.80821, -87.80834, -87.80845, -87.80837, -87.8084, -87.80888, -87.80933, -87.80939, -87.80943, -87.8095, -87.80963, -87.80977, -87.80991, -87.81007, -87.81011, -87.81052, -87.81062, -87.81052, -87.81051, -87.81036, -87.8102, -87.81006, -87.80993, -87.80981, -87.80973, -87.80917, -87.80874, -87.80866, 41.77162, 41.77151, 41.77137, 41.77124, 
41.77112, 41.77101, 41.7709, 41.7708, 41.77078, 41.7709, 41.77098, 41.77109, 41.77121, 41.77133, 41.77147, 41.7716, 41.77175, 41.77175, 41.7718, 41.77249, 41.77319, 41.77328, 41.77334, 41.77343, 41.77358, 41.77373, 41.77387, 41.774, 41.77403, 41.77402, 41.77402, 41.77395, 41.77395, 41.77384, 41.77371, 41.77358, 41.77344, 41.7733, 41.77319, 41.77236, 41.77175, 41.77162)))"
1824213012,2022,-87.8020367295,41.770141444123134,11,18242130120000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.80079, -87.8033, -87.80328, -87.80077, -87.80079, 41.77037, 41.77034, 41.76991, 41.76994, 41.77037)))"
1824215009,2022,-87.80108715357589,41.77198616803527,12,18242150090000,NA,OLD DERBY LLC,1210047028,1,2012,2116816 - OLD DERBY LLC,7,Incentive,OLD DERBY LLC,2116816,2023,"list(list(c(-87.80086, -87.80086, -87.80132, -87.80132, -87.80131, -87.80131, -87.80085, -87.80086, -87.80086, 41.77203, 41.77209, 41.77208, 41.77202, 41.77195, 41.77188, 41.77189, 41.77196, 41.77203)))"
1824215011,2022,-87.80097963293996,41.77386630448167,13,18242150110000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.80094, -87.80094, -87.80107, -87.80094, 41.77385, 41.77388, 41.77387, 41.77385)))"
1824215013,2022,-87.80119718116707,41.77346638382058,12,18242150130000,NA,"ITALMATCH SC, LLC",1816913036,2,2018,2117252 - ITALMATCH CHEMICALS SC,10,Non-Incentive,ITALMATCH CHEMICALS SC,2117252,2023,"list(list(c(-87.80092, -87.80092, -87.80092, -87.80144, -87.80144, -87.80144, -87.80149, -87.80149, -87.80137, -87.80091, -87.80092, -87.80092, 41.77349, 41.77356, 41.77359, 41.7736, 41.77355, 41.77347, 41.77343, 41.77334, 41.77334, 41.77335, 41.77342, 41.77349)))"
1824217021,2022,-87.80297787659731,41.77103984354218,14,18242170210000,NA,NA,NA,NA,NA,2115589 - 7301 CORPORATION,8,Non-Incentive,7301 CORPORATION,2115589,2021,"list(list(c(-87.80228, -87.80238, -87.80249, -87.80258, -87.80264, -87.80267, -87.80274, -87.80281, -87.80286, -87.8029, -87.80293, -87.80294, -87.80296, -87.80323, -87.80321, -87.8032, -87.80318, -87.80315, -87.8031, -87.80304, -87.80297, -87.80289, -87.8028, -87.8027, -87.8026, -87.80249, -87.80238, -87.80208, -87.80217, -87.80218, -87.80228, 41.77047, 41.77049, 41.77053, 41.77057, 41.7706, 41.77062, 41.77068, 41.77075, 41.77083, 41.7709, 41.77098, 41.77107, 41.77166, 41.77165, 41.77104, 41.77099, 
41.77091, 41.77083, 41.77076, 41.77069, 41.77063, 41.77058, 41.77053, 41.77049, 41.77047, 41.77045, 41.77045, 41.77045, 41.77046, 41.77046, 41.77047)))"
1824217022,2022,-87.80279106308986,41.771198146996056,14,18242170220000,NA,NA,NA,NA,NA,2115589 - 7301 CORPORATION,8,Non-Incentive,7301 CORPORATION,2115589,2021,"list(list(c(-87.80296, -87.80294, -87.80293, -87.8029, -87.80286, -87.80281, -87.80274, -87.80267, -87.80264, -87.80268, -87.80296, 41.77166, 41.77107, 41.77098, 41.7709, 41.77083, 41.77075, 41.77068, 41.77062, 41.7706, 41.77167, 41.77166)))"
1824217030,2022,-87.8020203387633,41.77301492072235,12,18242170300000,NA,"ITALMATCH SC, LLC",1816913036,2,2018,2117252 - ITALMATCH CHEMICALS SC,10,Non-Incentive,ITALMATCH CHEMICALS SC,2117252,2023,"list(list(c(-87.80088, -87.80091, -87.80137, -87.80149, -87.80149, -87.80144, -87.80144, -87.80144, -87.80172, -87.80221, -87.80249, -87.80269, -87.80275, -87.80289, -87.803, -87.80311, -87.8032, -87.80328, -87.80334, -87.80339, -87.8033, -87.80324, -87.80325, -87.80324, -87.80322, -87.80319, -87.80314, -87.80308, -87.80301, -87.80293, -87.80284, -87.80274, -87.80264, -87.80253, -87.80241, -87.80088, 41.77262, 41.77335, 41.77334, 41.77334, 41.77343, 41.77347, 41.77355, 41.7736, 41.77361, 41.77388, 
41.77352, 41.77328, 41.7732, 41.77301, 41.77283, 41.77263, 41.77244, 41.77224, 41.77204, 41.77183, 41.77183, 41.77183, 41.77192, 41.772, 41.77209, 41.77217, 41.77224, 41.77231, 41.77238, 41.77244, 41.77248, 41.77252, 41.77255, 41.77257, 41.77258, 41.77262)))"
1824217034,2022,-87.80120101431625,41.7750157567041,13,18242170340000,NA,NA,NA,NA,NA,2117259 - SCHOLD MACHINE CORP,7,Non-Incentive,SCHOLD MACHINE CORP,2117259,2023,"list(list(c(-87.80106, -87.80112, -87.80117, -87.8012, -87.80123, -87.80124, -87.80124, -87.80122, -87.80119, -87.80115, -87.8011, -87.80104, -87.80099, -87.801, -87.80148, -87.80106, 41.7748, 41.77481, 41.77484, 41.77487, 41.7749, 41.77495, 41.77499, 41.77503, 41.77506, 41.77509, 41.77511, 41.77512, 41.77512, 41.77538, 41.77479, 41.7748)))"
1824217035,2022,-87.80136051195527,41.77417224263549,13,18242170350000,NA,NA,NA,NA,NA,2117259 - SCHOLD MACHINE CORP,7,Non-Incentive,SCHOLD MACHINE CORP,2117259,2023,"list(list(c(-87.80179, -87.80195, -87.80148, -87.80107, -87.80094, -87.80096, -87.80179, 41.7744, 41.77419, 41.77394, 41.77387, 41.77388, 41.77441, 41.7744)))"
1824217036,2022,-87.8020525245911,41.77222686847904,12,18242170360000,NA,"SABM, LLC",1618816068,1,2016,2110939 - SALEH ABDALLAH,10,Incentive,SALEH ABDALLAH,2110939,2023,"list(list(c(-87.80253, -87.80264, -87.80274, -87.80284, -87.80293, -87.80301, -87.80308, -87.80314, -87.80319, -87.80322, -87.80324, -87.80325, -87.80324, -87.80137, -87.80137, -87.80143, -87.80144, -87.80132, -87.80086, -87.80088, -87.80241, -87.80253, 41.77257, 41.77255, 41.77252, 41.77248, 41.77244, 41.77238, 41.77231, 41.77224, 41.77217, 41.77209, 41.772, 41.77192, 41.77183, 41.77188, 41.77195, 41.77199, 41.77208, 41.77208, 41.77209, 41.77262, 41.77258, 41.77257)))"
1824217040,2022,-87.80125842467022,41.77470644698841,13,18242170400000,NA,NA,NA,NA,NA,2117259 - SCHOLD MACHINE CORP,7,Non-Incentive,SCHOLD MACHINE CORP,2117259,2023,"list(list(c(-87.80097, -87.80106, -87.80148, -87.80161, -87.80097, -87.80097, 41.7748, 41.7748, 41.77479, 41.77462, 41.77463, 41.7748)))"
1824217041,2022,-87.80133380694741,41.77451119709184,13,18242170410000,NA,NA,NA,NA,NA,2117259 - SCHOLD MACHINE CORP,7,Non-Incentive,SCHOLD MACHINE CORP,2117259,2023,"list(list(c(-87.80097, -87.80161, -87.80179, -87.80096, -87.80097, 41.77463, 41.77462, 41.7744, 41.77441, 41.77463)))"
1824217042,2022,-87.80242819777644,41.77109019692986,14,18242170420000,NA,NA,NA,NA,NA,2115589 - 7301 CORPORATION,8,Non-Incentive,7301 CORPORATION,2115589,2021,"list(list(c(-87.80224, -87.80268, -87.80264, -87.80258, -87.80249, -87.80238, -87.80228, -87.80218, -87.80219, -87.80224, 41.77168, 41.77167, 41.7706, 41.77057, 41.77053, 41.77049, 41.77047, 41.77046, 41.77047, 41.77168)))"
1824217045,2022,-87.80184898195448,41.77107284198771,14,18242170450000,NA,NA,NA,NA,NA,2117539 - R W COLLINS CO,10,Non-Incentive,R W COLLINS CO,2117539,2023,"list(list(c(-87.80152, -87.80224, -87.80219, -87.80185, -87.80147, -87.80149, -87.80152, 41.77169, 41.77168, 41.77047, 41.77046, 41.77046, 41.77113, 41.77169)))"
1824217048,2022,-87.8011696117002,41.77141768842029,14,18242170480000,NA,NA,NA,NA,NA,2117539 - R W COLLINS CO,10,Non-Incentive,R W COLLINS CO,2117539,2023,"list(list(c(-87.80082, -87.80085, -87.80136, -87.80152, -87.80149, -87.80082, 41.77114, 41.77171, 41.7717, 41.77169, 41.77113, 41.77114)))"
1824300001,2022,-87.819697735372,41.769351869781566,5,18243000010000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.82005, -87.82005, -87.82004, -87.82003, -87.81955, -87.81919, -87.82005, 41.76959, 41.76945, 41.76935, 41.76905, 41.76906, 41.7696, 41.76959)))"
1824301005,2022,-87.81880914049859,41.76894801511307,9,18243010050000,NA,NA,2402306453,3,2024,2110456 - STEVE G FOTOS,13,Non-Incentive,STEVE G FOTOS,2110456,2022,"list(list(c(-87.81844, -87.81914, -87.81921, -87.81866, -87.81859, -87.81844, 41.76907, 41.76906, 41.76896, 41.76874, 41.76884, 41.76907)))"
1824301006,2022,-87.81898486988403,41.768776300684046,9,18243010060000,NA,NA,2402306453,3,2024,2110456 - STEVE G FOTOS,13,Non-Incentive,STEVE G FOTOS,2110456,2022,"list(list(c(-87.81866, -87.81921, -87.81931, -87.81876, -87.81866, 41.76874, 41.76896, 41.76881, 41.7686, 41.76874)))"
1824301007,2022,-87.81908165118158,41.768631044310276,9,18243010070000,NA,NA,2402306453,3,2024,2110456 - STEVE G FOTOS,13,Non-Incentive,STEVE G FOTOS,2110456,2022,"list(list(c(-87.81931, -87.8194, -87.81886, -87.81876, -87.81931, 41.76881, 41.76866, 41.76845, 41.7686, 41.76881)))"
1824301075,2022,-87.81481801675196,41.76941529546548,9,18243010750000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.81569, -87.81547, -87.81525, -87.81518, -87.81503, -87.81481, -87.81474, -87.81459, -87.81437, -87.81415, -87.81393, -87.81371, -87.81349, -87.81327, -87.81305, -87.81283, -87.81261, -87.81239, -87.81217, -87.81195, -87.81173, -87.8115, -87.81116, -87.81066, -87.81068, -87.8152, -87.81878, -87.81914, -87.81844, -87.81829, -87.81789, -87.81767, -87.81745, -87.81723, -87.81701, -87.81679, -87.81657, -87.81635, -87.81613, -87.81591, -87.81569, 41.76913, 41.76913, 41.76914, 41.76914, 
41.76914, 41.76915, 41.76915, 41.76915, 41.76915, 41.76916, 41.76916, 41.76917, 41.76917, 41.76918, 41.76918, 41.76919, 41.76919, 41.76919, 41.7692, 41.7692, 41.76921, 41.76921, 41.76922, 41.76923, 41.76977, 41.76968, 41.76961, 41.76906, 41.76907, 41.76907, 41.76908, 41.76909, 41.76909, 41.7691, 41.7691, 41.76911, 41.76911, 41.76911, 41.76912, 41.76912, 41.76913)))"
1824400005,2022,-87.80075137903259,41.76651748406548,15,18244000050000,NA,NA,NA,NA,NA,2105900 - NICOR GAS REAL ESTATE,2,Non-Incentive,NICOR GAS REAL ESTATE,2105900,2014,"list(list(c(-87.80043, -87.80045, -87.80068, -87.80123, -87.80116, -87.80043, 41.76632, 41.76673, 41.76684, 41.76638, 41.76631, 41.76632)))"
1824400006,2022,-87.80146121140125,41.76695288195025,15,18244000060000,NA,"LHFP, LLC",1817913041,1,2018,"2118737 - LHFP, LLC",8,Non-Incentive,"LHFP, LLC",2118737,2023,"list(list(c(-87.80162, -87.80142, -87.80123, -87.80068, -87.80069, -87.80092, -87.80113, -87.80134, -87.80138, -87.80173, -87.80223, -87.80183, -87.80162, 41.76669, 41.76654, 41.76638, 41.76684, 41.76685, 41.76697, 41.7671, 41.76723, 41.76726, 41.76751, 41.7671, 41.76684, 41.76669)))"
1824400008,2022,-87.80181620782905,41.76945313651856,11,18244000080000,NA,NA,NA,NA,NA,2110193 - OLD HARLEM LLC,12,Incentive,OLD HARLEM LLC,2110193,2023,"list(list(c(-87.80077, -87.80328, -87.80319, -87.80309, -87.80304, -87.8029, -87.80275, -87.80259, -87.80243, -87.80069, -87.80074, -87.80077, 41.76994, 41.76991, 41.76977, 41.76964, 41.76959, 41.7694, 41.76922, 41.76905, 41.76891, 41.76893, 41.76994, 41.76994)))"
1824400011,2022,-87.80355569911005,41.768586633752506,15,18244000110000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.80376, -87.80361, -87.80329, -87.8035, -87.80376, 41.76884, 41.76833, 41.76859, 41.7687, 41.76884)), list(c(-87.80435, -87.80429, -87.80445, -87.80462, -87.80457, -87.80446, -87.80439, -87.80435, 41.76884, 41.76882, 41.76914, 41.7692, 41.7691, 41.76887, 41.7689, 41.76884)))"
1824400012,2022,-87.80273594462275,41.76782453875865,15,18244000120000,NA,GAIA HOLDINGS LLC,1826819222,1,2018,2110182 - MARIUSZ TOMASIAK,13,Incentive,MARIUSZ TOMASIAK,2110182,2023,"list(list(c(-87.80229, -87.80223, -87.80173, -87.80274, -87.80277, -87.803, -87.80325, -87.80329, -87.80361, -87.80356, -87.80342, -87.803, -87.80292, -87.8026, -87.80229, 41.76714, 41.7671, 41.76751, 41.76824, 41.76825, 41.76841, 41.76856, 41.76859, 41.76833, 41.76815, 41.7679, 41.76755, 41.7675, 41.76729, 41.76714)))"
1824400013,2022,-87.8009745573575,41.76830343783713,11,18244000130000,NA,NA,NA,NA,NA,2110193 - OLD HARLEM LLC,12,Incentive,OLD HARLEM LLC,2110193,2023,"list(list(c(-87.80068, -87.80123, -87.80136, -87.80134, -87.80114, -87.8009, -87.80065, -87.80068, 41.76864, 41.76863, 41.76852, 41.76816, 41.76806, 41.76795, 41.76785, 41.76864)))"
1824400014,2022,-87.80151020053565,41.76869075897112,11,18244000140000,NA,NA,NA,NA,NA,2102080 - OLD HARLEM LLC,3,Non-Incentive,OLD HARLEM LLC,2102080,2012,"list(list(c(-87.80069, -87.80243, -87.80241, -87.80222, -87.80203, -87.80182, -87.8016, -87.80138, -87.80134, -87.80136, -87.80123, -87.80068, -87.80069, 41.76893, 41.76891, 41.76889, 41.76873, 41.76858, 41.76844, 41.7683, 41.76818, 41.76816, 41.76852, 41.76863, 41.76864, 41.76893)))"
1919116002,2022,-87.80064177696941,41.77276150384511,16,19191160020000,NA,54th Street Building Venture LLC.,1329604033,2,2013,3610671 - 54THST BUILD VENTURE,7,Incentive,54THST BUILD VENTURE,3610671,2023,"list(list(c(-87.80055, -87.80062, -87.80073, -87.80067, -87.80055, 41.77194, 41.77359, 41.77359, 41.77194, 41.77194)))"
1919116003,2022,-87.80018159866859,41.772769465215504,16,19191160030000,NA,54th Street Building Venture LLC.,1329604033,2,2013,3610671 - 54THST BUILD VENTURE,8,Incentive,54THST BUILD VENTURE,3610671,2023,"list(list(c(-87.79987, -87.79982, -87.79974, -87.79982, -87.80062, -87.80055, -87.79987, 41.77195, 41.77195, 41.77196, 41.7736, 41.77359, 41.77194, 41.77195)))"
1919116014,2022,-87.7958342268682,41.770891517216576,16,19191160140000,NA,KAS JANUSZ,729235045,3,2007,3611122 - JANUSZ KAS,11,Non-Incentive,JANUSZ KAS,3611122,2023,"list(list(c(-87.79569, -87.79568, -87.79567, -87.79566, -87.79565, -87.79564, -87.79563, -87.79562, -87.79561, -87.7956, -87.79562, -87.79571, -87.79606, -87.79604, -87.79597, -87.79596, -87.79595, -87.79594, -87.79593, -87.79592, -87.79591, -87.7959, -87.7959, -87.79589, -87.79588, -87.79587, -87.79586, -87.79585, -87.79584, -87.79583, -87.79582, -87.79581, -87.7958, -87.79579, -87.79578, -87.79577, -87.79576, -87.79575, -87.79574, -87.79573, -87.79572, -87.79571, -87.7957, -87.79569, 41.77061, 
41.77061, 41.77061, 41.77061, 41.77062, 41.77062, 41.77062, 41.77063, 41.77063, 41.77063, 41.7712, 41.7712, 41.77119, 41.77057, 41.77057, 41.77057, 41.77057, 41.77057, 41.77057, 41.77057, 41.77057, 41.77057, 41.77058, 41.77058, 41.77058, 41.77058, 41.77058, 41.77058, 41.77058, 41.77058, 41.77058, 41.77058, 41.77059, 41.77059, 41.77059, 41.77059, 41.77059, 41.77059, 41.7706, 41.7706, 41.7706, 41.7706, 41.7706, 41.77061)))"
1919116018,2022,-87.7962992667325,41.770869380224845,16,19191160180000,NA,KAS JANUSZ,729235045,3,2007,3611122 - JANUSZ KAS,11,Non-Incentive,JANUSZ KAS,3611122,2023,"list(list(c(-87.79659, -87.79649, -87.79604, -87.79606, -87.79655, -87.79653, -87.79675, -87.79659, 41.77055, 41.77054, 41.77057, 41.77119, 41.77118, 41.77058, 41.77055, 41.77055)))"
1919116032,2022,-87.79907052390043,41.772328466866526,16,19191160320000,NA,BEDFORD PK HOLDINGS LLC,1006833012,3,2010,"3610526 - BEDFORD PARK HOLDINGS,",14,Incentive,"BEDFORD PARK HOLDINGS,",3610526,2023,"list(list(c(-87.80005, -87.80004, -87.80003, -87.80002, -87.80001, -87.8, -87.79999, -87.79998, -87.79997, -87.79996, -87.79995, -87.79994, -87.79994, -87.79993, -87.79992, -87.79991, -87.7999, -87.7999, -87.79989, -87.79988, -87.79987, -87.79986, -87.79986, -87.79985, -87.79984, -87.79983, -87.79982, -87.79981, -87.7998, -87.79979, -87.79979, -87.79978, -87.79977, -87.79976, -87.79975, -87.79974, -87.79974, -87.79973, -87.79972, -87.79971, -87.7997, -87.79969, -87.79969, -87.79968, -87.79967, -87.79967, 
-87.79966, -87.79965, -87.79965, -87.79964, -87.79963, -87.79963, -87.79962, -87.79961, -87.7996, -87.7982, -87.79812, -87.79818, -87.79982, -87.79974, -87.79982, -87.7998, -87.79979, -87.79979, -87.79979, -87.79979, -87.79979, -87.79979, -87.79979, -87.79979, -87.79979, -87.7998, -87.7998, -87.7998, -87.7998, -87.7998, -87.7998, -87.7998, -87.7998, -87.79981, -87.79981, -87.79981, -87.79981, -87.79981, -87.79982, -87.79982, -87.79982, -87.79982, -87.79983, -87.79983, -87.79983, -87.79983, -87.79984, 
-87.79984, -87.79984, -87.79985, -87.79985, -87.79986, -87.79986, -87.79986, -87.79987, -87.79987, -87.79988, -87.79988, -87.79989, -87.79989, -87.7999, -87.7999, -87.79991, -87.79991, -87.79992, -87.79992, -87.79993, -87.79993, -87.79994, -87.79994, -87.79995, -87.79995, -87.79996, -87.79997, -87.79997, -87.79998, -87.79998, -87.79999, -87.79999, -87.8, -87.8, -87.80001, -87.80001, -87.80002, -87.80002, -87.80003, -87.80003, -87.80004, -87.80004, -87.80005, -87.80005, -87.80006, -87.80007, -87.80008, 
-87.80009, -87.80009, -87.8001, -87.8001, -87.80011, -87.80012, -87.80013, -87.80013, -87.80014, -87.80015, -87.80016, -87.80016, -87.80017, -87.80017, -87.80018, -87.80019, -87.80019, -87.8002, -87.80021, -87.80021, -87.80022, -87.80023, -87.80024, -87.80024, -87.80025, -87.80026, -87.80026, -87.80027, -87.80028, -87.80028, -87.80029, -87.8003, -87.8003, -87.80031, -87.80032, -87.80033, -87.80034, -87.80035, -87.80036, -87.80037, -87.80037, -87.80038, -87.80039, -87.8004, -87.80008, -87.80007, -87.80006, 
-87.80005, 41.77054, 41.77054, 41.77054, 41.77054, 41.77054, 41.77054, 41.77055, 41.77055, 41.77055, 41.77055, 41.77055, 41.77055, 41.77056, 41.77056, 41.77056, 41.77056, 41.77056, 41.77057, 41.77057, 41.77057, 41.77057, 41.77057, 41.77058, 41.77058, 41.77058, 41.77058, 41.77059, 41.77059, 41.77059, 41.77059, 41.7706, 41.7706, 41.7706, 41.77061, 41.77061, 41.77061, 41.77062, 41.77062, 41.77062, 41.77063, 41.77063, 41.77063, 41.77064, 41.77064, 41.77064, 41.77065, 41.77065, 41.77065, 41.77066, 41.77066, 
41.77066, 41.77067, 41.77067, 41.77068, 41.77068, 41.77184, 41.77216, 41.77363, 41.7736, 41.77196, 41.77195, 41.77129, 41.77129, 41.77128, 41.77127, 41.77126, 41.77125, 41.77124, 41.77123, 41.77122, 41.77121, 41.77121, 41.7712, 41.77119, 41.77118, 41.77117, 41.77116, 41.77115, 41.77114, 41.77114, 41.77113, 41.77112, 41.77111, 41.7711, 41.7711, 41.77109, 41.77108, 41.77107, 41.77107, 41.77106, 41.77105, 41.77104, 41.77104, 41.77103, 41.77102, 41.77101, 41.771, 41.77099, 41.77098, 41.77097, 41.77097, 
41.77096, 41.77095, 41.77094, 41.77093, 41.77092, 41.77092, 41.77091, 41.7709, 41.77089, 41.77089, 41.77088, 41.77087, 41.77086, 41.77086, 41.77085, 41.77085, 41.77084, 41.77083, 41.77082, 41.77081, 41.77081, 41.7708, 41.7708, 41.77079, 41.77079, 41.77078, 41.77078, 41.77077, 41.77077, 41.77076, 41.77076, 41.77075, 41.77075, 41.77074, 41.77074, 41.77073, 41.77073, 41.77072, 41.77071, 41.77071, 41.7707, 41.7707, 41.77069, 41.77069, 41.77068, 41.77068, 41.77067, 41.77067, 41.77066, 41.77066, 41.77065, 
41.77065, 41.77064, 41.77064, 41.77064, 41.77063, 41.77063, 41.77063, 41.77062, 41.77062, 41.77061, 41.77061, 41.7706, 41.7706, 41.7706, 41.77059, 41.77059, 41.77059, 41.77058, 41.77058, 41.77058, 41.77057, 41.77057, 41.77057, 41.77056, 41.77056, 41.77055, 41.77055, 41.77055, 41.77054, 41.77054, 41.77054, 41.77053, 41.77053, 41.77053, 41.77054, 41.77054)))"
