pin10,year,longitude,latitude,group,pin,keypin,sale_buyer_name,sale_document_num,num_parcels_sale,year_sold,proj_appeallant,timesappealed,incent_prop,appellant,appealid,year_appealed,geometry
1920216067,2022,-87.76870650651306,41.77085925230442,28,19202160670000,NA,NA,NA,NA,NA,3610180 - JMB BEDFORD PARK LLC,6,Non-Incentive,JMB BEDFORD PARK LLC,3610180,2023,"list(list(c(-87.7686, -87.76865, -87.76875, -87.76877, -87.76878, -87.7688, -87.76881, -87.76883, -87.76885, -87.76886, -87.7686, -87.7686, 41.77091, 41.77091, 41.7709, 41.77089, 41.77088, 41.77087, 41.77085, 41.77084, 41.77083, 41.77082, 41.77082, 41.77091)))"
1920216068,2022,-87.76912731092253,41.77085443265718,28,19202160680000,NA,NA,NA,NA,NA,3610180 - JMB BEDFORD PARK LLC,6,Non-Incentive,JMB BEDFORD PARK LLC,3610180,2023,"list(list(c(-87.76902, -87.769, -87.76899, -87.76897, -87.76895, -87.76893, -87.76892, -87.7689, -87.76901, -87.76903, -87.76919, -87.76923, -87.76925, -87.76927, -87.76929, -87.76931, -87.76933, -87.76936, -87.76938, -87.76902, 41.77082, 41.77083, 41.77084, 41.77085, 41.77086, 41.77087, 41.77089, 41.7709, 41.7709, 41.7709, 41.77089, 41.77089, 41.77088, 41.77087, 41.77085, 41.77084, 41.77083, 41.77082, 41.77081, 41.77082)))"
1920216070,2022,-87.76863011825141,41.77098044266569,28,19202160700000,NA,NA,NA,NA,NA,3610180 - JMB BEDFORD PARK LLC,6,Non-Incentive,JMB BEDFORD PARK LLC,3610180,2023,"list(list(c(-87.76861, -87.76862, -87.76862, -87.76863, -87.76864, -87.76864, -87.76865, -87.76866, -87.76865, -87.7686, -87.76861, 41.77109, 41.77108, 41.77107, 41.77106, 41.77105, 41.77104, 41.77102, 41.77101, 41.77091, 41.77091, 41.77109)))"
1920216072,2022,-87.76857730129082,41.7710440939953,28,19202160720000,NA,NA,NA,NA,NA,3610180 - JMB BEDFORD PARK LLC,6,Non-Incentive,JMB BEDFORD PARK LLC,3610180,2023,"list(list(c(-87.76856, -87.76857, -87.76857, -87.76857, -87.76858, -87.76859, -87.7686, -87.76861, -87.7686, -87.76854, -87.76856, 41.7713, 41.77127, 41.77124, 41.77121, 41.77118, 41.77115, 41.77112, 41.77109, 41.77091, 41.77091, 41.7713)))"
1920216075,2022,-87.76861233158183,41.77167703811304,28,19202160750000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.76861, -87.76867, -87.76861, -87.7686, -87.76859, -87.76858, -87.76857, -87.76857, -87.76857, -87.76856, -87.76861, 41.77219, 41.77219, 41.77109, 41.77112, 41.77115, 41.77118, 41.77121, 41.77124, 41.77127, 41.7713, 41.77219)))"
1920216076,2022,-87.76866391445456,41.77161795116191,28,19202160760000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.76865, -87.76864, -87.76864, -87.76863, -87.76862, -87.76862, -87.76861, -87.76867, -87.76872, -87.76868, -87.76866, -87.76866, -87.76865, 41.77103, 41.77104, 41.77105, 41.77106, 41.77107, 41.77108, 41.77109, 41.77219, 41.77218, 41.77136, 41.77101, 41.77102, 41.77103)))"
1920216078,2022,-87.76888218349133,41.77085916673209,28,19202160780000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.76886, -87.76885, -87.76883, -87.76881, -87.7688, -87.76878, -87.76877, -87.76875, -87.76889, -87.7689, -87.76892, -87.76893, -87.76895, -87.76897, -87.76899, -87.769, -87.76902, -87.76886, 41.77082, 41.77083, 41.77084, 41.77085, 41.77087, 41.77088, 41.77089, 41.7709, 41.7709, 41.7709, 41.77089, 41.77087, 41.77086, 41.77085, 41.77084, 41.77083, 41.77082, 41.77082)))"
1920217003,2022,-87.76550219904048,41.77348956809906,33,19202170030000,NA,NA,NA,NA,NA,3611879 - COMMERCIAL FORGED PROD,10,Non-Incentive,COMMERCIAL FORGED PROD,3611879,2023,"list(list(c(-87.76494, -87.76498, -87.76609, -87.76604, -87.76602, -87.76492, -87.76494, 41.77329, 41.77421, 41.77419, 41.77325, 41.77277, 41.77279, 41.77329)))"
1920217005,2022,-87.76544975087299,41.77181953045058,34,19202170050000,NA,DMK EXPRESS PROP,1026710042,2,2010,3612033 - DMK EXPRESS PROPERTIES,11,Incentive,DMK EXPRESS PROPERTIES,3612033,2023,"list(list(c(-87.76488, -87.76488, -87.76488, -87.76488, -87.76489, -87.76489, -87.76489, -87.7649, -87.7649, -87.7649, -87.7649, -87.76491, -87.76491, -87.76491, -87.76492, -87.76492, -87.76492, -87.76493, -87.76493, -87.76494, -87.76494, -87.76495, -87.76495, -87.76495, -87.76496, -87.76496, -87.76497, -87.76497, -87.76498, -87.76498, -87.76499, -87.76499, -87.765, -87.765, -87.76501, -87.76501, -87.76502, -87.76502, -87.76503, -87.76503, -87.76504, -87.76504, -87.76505, -87.76505, -87.76506, -87.76506, 
-87.76507, -87.76507, -87.76508, -87.76509, -87.7651, -87.76511, -87.76511, -87.76512, -87.76512, -87.76513, -87.76514, -87.76514, -87.76515, -87.76515, -87.76516, -87.76517, -87.76517, -87.76518, -87.76519, -87.7652, -87.76521, -87.76599, -87.76596, -87.76486, -87.76488, 41.77184, 41.77185, 41.77186, 41.77187, 41.77188, 41.77189, 41.7719, 41.7719, 41.77191, 41.77192, 41.77193, 41.77193, 41.77194, 41.77195, 41.77195, 41.77196, 41.77197, 41.77197, 41.77198, 41.77199, 41.772, 41.772, 41.77201, 41.77202, 
41.77202, 41.77203, 41.77203, 41.77204, 41.77205, 41.77206, 41.77206, 41.77207, 41.77207, 41.77208, 41.77208, 41.77209, 41.77209, 41.7721, 41.7721, 41.77211, 41.77211, 41.77212, 41.77212, 41.77213, 41.77213, 41.77214, 41.77214, 41.77215, 41.77215, 41.77216, 41.77217, 41.77217, 41.77218, 41.77218, 41.77219, 41.77219, 41.77219, 41.7722, 41.7722, 41.77221, 41.77221, 41.77221, 41.77222, 41.77222, 41.77223, 41.77223, 41.77224, 41.77222, 41.77143, 41.77145, 41.77184)))"
1920217006,2022,-87.7654477636123,41.771178041629085,34,19202170060000,NA,DMK EXPRESS PROP,1026710042,2,2010,3612033 - DMK EXPRESS PROPERTIES,11,Incentive,DMK EXPRESS PROPERTIES,3612033,2023,"list(list(c(-87.7651, -87.7651, -87.76509, -87.76508, -87.76508, -87.76507, -87.76507, -87.76506, -87.76506, -87.76505, -87.76505, -87.76504, -87.76504, -87.76503, -87.76503, -87.76502, -87.76502, -87.76501, -87.76501, -87.765, -87.765, -87.76499, -87.76499, -87.76498, -87.76498, -87.76497, -87.76497, -87.76496, -87.76496, -87.76495, -87.76495, -87.76494, -87.76494, -87.76493, -87.76493, -87.76492, -87.76492, -87.76492, -87.76491, -87.76491, -87.76491, -87.7649, -87.7649, -87.7649, -87.76489, -87.76489, 
-87.76489, -87.76488, -87.76488, -87.76488, -87.76488, -87.76487, -87.76487, -87.76487, -87.76487, -87.76487, -87.76487, -87.76486, -87.76486, -87.76486, -87.76486, -87.76486, -87.76486, -87.76486, -87.76486, -87.76486, -87.76486, -87.76486, -87.76486, -87.76596, -87.76594, -87.76593, -87.76523, -87.76522, -87.76521, -87.7652, -87.7652, -87.76519, -87.76518, -87.76518, -87.76517, -87.76516, -87.76515, -87.76515, -87.76514, -87.76513, -87.76512, -87.76512, -87.76511, -87.76511, -87.7651, 41.77097, 
41.77098, 41.77098, 41.77098, 41.77099, 41.77099, 41.771, 41.771, 41.77101, 41.77101, 41.77102, 41.77102, 41.77103, 41.77103, 41.77104, 41.77104, 41.77105, 41.77105, 41.77106, 41.77106, 41.77107, 41.77107, 41.77108, 41.77108, 41.77109, 41.7711, 41.77111, 41.77111, 41.77112, 41.77113, 41.77114, 41.77114, 41.77115, 41.77116, 41.77117, 41.77117, 41.77118, 41.77119, 41.77119, 41.7712, 41.77121, 41.77121, 41.77122, 41.77123, 41.77124, 41.77125, 41.77126, 41.77126, 41.77127, 41.77128, 41.77129, 41.77129, 
41.7713, 41.77131, 41.77132, 41.77133, 41.77134, 41.77134, 41.77135, 41.77136, 41.77137, 41.77138, 41.77139, 41.7714, 41.77141, 41.77142, 41.77143, 41.77144, 41.77145, 41.77143, 41.77096, 41.77088, 41.77089, 41.77089, 41.7709, 41.7709, 41.77091, 41.77091, 41.77091, 41.77092, 41.77092, 41.77093, 41.77093, 41.77094, 41.77094, 41.77095, 41.77095, 41.77096, 41.77096, 41.77097, 41.77097)))"
1920217014,2022,-87.76446571672838,41.77159863780051,33,19202170140000,NA,NA,NA,NA,NA,3611879 - COMMERCIAL FORGED PROD,8,Non-Incentive,COMMERCIAL FORGED PROD,3611879,2023,"list(list(c(-87.76423, -87.76478, -87.76475, -87.76475, -87.76475, -87.76474, -87.76474, -87.76474, -87.76474, -87.76474, -87.76474, -87.76473, -87.76473, -87.76473, -87.76473, -87.76472, -87.76472, -87.76472, -87.76472, -87.76471, -87.76471, -87.76471, -87.7647, -87.7647, -87.7647, -87.76469, -87.76469, -87.76469, -87.76468, -87.76468, -87.76467, -87.76467, -87.76466, -87.76466, -87.76466, -87.76465, -87.76465, -87.76464, -87.76464, -87.76463, -87.76463, -87.76462, -87.76462, -87.76461, -87.76461, 
-87.7646, -87.7646, -87.76459, -87.76458, -87.76457, -87.76457, -87.76456, -87.76456, -87.76455, -87.76455, -87.76454, -87.76454, -87.76453, -87.76452, -87.76451, -87.7645, -87.7645, -87.76449, -87.76449, -87.76448, -87.76448, -87.76447, -87.76446, -87.76446, -87.76418, -87.76423, 41.77216, 41.77215, 41.77143, 41.77142, 41.77141, 41.77141, 41.7714, 41.77139, 41.77138, 41.77137, 41.77136, 41.77136, 41.77135, 41.77134, 41.77133, 41.77133, 41.77132, 41.77131, 41.7713, 41.7713, 41.77129, 41.77128, 41.77128, 
41.77127, 41.77126, 41.77125, 41.77124, 41.77123, 41.77123, 41.77122, 41.77121, 41.7712, 41.7712, 41.77119, 41.77118, 41.77118, 41.77117, 41.77117, 41.77116, 41.77115, 41.77114, 41.77114, 41.77113, 41.77113, 41.77112, 41.77111, 41.7711, 41.7711, 41.77109, 41.77108, 41.77107, 41.77107, 41.77106, 41.77106, 41.77105, 41.77105, 41.77104, 41.77104, 41.77103, 41.77102, 41.77102, 41.77101, 41.77101, 41.771, 41.771, 41.77099, 41.77099, 41.77099, 41.77098, 41.77099, 41.77216)))"
1920217016,2022,-87.76403151115551,41.77162798243408,33,19202170160000,NA,"F.PAXTON LUMBER CO., L.L.C.",429522243,5,2004,3611254 - FRANK PAXTON PROP,8,Non-Incentive,FRANK PAXTON PROP,3611254,2023,"list(list(c(-87.76395, -87.76394, -87.76394, -87.76393, -87.76393, -87.76392, -87.76392, -87.76391, -87.76391, -87.7639, -87.7639, -87.76389, -87.76389, -87.76389, -87.76388, -87.76388, -87.76388, -87.76387, -87.76387, -87.76387, -87.76386, -87.76386, -87.76386, -87.76385, -87.76385, -87.76385, -87.76384, -87.76384, -87.76384, -87.76384, -87.76384, -87.76383, -87.76383, -87.76383, -87.76383, -87.76383, -87.76383, -87.76383, -87.76383, -87.76383, -87.76383, -87.76386, -87.76423, -87.76418, -87.76411, 
-87.7641, -87.7641, -87.76409, -87.76408, -87.76407, -87.76407, -87.76406, -87.76406, -87.76405, -87.76404, -87.76403, -87.76403, -87.76402, -87.76402, -87.76401, -87.76401, -87.764, -87.764, -87.76399, -87.76399, -87.76398, -87.76398, -87.76397, -87.76397, -87.76396, -87.76395, 41.77113, 41.77114, 41.77115, 41.77115, 41.77116, 41.77117, 41.77118, 41.77118, 41.77119, 41.7712, 41.77121, 41.77121, 41.77122, 41.77123, 41.77123, 41.77124, 41.77125, 41.77125, 41.77126, 41.77127, 41.77128, 41.77129, 41.7713, 
41.77131, 41.77132, 41.77133, 41.77134, 41.77135, 41.77136, 41.77137, 41.77138, 41.77139, 41.7714, 41.77141, 41.77142, 41.77143, 41.77144, 41.77145, 41.77146, 41.77147, 41.77148, 41.77216, 41.77216, 41.77099, 41.77099, 41.77099, 41.771, 41.771, 41.77101, 41.77101, 41.77102, 41.77102, 41.77103, 41.77103, 41.77104, 41.77104, 41.77105, 41.77105, 41.77106, 41.77106, 41.77107, 41.77107, 41.77108, 41.77108, 41.77109, 41.77109, 41.7711, 41.7711, 41.77111, 41.77112, 41.77113)))"
1920217017,2022,-87.76377554388657,41.7715023748541,33,19202170170000,NA,"F.PAXTON LUMBER CO., L.L.C.",429522243,5,2004,3611254 - FRANK PAXTON PROP,8,Non-Incentive,FRANK PAXTON PROP,3611254,2023,"list(list(c(-87.76368, -87.76364, -87.7641, -87.7641, -87.76409, -87.76408, -87.76407, -87.76407, -87.76406, -87.76406, -87.76405, -87.76404, -87.76403, -87.76403, -87.76402, -87.76402, -87.76401, -87.76401, -87.764, -87.764, -87.76399, -87.76399, -87.76398, -87.76398, -87.76397, -87.76397, -87.76396, -87.76395, -87.76394, -87.76394, -87.76393, -87.76393, -87.76392, -87.76392, -87.76391, -87.76391, -87.7639, -87.7639, -87.76389, -87.76389, -87.76389, -87.76388, -87.76388, -87.76388, -87.76387, -87.76387, 
-87.76387, -87.76386, -87.76386, -87.76386, -87.76385, -87.76385, -87.76385, -87.76384, -87.76384, -87.76384, -87.76384, -87.76384, -87.76383, -87.76383, -87.76383, -87.76383, -87.76383, -87.76383, -87.76383, -87.76383, -87.76383, -87.76383, -87.76386, -87.76368, 41.77217, 41.77099, 41.77099, 41.771, 41.771, 41.77101, 41.77101, 41.77102, 41.77102, 41.77103, 41.77103, 41.77104, 41.77104, 41.77105, 41.77105, 41.77106, 41.77106, 41.77107, 41.77107, 41.77108, 41.77108, 41.77109, 41.77109, 41.7711, 41.7711, 
41.77111, 41.77112, 41.77113, 41.77114, 41.77115, 41.77115, 41.77116, 41.77117, 41.77118, 41.77118, 41.77119, 41.7712, 41.77121, 41.77121, 41.77122, 41.77123, 41.77123, 41.77124, 41.77125, 41.77125, 41.77126, 41.77127, 41.77128, 41.77129, 41.7713, 41.77131, 41.77132, 41.77133, 41.77134, 41.77135, 41.77136, 41.77137, 41.77138, 41.77139, 41.7714, 41.77141, 41.77142, 41.77143, 41.77144, 41.77145, 41.77146, 41.77147, 41.77148, 41.77216, 41.77217)))"
1920217018,2022,-87.76356907756144,41.771612567833344,33,19202170180000,NA,"F.PAXTON LUMBER CO., L.L.C.",429522243,5,2004,3611254 - FRANK PAXTON PROP,8,Non-Incentive,FRANK PAXTON PROP,3611254,2023,"list(list(c(-87.76362, -87.76361, -87.76361, -87.7636, -87.7636, -87.76359, -87.76359, -87.76358, -87.76358, -87.76357, -87.76357, -87.76356, -87.76356, -87.76355, -87.76355, -87.76354, -87.76354, -87.76353, -87.76353, -87.76352, -87.76352, -87.76351, -87.76351, -87.7635, -87.7635, -87.76349, -87.76349, -87.76348, -87.76348, -87.76348, -87.76347, -87.76347, -87.76347, -87.76346, -87.76346, -87.76346, -87.76345, -87.76345, -87.76349, -87.76368, -87.76364, -87.76363, -87.76362, 41.771, 41.771, 41.77101, 
41.77101, 41.77102, 41.77102, 41.77103, 41.77103, 41.77104, 41.77104, 41.77105, 41.77105, 41.77106, 41.77106, 41.77107, 41.77107, 41.77108, 41.77108, 41.77109, 41.77109, 41.7711, 41.77111, 41.77112, 41.77112, 41.77113, 41.77114, 41.77115, 41.77115, 41.77116, 41.77117, 41.77117, 41.77118, 41.77119, 41.77119, 41.7712, 41.77121, 41.77121, 41.77122, 41.77217, 41.77217, 41.77099, 41.77099, 41.771)))"
1920217042,2022,-87.76490596538258,41.773747569164755,33,19202170420000,NA,Z&M PROP LLC,805242079,1,2008,3611900 - JORGE ZAVALA,9,Non-Incentive,JORGE ZAVALA,3611900,2023,"list(list(c(-87.76484, -87.76485, -87.76487, -87.76498, -87.76494, -87.76483, -87.76484, 41.77342, 41.77372, 41.77421, 41.77421, 41.77329, 41.77329, 41.77342)))"
1920217053,2022,-87.76450597398188,41.77219193424618,33,19202170530000,NA,NA,NA,NA,NA,3611879 - COMMERCIAL FORGED PROD,9,Non-Incentive,COMMERCIAL FORGED PROD,3611879,2023,"list(list(c(-87.76423, -87.76423, -87.76479, -87.76478, -87.76423, 41.77216, 41.77224, 41.77223, 41.77215, 41.77216)))"
1920217059,2022,-87.76428948872886,41.773551752244536,33,19202170590000,NA,NA,NA,NA,NA,3611900 - JORGE ZAVALA,9,Non-Incentive,JORGE ZAVALA,3611900,2023,"list(list(c(-87.76485, -87.76484, -87.76483, -87.76481, -87.76371, -87.76373, -87.76374, -87.76377, -87.76487, -87.76485, 41.77372, 41.77342, 41.77329, 41.77287, 41.77289, 41.77344, 41.77374, 41.77423, 41.77421, 41.77372)))"
1920217060,2022,-87.76424678633943,41.772560258592804,33,19202170600000,NA,NA,NA,NA,NA,3611254 - FRANK PAXTON PROP,8,Non-Incentive,FRANK PAXTON PROP,3611254,2023,"list(list(c(-87.76479, -87.76479, -87.76423, -87.76368, -87.76369, -87.76371, -87.76481, -87.76479, 41.77245, 41.77223, 41.77224, 41.77225, 41.77247, 41.77289, 41.77287, 41.77245)))"
1920300005,2022,-87.77079474399758,41.76841497622267,35,19203000056002,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.77557, -87.77538, -87.77505, -87.77438, -87.77321, -87.77179, -87.77101, -87.76987, -87.76866, -87.76768, -87.76767, -87.76765, -87.76763, -87.76761, -87.7676, -87.76758, -87.76756, -87.76754, -87.76753, -87.76751, -87.76749, -87.76747, -87.76746, -87.76744, -87.76742, -87.7674, -87.76739, -87.76737, -87.76735, -87.76734, -87.76732, -87.7673, -87.76728, -87.76727, -87.76725, -87.76723, -87.76721, -87.7672, -87.76718, -87.76716, -87.76714, -87.76713, -87.76711, -87.76709, -87.76707, 
-87.76706, -87.76704, -87.76702, -87.767, -87.76699, -87.76698, -87.76697, -87.76696, -87.76695, -87.76694, -87.76693, -87.76692, -87.76691, -87.7669, -87.76689, -87.76688, -87.76687, -87.76686, -87.76685, -87.76684, -87.76683, -87.76682, -87.76681, -87.7668, -87.76679, -87.76678, -87.76677, -87.76676, -87.76675, -87.76674, -87.76673, -87.76673, -87.76672, -87.76671, -87.7667, -87.76669, -87.76668, -87.76667, -87.76666, -87.76665, -87.76664, -87.76663, -87.76662, -87.76661, -87.7666, -87.76659, -87.76658, 
-87.76657, -87.76656, -87.76655, -87.76654, -87.76653, -87.76652, -87.76651, -87.7665, -87.76649, -87.76648, -87.76647, -87.76646, -87.76645, -87.76644, -87.76643, -87.76642, -87.76641, -87.7664, -87.76639, -87.76638, -87.76637, -87.76636, -87.76635, -87.76634, -87.76633, -87.76632, -87.76631, -87.7663, -87.76629, -87.76629, -87.76628, -87.76627, -87.76626, -87.76613, -87.76565, -87.76457, -87.76426, -87.76399, -87.76339, -87.76125, -87.76125, -87.76145, -87.76156, -87.76611, -87.76632, -87.76859, 
-87.77119, -87.77609, -87.78097, -87.78097, -87.78081, -87.77745, -87.77708, -87.7759, -87.77557, 41.76635, 41.76635, 41.76635, 41.76636, 41.76636, 41.76638, 41.7664, 41.7664, 41.7664, 41.76641, 41.76641, 41.76641, 41.76641, 41.76641, 41.76641, 41.76641, 41.76641, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 
41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76642, 41.76641, 41.76641, 41.76641, 41.76641, 41.76641, 41.76641, 41.76641, 41.76641, 41.76641, 41.76641, 41.76641, 41.76641, 41.76641, 41.7664, 41.7664, 41.7664, 41.7664, 41.7664, 41.7664, 41.7664, 41.7664, 41.7664, 41.7664, 41.76639, 41.76639, 41.76639, 41.76639, 41.76639, 41.76639, 41.76639, 
41.76638, 41.76638, 41.76638, 41.76638, 41.76638, 41.76638, 41.76638, 41.76637, 41.76637, 41.76637, 41.76637, 41.76637, 41.76637, 41.76636, 41.76636, 41.76636, 41.76636, 41.76636, 41.76635, 41.76635, 41.76635, 41.76635, 41.76635, 41.76634, 41.76634, 41.76634, 41.76634, 41.76634, 41.76633, 41.76633, 41.76633, 41.76633, 41.7663, 41.76617, 41.76589, 41.76583, 41.7658, 41.76579, 41.76584, 41.76588, 41.77076, 41.77075, 41.77067, 41.77067, 41.77063, 41.77058, 41.77049, 41.77041, 41.7704, 41.76646, 41.76629, 
41.76629, 41.76634, 41.76635), c(-87.76617, -87.76609, -87.76609, -87.76617, -87.76617, 41.76729, 41.76729, 41.76724, 41.76723, 41.76729)))"
1921113006,2022,-87.76102061638416,41.77200114693828,36,19211130060000,NA,"By Midway, LLC",1315535032,1,2013,3610677 - BY MIDWAY LLC,11,Non-Incentive,BY MIDWAY LLC,3610677,2023,"list(list(c(-87.76091, -87.7609, -87.76089, -87.76088, -87.76087, -87.76086, -87.76086, -87.76085, -87.76085, -87.76084, -87.76084, -87.76083, -87.76083, -87.76082, -87.76082, -87.76081, -87.76081, -87.7608, -87.7608, -87.7608, -87.76079, -87.76079, -87.76078, -87.76078, -87.76077, -87.76077, -87.76076, -87.76076, -87.76075, -87.76075, -87.76074, -87.76074, -87.76073, -87.76073, -87.76072, -87.76072, -87.76071, -87.76071, -87.76071, -87.7607, -87.7607, -87.7607, -87.76069, -87.76069, -87.76069, -87.76068, 
-87.76068, -87.76068, -87.76067, -87.76067, -87.76067, -87.76066, -87.76066, -87.76066, -87.76066, -87.76065, -87.76065, -87.76065, -87.76065, -87.76064, -87.76064, -87.76064, -87.76064, -87.76064, -87.76064, -87.76063, -87.76063, -87.76063, -87.76063, -87.76063, -87.76063, -87.76063, -87.76063, -87.76063, -87.76063, -87.76063, -87.76063, -87.76063, -87.76063, -87.76064, -87.76138, -87.76132, -87.76131, -87.7613, -87.76129, -87.76128, -87.76127, -87.76126, -87.76125, -87.76124, -87.76123, -87.76122, 
-87.76121, -87.7612, -87.76119, -87.76118, -87.76117, -87.76116, -87.76115, -87.76115, -87.76114, -87.76113, -87.76112, -87.76111, -87.7611, -87.76109, -87.76108, -87.76107, -87.76106, -87.76105, -87.76104, -87.76103, -87.76102, -87.76102, -87.76101, -87.761, -87.76099, -87.76098, -87.76097, -87.76096, -87.76095, -87.76094, -87.76093, -87.76092, -87.76092, -87.76091, 41.77136, 41.77137, 41.77138, 41.77139, 41.7714, 41.7714, 41.77141, 41.77141, 41.77142, 41.77142, 41.77143, 41.77143, 41.77144, 41.77144, 
41.77145, 41.77145, 41.77146, 41.77146, 41.77147, 41.77148, 41.77148, 41.77149, 41.77149, 41.7715, 41.7715, 41.77151, 41.77152, 41.77153, 41.77153, 41.77154, 41.77155, 41.77156, 41.77156, 41.77157, 41.77158, 41.77159, 41.77159, 41.7716, 41.77161, 41.77161, 41.77162, 41.77163, 41.77163, 41.77164, 41.77165, 41.77165, 41.77166, 41.77167, 41.77167, 41.77168, 41.77169, 41.7717, 41.77171, 41.77172, 41.77173, 41.77173, 41.77174, 41.77175, 41.77176, 41.77176, 41.77177, 41.77178, 41.77179, 41.7718, 41.77181, 
41.77181, 41.77182, 41.77183, 41.77184, 41.77185, 41.77186, 41.77187, 41.77188, 41.77189, 41.7719, 41.77191, 41.77192, 41.77193, 41.77194, 41.77268, 41.77267, 41.77108, 41.77108, 41.77109, 41.7711, 41.7711, 41.77111, 41.77111, 41.77112, 41.77113, 41.77113, 41.77114, 41.77114, 41.77115, 41.77116, 41.77117, 41.77117, 41.77118, 41.77118, 41.77119, 41.77119, 41.7712, 41.77121, 41.77121, 41.77122, 41.77123, 41.77123, 41.77124, 41.77125, 41.77126, 41.77126, 41.77127, 41.77127, 41.77128, 41.77129, 41.77129, 
41.7713, 41.77131, 41.77132, 41.77132, 41.77133, 41.77134, 41.77135, 41.77135, 41.77136, 41.77136)))"
1921113008,2022,-87.7603774847843,41.77396437753194,37,19211130080000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.76056, -87.76011, -87.76014, -87.76065, -87.76062, -87.76056, 41.77362, 41.77362, 41.77431, 41.7743, 41.77361, 41.77362)))"
1921113009,2022,-87.76059436010493,41.77354056693314,37,19211130090000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.76056, -87.76062, -87.76061, -87.76056, 41.77362, 41.77361, 41.77339, 41.77362)))"
1921113010,2022,-87.76034109177483,41.773188769646744,37,19211130100000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.76011, -87.76056, -87.76061, -87.76061, -87.76058, -87.76007, -87.76011, 41.77362, 41.77362, 41.77339, 41.77331, 41.77276, 41.77277, 41.77362)))"
1921113011,2022,-87.76032550658984,41.77272799896458,37,19211130110000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.76053, -87.76007, -87.76007, -87.76058, -87.76058, -87.76053, 41.77268, 41.77269, 41.77277, 41.77276, 41.77268, 41.77268)))"
1921113012,2022,-87.76055719308609,41.77257837591263,37,19211130120000,NA,NA,NA,NA,NA,NA,NA,Non-Incentive,NA,NA,NA,"list(list(c(-87.76053, -87.76058, -87.76057, -87.76053, 41.77268, 41.77268, 41.77237, 41.77268)))"
1921113033,2022,-87.76076552716205,41.77135248608278,37,19211130330000,NA,NA,NA,NA,NA,913867 - BEDFORD INDUSTRIAL SRG,2,Non-Incentive,BEDFORD INDUSTRIAL SRG,913867,2011,"list(list(c(-87.76106, -87.76045, -87.76064, -87.76065, -87.76065, -87.76066, -87.76067, -87.76067, -87.76068, -87.76068, -87.76069, -87.76069, -87.7607, -87.7607, -87.76071, -87.76071, -87.76072, -87.76073, -87.76074, -87.76074, -87.76075, -87.76075, -87.76076, -87.76076, -87.76077, -87.76077, -87.76078, -87.76078, -87.76079, -87.76079, -87.7608, -87.7608, -87.76081, -87.76081, -87.76082, -87.76082, -87.76083, -87.76084, -87.76084, -87.76085, -87.76085, -87.76086, -87.76086, -87.76087, -87.76088, 
-87.76089, -87.7609, -87.7609, -87.76091, -87.76092, -87.76092, -87.76093, -87.76094, -87.76095, -87.76096, -87.76096, -87.76097, -87.76098, -87.76099, -87.76099, -87.761, -87.761, -87.76101, -87.76102, -87.76103, -87.76103, -87.76104, -87.76105, -87.76106, -87.76106, -87.76107, -87.76126, -87.76124, -87.7612, -87.76106, 41.77113, 41.77147, 41.77158, 41.77157, 41.77156, 41.77155, 41.77154, 41.77153, 41.77153, 41.77152, 41.77151, 41.7715, 41.7715, 41.77149, 41.77149, 41.77148, 41.77147, 41.77146, 
41.77145, 41.77144, 41.77144, 41.77143, 41.77143, 41.77142, 41.77142, 41.77141, 41.77141, 41.7714, 41.7714, 41.77139, 41.77139, 41.77138, 41.77138, 41.77137, 41.77137, 41.77136, 41.77135, 41.77135, 41.77134, 41.77134, 41.77133, 41.77133, 41.77132, 41.77132, 41.77131, 41.7713, 41.7713, 41.77129, 41.77128, 41.77128, 41.77127, 41.77127, 41.77126, 41.77125, 41.77125, 41.77124, 41.77124, 41.77123, 41.77123, 41.77122, 41.77122, 41.77121, 41.77121, 41.7712, 41.7712, 41.77119, 41.77119, 41.77118, 41.77118, 
41.77117, 41.77117, 41.77105, 41.77105, 41.77105, 41.77113)))"
